# HeaderRows_8
# HeaderRows_Format: Column_Header; Unit; InstallationMethod_ID; Instrument_Summary
# DateTime; YYYY-MM-DDhh:mm:ss; Minidot_03; PME miniDOT Logger real time clock.
# Battery; volts; Minidot_03; PME miniDOT Logger internal batteries.
# Temperature; degree_celsius; Minidot_03; PME miniDOT Logger with temperature sensor.
# Dissolved_Oxygen; milligrams_per_liter; Minidot_03; PME miniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching).
# Dissolved_Oxygen_Saturation; percent_saturation; Minidot_03; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching). Calculated using Garcia & Gordon (1992) equation..
DateTime,Parent_ID,Site_ID,Battery,Temperature,Dissolved_Oxygen,Dissolved_Oxygen_Saturation
 2022-07-28 00:00:00,SSS044,S02,3.47,14.712,9.181,99.713
 2022-07-28 00:01:00,SSS044,S02,3.47,14.678,9.188,99.708
 2022-07-28 00:02:00,SSS044,S02,3.47,14.686,9.188,99.725
 2022-07-28 00:03:00,SSS044,S02,3.47,14.695,9.179,99.653
 2022-07-28 00:04:00,SSS044,S02,3.47,14.669,9.193,99.745
 2022-07-28 00:05:00,SSS044,S02,3.47,14.661,9.204,99.854
 2022-07-28 00:06:00,SSS044,S02,3.47,14.678,9.19,99.731
 2022-07-28 00:07:00,SSS044,S02,3.47,14.669,9.193,99.746
 2022-07-28 00:08:00,SSS044,S02,3.47,14.661,9.189,99.682
 2022-07-28 00:09:00,SSS044,S02,3.47,14.661,9.19,99.694
 2022-07-28 00:10:00,SSS044,S02,3.47,14.635,9.202,99.775
 2022-07-28 00:11:00,SSS044,S02,3.47,14.643,9.208,99.849
 2022-07-28 00:12:00,SSS044,S02,3.47,14.626,9.2,99.732
 2022-07-28 00:13:00,SSS044,S02,3.47,14.635,9.193,99.672
 2022-07-28 00:14:00,SSS044,S02,3.47,14.626,9.197,99.698
 2022-07-28 00:15:00,SSS044,S02,3.47,14.643,9.2,99.769
 2022-07-28 00:16:00,SSS044,S02,3.47,14.609,9.201,99.706
 2022-07-28 00:17:00,SSS044,S02,3.47,14.609,9.202,99.716
 2022-07-28 00:18:00,SSS044,S02,3.47,14.609,9.209,99.784
 2022-07-28 00:19:00,SSS044,S02,3.47,14.609,9.215,99.852
 2022-07-28 00:20:00,SSS044,S02,3.47,14.592,9.205,99.711
 2022-07-28 00:21:00,SSS044,S02,3.47,14.583,9.213,99.77
 2022-07-28 00:22:00,SSS044,S02,3.47,14.583,9.207,99.701
 2022-07-28 00:23:00,SSS044,S02,3.47,14.609,9.202,99.711
 2022-07-28 00:24:00,SSS044,S02,3.47,14.574,9.212,99.737
 2022-07-28 00:25:00,SSS044,S02,3.47,14.592,9.205,99.707
 2022-07-28 00:26:00,SSS044,S02,3.47,14.574,9.214,99.758
 2022-07-28 00:27:00,SSS044,S02,3.47,14.583,9.211,99.742
 2022-07-28 00:28:00,SSS044,S02,3.47,14.548,9.218,99.745
 2022-07-28 00:29:00,SSS044,S02,3.46,14.54,9.218,99.727
 2022-07-28 00:30:00,SSS044,S02,3.46,14.557,9.218,99.763
 2022-07-28 00:31:00,SSS044,S02,3.46,14.54,9.215,99.692
 2022-07-28 00:32:00,SSS044,S02,3.46,14.557,9.208,99.649
 2022-07-28 00:33:00,SSS044,S02,3.46,14.54,9.214,99.68
 2022-07-28 00:34:00,SSS044,S02,3.46,14.531,9.219,99.718
 2022-07-28 00:35:00,SSS044,S02,3.46,14.531,9.212,99.638
 2022-07-28 00:36:00,SSS044,S02,3.46,14.531,9.226,99.786
 2022-07-28 00:37:00,SSS044,S02,3.46,14.531,9.217,99.695
 2022-07-28 00:38:00,SSS044,S02,3.46,14.505,9.228,99.752
 2022-07-28 00:39:00,SSS044,S02,3.46,14.497,9.228,99.735
 2022-07-28 00:40:00,SSS044,S02,3.46,14.505,9.227,99.741
 2022-07-28 00:41:00,SSS044,S02,3.46,14.514,9.223,99.726
 2022-07-28 00:42:00,SSS044,S02,3.46,14.497,9.216,99.609
 2022-07-28 00:43:00,SSS044,S02,3.46,14.497,9.224,99.7
 2022-07-28 00:44:00,SSS044,S02,3.46,14.479,9.23,99.718
 2022-07-28 00:45:00,SSS044,S02,3.46,14.497,9.221,99.666
 2022-07-28 00:46:00,SSS044,S02,3.46,14.479,9.227,99.684
 2022-07-28 00:47:00,SSS044,S02,3.46,14.497,9.226,99.713
 2022-07-28 00:48:00,SSS044,S02,3.46,14.479,9.223,99.651
 2022-07-28 00:49:00,SSS044,S02,3.46,14.462,9.237,99.763
 2022-07-28 00:50:00,SSS044,S02,3.46,14.462,9.229,99.672
 2022-07-28 00:51:00,SSS044,S02,3.46,14.453,9.23,99.664
 2022-07-28 00:52:00,SSS044,S02,3.46,14.445,9.239,99.75
 2022-07-28 00:53:00,SSS044,S02,3.46,14.453,9.234,99.711
 2022-07-28 00:54:00,SSS044,S02,3.46,14.453,9.237,99.745
 2022-07-28 00:55:00,SSS044,S02,3.46,14.436,9.238,99.72
 2022-07-28 00:56:00,SSS044,S02,3.46,14.445,9.237,99.729
 2022-07-28 00:57:00,SSS044,S02,3.46,14.427,9.234,99.656
 2022-07-28 00:58:00,SSS044,S02,3.46,14.427,9.24,99.725
 2022-07-28 00:59:00,SSS044,S02,3.46,14.436,9.232,99.654
 2022-07-28 01:00:00,SSS044,S02,3.46,14.41,9.238,99.666
 2022-07-28 01:01:00,SSS044,S02,3.46,14.41,9.247,99.757
 2022-07-28 01:02:00,SSS044,S02,3.46,14.401,9.253,99.807
 2022-07-28 01:03:00,SSS044,S02,3.46,14.419,9.234,99.642
 2022-07-28 01:04:00,SSS044,S02,3.46,14.41,9.235,99.634
 2022-07-28 01:05:00,SSS044,S02,3.46,14.393,9.251,99.768
 2022-07-28 01:06:00,SSS044,S02,3.46,14.393,9.238,99.632
 2022-07-28 01:07:00,SSS044,S02,3.46,14.375,9.252,99.741
 2022-07-28 01:08:00,SSS044,S02,3.46,14.367,9.253,99.735
 2022-07-28 01:09:00,SSS044,S02,3.46,14.384,9.251,99.75
 2022-07-28 01:10:00,SSS044,S02,3.46,14.375,9.248,99.697
 2022-07-28 01:11:00,SSS044,S02,3.46,14.375,9.251,99.732
 2022-07-28 01:12:00,SSS044,S02,3.46,14.358,9.255,99.741
 2022-07-28 01:13:00,SSS044,S02,3.46,14.341,9.26,99.761
 2022-07-28 01:14:00,SSS044,S02,3.46,14.358,9.26,99.798
 2022-07-28 01:15:00,SSS044,S02,3.46,14.341,9.265,99.807
 2022-07-28 01:16:00,SSS044,S02,3.46,14.349,9.26,99.778
 2022-07-28 01:17:00,SSS044,S02,3.46,14.332,9.264,99.774
 2022-07-28 01:18:00,SSS044,S02,3.46,14.332,9.258,99.716
 2022-07-28 01:19:00,SSS044,S02,3.46,14.332,9.254,99.669
 2022-07-28 01:20:00,SSS044,S02,3.46,14.306,9.261,99.69
 2022-07-28 01:21:00,SSS044,S02,3.46,14.324,9.266,99.774
 2022-07-28 01:22:00,SSS044,S02,3.46,14.298,9.275,99.818
 2022-07-28 01:23:00,SSS044,S02,3.46,14.298,9.264,99.692
 2022-07-28 01:24:00,SSS044,S02,3.46,14.306,9.255,99.617
 2022-07-28 01:25:00,SSS044,S02,3.46,14.289,9.276,99.806
 2022-07-28 01:26:00,SSS044,S02,3.46,14.298,9.265,99.699
 2022-07-28 01:27:00,SSS044,S02,3.46,14.289,9.273,99.769
 2022-07-28 01:28:00,SSS044,S02,3.46,14.28,9.276,99.782
 2022-07-28 01:29:00,SSS044,S02,3.46,14.289,9.269,99.721
 2022-07-28 01:30:00,SSS044,S02,3.46,14.28,9.269,99.7
 2022-07-28 01:31:00,SSS044,S02,3.46,14.246,9.282,99.774
 2022-07-28 01:32:00,SSS044,S02,3.46,14.272,9.262,99.617
 2022-07-28 01:33:00,SSS044,S02,3.46,14.272,9.269,99.686
 2022-07-28 01:34:00,SSS044,S02,3.46,14.246,9.285,99.8
 2022-07-28 01:35:00,SSS044,S02,3.46,14.254,9.27,99.66
 2022-07-28 01:36:00,SSS044,S02,3.46,14.254,9.279,99.763
 2022-07-28 01:37:00,SSS044,S02,3.46,14.246,9.275,99.701
 2022-07-28 01:38:00,SSS044,S02,3.46,14.22,9.286,99.759
 2022-07-28 01:39:00,SSS044,S02,3.46,14.246,9.277,99.726
 2022-07-28 01:40:00,SSS044,S02,3.46,14.237,9.285,99.787
 2022-07-28 01:41:00,SSS044,S02,3.46,14.237,9.278,99.72
 2022-07-28 01:42:00,SSS044,S02,3.46,14.237,9.281,99.755
 2022-07-28 01:43:00,SSS044,S02,3.46,14.237,9.276,99.699
 2022-07-28 01:44:00,SSS044,S02,3.46,14.228,9.282,99.749
