# HeaderRows_8
# HeaderRows_Format: Column_Header; Unit; InstallationMethod_ID; Instrument_Summary
# DateTime; YYYY-MM-DDhh:mm:ss; Minidot_04; PME miniDOT Logger real time clock.
# Battery; volts; Minidot_04; PME miniDOT Logger internal batteries.
# Temperature; degree_celsius; Minidot_04; PME miniDOT Logger with temperature sensor.
# Dissolved_Oxygen; milligrams_per_liter; Minidot_04; PME miniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching).
# Dissolved_Oxygen_Saturation; percent_saturation; Minidot_04; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching). Calculated using Garcia & Gordon (1992) equation.
DateTime,Parent_ID,Site_ID,Battery,Temperature,Dissolved_Oxygen,Dissolved_Oxygen_Saturation
 2022-07-27 00:00:00,SSS041,S49R,3.51,13.765,9.723,99.862
 2022-07-27 00:01:00,SSS041,S49R,3.51,13.774,9.718,99.838
 2022-07-27 00:02:00,SSS041,S49R,3.51,13.765,9.709,99.722
 2022-07-27 00:03:00,SSS041,S49R,3.51,13.748,9.695,99.535
 2022-07-27 00:04:00,SSS041,S49R,3.51,13.73,9.723,99.781
 2022-07-27 00:05:00,SSS041,S49R,3.51,13.713,9.738,99.902
 2022-07-27 00:06:00,SSS041,S49R,3.51,13.722,9.726,99.794
 2022-07-27 00:07:00,SSS041,S49R,3.51,13.713,9.731,99.827
 2022-07-27 00:08:00,SSS041,S49R,3.51,13.678,9.732,99.759
 2022-07-27 00:09:00,SSS041,S49R,3.51,13.687,9.722,99.672
 2022-07-27 00:10:00,SSS041,S49R,3.51,13.669,9.742,99.844
 2022-07-27 00:11:00,SSS041,S49R,3.51,13.643,9.747,99.839
 2022-07-27 00:12:00,SSS041,S49R,3.51,13.634,9.744,99.786
 2022-07-27 00:13:00,SSS041,S49R,3.51,13.626,9.747,99.799
 2022-07-27 00:14:00,SSS041,S49R,3.51,13.608,9.747,99.759
 2022-07-27 00:15:00,SSS041,S49R,3.51,13.591,9.758,99.827
 2022-07-27 00:16:00,SSS041,S49R,3.51,13.582,9.751,99.734
 2022-07-27 00:17:00,SSS041,S49R,3.51,13.573,9.761,99.821
 2022-07-27 00:18:00,SSS041,S49R,3.51,13.582,9.756,99.789
 2022-07-27 00:19:00,SSS041,S49R,3.51,13.556,9.752,99.69
 2022-07-27 00:20:00,SSS041,S49R,3.51,13.556,9.762,99.797
 2022-07-27 00:21:00,SSS041,S49R,3.51,13.53,9.764,99.762
 2022-07-27 00:22:00,SSS041,S49R,3.51,13.512,9.773,99.819
 2022-07-27 00:23:00,SSS041,S49R,3.51,13.503,9.771,99.779
 2022-07-27 00:24:00,SSS041,S49R,3.51,13.495,9.774,99.794
 2022-07-27 00:25:00,SSS041,S49R,3.51,13.477,9.775,99.766
 2022-07-27 00:26:00,SSS041,S49R,3.51,13.468,9.784,99.832
 2022-07-27 00:27:00,SSS041,S49R,3.5,13.451,9.781,99.763
 2022-07-27 00:28:00,SSS041,S49R,3.5,13.46,9.786,99.837
 2022-07-27 00:29:00,SSS041,S49R,3.5,13.425,9.804,99.951
 2022-07-27 00:30:00,SSS041,S49R,3.5,13.425,9.789,99.794
 2022-07-27 00:31:00,SSS041,S49R,3.5,13.425,9.777,99.677
 2022-07-27 00:32:00,SSS041,S49R,3.5,13.39,9.786,99.684
 2022-07-27 00:33:00,SSS041,S49R,3.5,13.372,9.797,99.759
 2022-07-27 00:34:00,SSS041,S49R,3.5,13.372,9.798,99.77
 2022-07-27 00:35:00,SSS041,S49R,3.5,13.363,9.812,99.886
 2022-07-27 00:36:00,SSS041,S49R,3.5,13.355,9.803,99.784
 2022-07-27 00:37:00,SSS041,S49R,3.5,13.337,9.813,99.838
 2022-07-27 00:38:00,SSS041,S49R,3.5,13.355,9.812,99.867
 2022-07-27 00:39:00,SSS041,S49R,3.5,13.311,9.816,99.811
 2022-07-27 00:40:00,SSS041,S49R,3.5,13.293,9.834,99.96
 2022-07-27 00:41:00,SSS041,S49R,3.5,13.302,9.816,99.79
 2022-07-27 00:42:00,SSS041,S49R,3.5,13.302,9.814,99.769
 2022-07-27 00:43:00,SSS041,S49R,3.5,13.285,9.829,99.889
 2022-07-27 00:44:00,SSS041,S49R,3.5,13.267,9.822,99.774
 2022-07-27 00:45:00,SSS041,S49R,3.5,13.25,9.827,99.789
 2022-07-27 00:46:00,SSS041,S49R,3.5,13.241,9.822,99.716
 2022-07-27 00:47:00,SSS041,S49R,3.5,13.232,9.832,99.801
 2022-07-27 00:48:00,SSS041,S49R,3.5,13.232,9.849,99.969
 2022-07-27 00:49:00,SSS041,S49R,3.5,13.215,9.857,100.015
 2022-07-27 00:50:00,SSS041,S49R,3.5,13.215,9.833,99.773
 2022-07-27 00:51:00,SSS041,S49R,3.5,13.197,9.828,99.68
 2022-07-27 00:52:00,SSS041,S49R,3.5,13.188,9.838,99.754
 2022-07-27 00:53:00,SSS041,S49R,3.5,13.162,9.863,99.958
 2022-07-27 00:54:00,SSS041,S49R,3.5,13.162,9.855,99.874
 2022-07-27 00:55:00,SSS041,S49R,3.5,13.144,9.862,99.907
 2022-07-27 00:56:00,SSS041,S49R,3.5,13.144,9.858,99.865
 2022-07-27 00:57:00,SSS041,S49R,3.5,13.136,9.86,99.868
 2022-07-27 00:58:00,SSS041,S49R,3.5,13.118,9.87,99.922
 2022-07-27 00:59:00,SSS041,S49R,3.5,13.127,9.857,99.816
 2022-07-27 01:00:00,SSS041,S49R,3.5,13.118,9.866,99.88
 2022-07-27 01:01:00,SSS041,S49R,3.5,13.092,9.858,99.748
 2022-07-27 01:02:00,SSS041,S49R,3.5,13.092,9.873,99.896
 2022-07-27 01:03:00,SSS041,S49R,3.5,13.083,9.845,99.593
