# HeaderRows_16
# HeaderRows_Format: Column_Header; Unit; InstallationMethod_ID; Instrument_Summary
# DateTime; YYYY-MM-DD hh:mm:ss UTC-08:00; ManualChamberDark_02; PME MiniDOT Logger real time clock.
# Temperature_1; degree_celsius; ManualChamberDark_02; PME MiniDOT Logger with temperature sensor.
# Temperature_2; degree_celsius; ManualChamberDark_02; PME MiniDOT Logger with temperature sensor.
# Temperature_3; degree_celsius; ManualChamberDark_02; PME MiniDOT Logger with temperature sensor.
# Dissolved_Oxygen_1; milligrams_per_liter; ManualChamberDark_02; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching).
# Dissolved_Oxygen_2; milligrams_per_liter; ManualChamberDark_02; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching).
# Dissolved_Oxygen_3; milligrams_per_liter; ManualChamberDark_02; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching).
# Dissolved_Oxygen_Saturation_1; percent_saturation; ManualChamberDark_02; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching). Calculated using Garcia & Gordon (1992) equation.
# Dissolved_Oxygen_Saturation_2; percent_saturation; ManualChamberDark_02; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching). Calculated using Garcia & Gordon (1992) equation.
# Dissolved_Oxygen_Saturation_3; percent_saturation; ManualChamberDark_02; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching). Calculated using Garcia & Gordon (1992) equation.
# Battery_1; volts; ManualChamberDark_02; PME MiniDOT Logger internal batteries.
# Battery_2; volts; ManualChamberDark_02; PME MiniDOT Logger internal batteries.
# Battery_3; volts; ManualChamberDark_02; PME MiniDOT Logger internal batteries.
DateTime,Parent_ID,Site_ID,Temperature_1,Temperature_2,Temperature_3,Dissolved_Oxygen_1,Dissolved_Oxygen_2,Dissolved_Oxygen_3,Dissolved_Oxygen_Saturation_1,Dissolved_Oxygen_Saturation_2,Dissolved_Oxygen_Saturation_3,Battery_1,Battery_2,Battery_3
 2022-08-12 08:00:00,SSS023,U20,14.237,14.207,14.147,5.116,6.106,6.074,54.549,65.063,64.636,3.47,3.49,3.48
 2022-08-12 08:01:00,SSS023,U20,14.22,14.207,14.147,5.117,6.118,6.084,54.54,65.196,64.752,3.47,3.49,3.48
 2022-08-12 08:02:00,SSS023,U20,14.211,14.198,14.112,5.124,6.132,6.11,54.608,65.328,64.979,3.47,3.49,3.48
 2022-08-12 08:03:00,SSS023,U20,14.211,14.181,14.13,5.122,6.145,6.116,54.586,65.448,65.063,3.47,3.49,3.48
 2022-08-12 08:04:00,SSS023,U20,14.203,14.172,14.104,5.128,6.156,6.125,54.643,65.546,65.119,3.47,3.49,3.48
 2022-08-12 08:05:00,SSS023,U20,14.194,14.198,14.112,5.129,6.153,6.128,54.644,65.562,65.165,3.47,3.49,3.48
 2022-08-12 08:06:00,SSS023,U20,14.177,14.189,14.13,5.133,6.169,6.14,54.669,65.716,65.318,3.47,3.49,3.48
 2022-08-12 08:07:00,SSS023,U20,14.185,14.181,14.121,5.129,6.176,6.152,54.634,65.782,65.432,3.47,3.49,3.48
 2022-08-12 08:08:00,SSS023,U20,14.168,14.181,14.112,5.132,6.189,6.157,54.648,65.915,65.478,3.47,3.49,3.48
 2022-08-12 08:09:00,SSS023,U20,14.159,14.172,14.104,5.138,6.198,6.172,54.693,66.003,65.628,3.47,3.49,3.48
 2022-08-12 08:10:00,SSS023,U20,14.168,14.181,14.086,5.137,6.21,6.181,54.693,66.138,65.694,3.47,3.49,3.48
 2022-08-12 08:11:00,SSS023,U20,14.168,14.172,14.095,5.14,6.224,6.19,54.727,66.28,65.8,3.47,3.49,3.48
 2022-08-12 08:12:00,SSS023,U20,14.177,14.163,14.095,5.138,6.241,6.195,54.716,66.445,65.858,3.47,3.49,3.48
 2022-08-12 08:13:00,SSS023,U20,14.168,14.189,14.104,5.143,6.243,6.194,54.761,66.506,65.86,3.47,3.49,3.48
 2022-08-12 08:14:00,SSS023,U20,14.168,14.198,14.121,5.145,6.248,6.198,54.784,66.575,65.931,3.47,3.49,3.48
