# HeaderRows_16
# HeaderRows_Format: Column_Header; Unit; InstallationMethod_ID; Instrument_Summary
# DateTime; YYYY-MM-DD hh:mm:ss UTC-08:00; ManualChamberDark_02; PME MiniDOT Logger real time clock.
# Temperature_1; degree_celsius; ManualChamberDark_02; PME MiniDOT Logger with temperature sensor.
# Temperature_2; degree_celsius; ManualChamberDark_02; PME MiniDOT Logger with temperature sensor.
# Temperature_3; degree_celsius; ManualChamberDark_02; PME MiniDOT Logger with temperature sensor.
# Dissolved_Oxygen_1; milligrams_per_liter; ManualChamberDark_02; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching).
# Dissolved_Oxygen_2; milligrams_per_liter; ManualChamberDark_02; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching).
# Dissolved_Oxygen_3; milligrams_per_liter; ManualChamberDark_02; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching).
# Dissolved_Oxygen_Saturation_1; percent_saturation; ManualChamberDark_02; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching). Calculated using Garcia & Gordon (1992) equation.
# Dissolved_Oxygen_Saturation_2; percent_saturation; ManualChamberDark_02; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching). Calculated using Garcia & Gordon (1992) equation.
# Dissolved_Oxygen_Saturation_3; percent_saturation; ManualChamberDark_02; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching). Calculated using Garcia & Gordon (1992) equation.
# Battery_1; volts; ManualChamberDark_02; PME MiniDOT Logger internal batteries.
# Battery_2; volts; ManualChamberDark_02; PME MiniDOT Logger internal batteries.
# Battery_3; volts; ManualChamberDark_02; PME MiniDOT Logger internal batteries.
DateTime,Parent_ID,Site_ID,Temperature_1,Temperature_2,Temperature_3,Dissolved_Oxygen_1,Dissolved_Oxygen_2,Dissolved_Oxygen_3,Dissolved_Oxygen_Saturation_1,Dissolved_Oxygen_Saturation_2,Dissolved_Oxygen_Saturation_3,Battery_1,Battery_2,Battery_3
 2022-08-10 08:03:00,SSS043,S11,16.172,16.141,16.162,8.938,8.833,8.774,101.858,100.591,99.963,3.47,3.47,3.48
 2022-08-10 08:04:00,SSS043,S11,16.172,16.175,16.162,8.944,8.827,8.781,101.931,100.603,100.047,3.47,3.47,3.48
 2022-08-10 08:05:00,SSS043,S11,16.189,16.167,16.196,8.937,8.832,8.763,101.883,100.634,99.916,3.47,3.47,3.48
 2022-08-10 08:06:00,SSS043,S11,16.214,16.175,16.196,8.932,8.826,8.766,101.876,100.591,99.952,3.47,3.47,3.48
 2022-08-10 08:07:00,SSS043,S11,16.214,16.218,16.221,8.934,8.816,8.765,101.9,100.563,99.993,3.47,3.47,3.48
 2022-08-10 08:08:00,SSS043,S11,16.223,16.209,16.23,8.925,8.835,8.769,101.822,100.76,100.06,3.47,3.47,3.48
 2022-08-10 08:09:00,SSS043,S11,16.231,16.235,16.221,8.92,8.82,8.776,101.779,100.647,100.113,3.47,3.47,3.48
 2022-08-10 08:10:00,SSS043,S11,16.265,16.252,16.247,8.92,8.817,8.762,101.852,100.648,100.012,3.47,3.47,3.48
 2022-08-10 08:11:00,SSS043,S11,16.257,16.243,16.255,8.926,8.821,8.763,101.908,100.677,100.041,3.47,3.47,3.48
 2022-08-10 08:12:00,SSS043,S11,16.248,16.269,16.281,8.934,8.819,8.759,101.974,100.708,100.049,3.47,3.47,3.48
 2022-08-10 08:13:00,SSS043,S11,16.274,16.278,16.272,8.927,8.814,8.761,101.957,100.667,100.054,3.47,3.47,3.48
 2022-08-10 08:14:00,SSS043,S11,16.282,16.269,16.298,8.927,8.819,8.752,101.975,100.708,100.001,3.47,3.47,3.48
 2022-08-10 08:15:00,SSS043,S11,16.308,16.295,16.306,8.918,8.826,8.755,101.921,100.848,100.054,3.47,3.47,3.48
 2022-08-10 08:16:00,SSS043,S11,16.308,16.295,16.306,8.924,8.826,8.757,101.996,100.85,100.08,3.47,3.47,3.48
 2022-08-10 08:17:00,SSS043,S11,16.316,16.303,16.306,8.918,8.826,8.756,101.942,100.869,100.07,3.47,3.47,3.48
 2022-08-10 08:18:00,SSS043,S11,16.325,16.32,16.332,8.92,8.82,8.759,101.988,100.835,100.163,3.47,3.47,3.48
 2022-08-10 08:19:00,SSS043,S11,16.35,16.32,16.34,8.917,8.817,8.757,102.008,100.801,100.158,3.47,3.47,3.48
 2022-08-10 08:20:00,SSS043,S11,16.333,16.346,16.357,8.924,8.82,8.754,102.059,100.895,100.16,3.47,3.47,3.48
 2022-08-10 08:21:00,SSS043,S11,16.342,16.363,16.366,8.927,8.816,8.75,102.117,100.885,100.145,3.47,3.47,3.48
 2022-08-10 08:22:00,SSS043,S11,16.393,16.346,16.366,8.906,8.819,8.758,101.984,100.887,100.231,3.47,3.47,3.48
 2022-08-10 08:23:00,SSS043,S11,16.376,16.354,16.374,8.914,8.814,8.747,102.047,100.846,100.13,3.47,3.47,3.48
 2022-08-10 08:24:00,SSS043,S11,16.393,16.414,16.4,8.919,8.814,8.746,102.135,100.976,100.175,3.47,3.47,3.48
 2022-08-10 08:25:00,SSS043,S11,16.401,16.38,16.408,8.918,8.809,8.752,102.142,100.857,100.254,3.47,3.47,3.48
 2022-08-10 08:26:00,SSS043,S11,16.427,16.414,16.4,8.908,8.802,8.758,102.09,100.847,100.312,3.47,3.47,3.48
 2022-08-10 08:27:00,SSS043,S11,16.41,16.397,16.442,8.925,8.814,8.743,102.252,100.945,100.235,3.47,3.47,3.48
 2022-08-10 08:28:00,SSS043,S11,16.419,16.422,16.417,8.903,8.807,8.746,102.016,100.928,100.219,3.47,3.47,3.48
 2022-08-10 08:29:00,SSS043,S11,16.41,16.422,16.434,8.929,8.825,8.752,102.305,101.136,100.318,3.47,3.47,3.48
 2022-08-10 08:30:00,SSS043,S11,16.436,16.448,16.434,8.922,8.802,8.75,102.277,100.927,100.308,3.47,3.47,3.47
 2022-08-10 08:31:00,SSS043,S11,16.436,16.439,16.451,8.919,8.798,8.739,102.241,100.86,100.212,3.47,3.47,3.48
 2022-08-10 08:32:00,SSS043,S11,16.436,16.473,16.468,8.918,8.8,8.755,102.23,100.958,100.429,3.47,3.47,3.47
 2022-08-10 08:33:00,SSS043,S11,16.461,16.465,16.468,8.919,8.803,8.742,102.297,100.978,100.285,3.46,3.47,3.48
 2022-08-10 08:34:00,SSS043,S11,16.47,16.482,16.468,8.914,8.804,8.748,102.268,101.027,100.358,3.46,3.47,3.47
 2022-08-10 08:35:00,SSS043,S11,16.478,16.49,16.502,8.909,8.799,8.737,102.224,100.984,100.299,3.46,3.47,3.47
 2022-08-10 08:36:00,SSS043,S11,16.487,16.482,16.493,8.917,8.812,8.746,102.33,101.125,100.389,3.46,3.47,3.47
 2022-08-10 08:37:00,SSS043,S11,16.487,16.49,16.51,8.915,8.81,8.75,102.319,101.119,100.474,3.46,3.47,3.47
 2022-08-10 08:38:00,SSS043,S11,16.495,16.516,16.51,8.915,8.805,8.752,102.337,101.114,100.486,3.46,3.47,3.47
 2022-08-10 08:39:00,SSS043,S11,16.504,16.516,16.519,8.923,8.808,8.75,102.443,101.151,100.494,3.46,3.47,3.47
 2022-08-10 08:40:00,SSS043,S11,16.504,16.524,16.519,8.921,8.811,8.752,102.419,101.206,100.507,3.46,3.47,3.47
 2022-08-10 08:41:00,SSS043,S11,16.529,16.533,16.544,8.92,8.809,8.742,102.461,101.201,100.452,3.46,3.47,3.47
 2022-08-10 08:42:00,SSS043,S11,16.529,16.541,16.519,8.92,8.819,8.757,102.462,101.328,100.568,3.46,3.47,3.47
 2022-08-10 08:43:00,SSS043,S11,16.538,16.533,16.544,8.928,8.818,8.757,102.581,101.3,100.622,3.46,3.47,3.47
