# HeaderRows_16
# HeaderRows_Format: Column_Header; Unit; InstallationMethod_ID; Instrument_Summary
# DateTime; YYYY-MM-DD hh:mm:ss UTC-08:00; ManualChamberDark_02; PME MiniDOT Logger real time clock.
# Temperature_1; degree_celsius; ManualChamberDark_02; PME MiniDOT Logger with temperature sensor.
# Temperature_2; degree_celsius; ManualChamberDark_02; PME MiniDOT Logger with temperature sensor.
# Temperature_3; degree_celsius; ManualChamberDark_02; PME MiniDOT Logger with temperature sensor.
# Dissolved_Oxygen_1; milligrams_per_liter; ManualChamberDark_02; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching).
# Dissolved_Oxygen_2; milligrams_per_liter; ManualChamberDark_02; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching).
# Dissolved_Oxygen_3; milligrams_per_liter; ManualChamberDark_02; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching).
# Dissolved_Oxygen_Saturation_1; percent_saturation; ManualChamberDark_02; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching). Calculated using Garcia & Gordon (1992) equation.
# Dissolved_Oxygen_Saturation_2; percent_saturation; ManualChamberDark_02; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching). Calculated using Garcia & Gordon (1992) equation.
# Dissolved_Oxygen_Saturation_3; percent_saturation; ManualChamberDark_02; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching). Calculated using Garcia & Gordon (1992) equation.
# Battery_1; volts; ManualChamberDark_02; PME MiniDOT Logger internal batteries.
# Battery_2; volts; ManualChamberDark_02; PME MiniDOT Logger internal batteries.
# Battery_3; volts; ManualChamberDark_02; PME MiniDOT Logger internal batteries.
DateTime,Parent_ID,Site_ID,Temperature_1,Temperature_2,Temperature_3,Dissolved_Oxygen_1,Dissolved_Oxygen_2,Dissolved_Oxygen_3,Dissolved_Oxygen_Saturation_1,Dissolved_Oxygen_Saturation_2,Dissolved_Oxygen_Saturation_3,Battery_1,Battery_2,Battery_3
 2022-08-09 08:53:00,SSS040,S54,12.163,12.1,12.058,10.306,10.206,10.155,103.476,102.327,101.718,3.49,3.49,3.5
 2022-08-09 08:54:00,SSS040,S54,12.163,12.1,12.058,10.305,10.199,10.157,103.465,102.253,101.74,3.49,3.5,3.5
 2022-08-09 08:55:00,SSS040,S54,12.172,12.1,12.058,10.303,10.21,10.161,103.465,102.37,101.782,3.49,3.5,3.5
 2022-08-09 08:56:00,SSS040,S54,12.199,12.118,12.085,10.295,10.217,10.154,103.453,102.475,101.771,3.49,3.49,3.5
 2022-08-09 08:57:00,SSS040,S54,12.199,12.118,12.085,10.291,10.196,10.154,103.41,102.274,101.771,3.49,3.49,3.5
 2022-08-09 08:58:00,SSS040,S54,12.172,12.109,12.094,10.306,10.195,10.153,103.497,102.242,101.781,3.49,3.5,3.5
 2022-08-09 08:59:00,SSS040,S54,12.172,12.127,12.102,10.303,10.193,10.15,103.465,102.263,101.768,3.49,3.49,3.5
 2022-08-09 09:00:00,SSS040,S54,12.181,12.109,12.085,10.3,10.21,10.154,103.465,102.391,101.771,3.49,3.49,3.5
 2022-08-09 09:01:00,SSS040,S54,12.181,12.1,12.102,10.297,10.222,10.15,103.433,102.487,101.768,3.49,3.49,3.5
 2022-08-09 09:02:00,SSS040,S54,12.19,12.091,12.12,10.284,10.224,10.143,103.326,102.487,101.747,3.49,3.49,3.5
 2022-08-09 09:03:00,SSS040,S54,12.181,12.118,12.102,10.3,10.198,10.152,103.466,102.286,101.79,3.49,3.49,3.5
 2022-08-09 09:04:00,SSS040,S54,12.19,12.118,12.12,10.293,10.213,10.144,103.412,102.445,101.759,3.49,3.49,3.5
 2022-08-09 09:05:00,SSS040,S54,12.19,12.109,12.12,10.29,10.219,10.142,103.381,102.478,101.738,3.49,3.49,3.5
 2022-08-09 09:06:00,SSS040,S54,12.199,12.109,12.138,10.289,10.199,10.144,103.391,102.277,101.801,3.49,3.49,3.5
 2022-08-09 09:07:00,SSS040,S54,12.181,12.1,12.12,10.292,10.204,10.14,103.382,102.309,101.718,3.49,3.49,3.5
 2022-08-09 09:08:00,SSS040,S54,12.19,12.109,12.111,10.285,10.195,10.158,103.339,102.246,101.876,3.49,3.49,3.5
