# HeaderRows_5
# HeaderRows_Format: Column_Header; Unit; InstallationMethod_ID; Instrument_Summary
# DateTime; YYYY-MM-DD hh:mm:ss UTC-08:00; BaroInterp_01; In Situ Rugged BaroTROLL 100 ABS real time clock.
# Pressure; millibars; BaroInterp_01; Calculated from nearby In Situ Rugged BaroTROLL 100 ABS with piezoresistive ceramic pressure sensor pressure sensor corrected for change in elevation.
DateTime,Parent_ID,Site_ID,Pressure
 2022-07-26 00:00:00,SSS046,S22RR,948.12
 2022-07-26 00:15:00,SSS046,S22RR,948.591
 2022-07-26 00:30:00,SSS046,S22RR,948.678
 2022-07-26 00:45:00,SSS046,S22RR,948.507
 2022-07-26 01:00:00,SSS046,S22RR,948.535
 2022-07-26 01:15:00,SSS046,S22RR,948.783
 2022-07-26 01:30:00,SSS046,S22RR,948.758
 2022-07-26 01:45:00,SSS046,S22RR,948.819
 2022-07-26 02:00:00,SSS046,S22RR,949.017
 2022-07-26 02:15:00,SSS046,S22RR,948.994
 2022-07-26 02:30:00,SSS046,S22RR,949.276
 2022-07-26 02:45:00,SSS046,S22RR,949.143
 2022-07-26 03:00:00,SSS046,S22RR,949.338
 2022-07-26 03:15:00,SSS046,S22RR,949.415
 2022-07-26 03:30:00,SSS046,S22RR,949.737
 2022-07-26 03:45:00,SSS046,S22RR,949.824
 2022-07-26 04:00:00,SSS046,S22RR,949.77
 2022-07-26 04:15:00,SSS046,S22RR,949.952
 2022-07-26 04:30:00,SSS046,S22RR,950.402
 2022-07-26 04:45:00,SSS046,S22RR,949.973
 2022-07-26 05:00:00,SSS046,S22RR,950.221
 2022-07-26 05:15:00,SSS046,S22RR,950.331
 2022-07-26 05:30:00,SSS046,S22RR,950.192
 2022-07-26 05:45:00,SSS046,S22RR,950.497
 2022-07-26 06:00:00,SSS046,S22RR,950.415
 2022-07-26 06:15:00,SSS046,S22RR,950.296
 2022-07-26 06:30:00,SSS046,S22RR,950.652
 2022-07-26 06:45:00,SSS046,S22RR,950.685
 2022-07-26 07:00:00,SSS046,S22RR,950.802
 2022-07-26 07:15:00,SSS046,S22RR,950.783
 2022-07-26 07:30:00,SSS046,S22RR,950.523
 2022-07-26 07:45:00,SSS046,S22RR,950.892
 2022-07-26 08:00:00,SSS046,S22RR,950.872
 2022-07-26 08:15:00,SSS046,S22RR,950.83
 2022-07-26 08:30:00,SSS046,S22RR,950.323
 2022-07-26 08:45:00,SSS046,S22RR,951.098
 2022-07-26 09:00:00,SSS046,S22RR,950.478
 2022-07-26 09:15:00,SSS046,S22RR,950.852
 2022-07-26 09:30:00,SSS046,S22RR,950.277
 2022-07-26 09:45:00,SSS046,S22RR,950.24
 2022-07-26 10:00:00,SSS046,S22RR,950.185
 2022-07-26 10:15:00,SSS046,S22RR,950.231
 2022-07-26 10:30:00,SSS046,S22RR,949.98
 2022-07-26 10:45:00,SSS046,S22RR,950.109
 2022-07-26 11:00:00,SSS046,S22RR,949.795
 2022-07-26 11:15:00,SSS046,S22RR,949.711
 2022-07-26 11:30:00,SSS046,S22RR,949.556
 2022-07-26 11:45:00,SSS046,S22RR,949.164
 2022-07-26 12:00:00,SSS046,S22RR,949.206
 2022-07-26 12:15:00,SSS046,S22RR,948.907
 2022-07-26 12:30:00,SSS046,S22RR,948.835
 2022-07-26 12:45:00,SSS046,S22RR,948.843
 2022-07-26 13:00:00,SSS046,S22RR,948.841
 2022-07-26 13:15:00,SSS046,S22RR,948.683
 2022-07-26 13:30:00,SSS046,S22RR,948.47
 2022-07-26 13:45:00,SSS046,S22RR,948.478
 2022-07-26 14:00:00,SSS046,S22RR,948.364
 2022-07-26 14:15:00,SSS046,S22RR,948.447
 2022-07-26 14:30:00,SSS046,S22RR,948.071
 2022-07-26 14:45:00,SSS046,S22RR,948.021
 2022-07-26 15:00:00,SSS046,S22RR,947.73
 2022-07-26 15:15:00,SSS046,S22RR,947.654
 2022-07-26 15:30:00,SSS046,S22RR,947.378
 2022-07-26 15:45:00,SSS046,S22RR,947.34
 2022-07-26 16:00:00,SSS046,S22RR,946.68
 2022-07-26 16:15:00,SSS046,S22RR,947.061
 2022-07-26 16:30:00,SSS046,S22RR,947.123
 2022-07-26 16:45:00,SSS046,S22RR,947.246
 2022-07-26 17:00:00,SSS046,S22RR,947.514
 2022-07-26 17:15:00,SSS046,S22RR,947.399
 2022-07-26 17:30:00,SSS046,S22RR,947.311
 2022-07-26 17:45:00,SSS046,S22RR,947.464
 2022-07-26 18:00:00,SSS046,S22RR,947.577
 2022-07-26 18:15:00,SSS046,S22RR,947.581
 2022-07-26 18:30:00,SSS046,S22RR,947.31
 2022-07-26 18:45:00,SSS046,S22RR,947.572
 2022-07-26 19:00:00,SSS046,S22RR,947.757
 2022-07-26 19:15:00,SSS046,S22RR,948.1
 2022-07-26 19:30:00,SSS046,S22RR,948.028
 2022-07-26 19:45:00,SSS046,S22RR,948.346
 2022-07-26 20:00:00,SSS046,S22RR,948.525
 2022-07-26 20:15:00,SSS046,S22RR,948.516
 2022-07-26 20:30:00,SSS046,S22RR,948.683
 2022-07-26 20:45:00,SSS046,S22RR,948.872
 2022-07-26 21:00:00,SSS046,S22RR,948.642
 2022-07-26 21:15:00,SSS046,S22RR,948.837
 2022-07-26 21:30:00,SSS046,S22RR,949.121
 2022-07-26 21:45:00,SSS046,S22RR,948.95
 2022-07-26 22:00:00,SSS046,S22RR,949.142
 2022-07-26 22:15:00,SSS046,S22RR,949.336
 2022-07-26 22:30:00,SSS046,S22RR,949.368
 2022-07-26 22:45:00,SSS046,S22RR,949.422
 2022-07-26 23:00:00,SSS046,S22RR,949.721
 2022-07-26 23:15:00,SSS046,S22RR,949.785
 2022-07-26 23:30:00,SSS046,S22RR,949.964
 2022-07-26 23:45:00,SSS046,S22RR,949.8
 2022-07-27 00:00:00,SSS046,S22RR,949.863
 2022-07-27 00:15:00,SSS046,S22RR,949.955
 2022-07-27 00:30:00,SSS046,S22RR,949.807
 2022-07-27 00:45:00,SSS046,S22RR,949.862
 2022-07-27 01:00:00,SSS046,S22RR,949.874
 2022-07-27 01:15:00,SSS046,S22RR,949.832
 2022-07-27 01:30:00,SSS046,S22RR,949.912
 2022-07-27 01:45:00,SSS046,S22RR,950.009
 2022-07-27 02:00:00,SSS046,S22RR,949.894
 2022-07-27 02:15:00,SSS046,S22RR,950.168
 2022-07-27 02:30:00,SSS046,S22RR,950.01
 2022-07-27 02:45:00,SSS046,S22RR,950.122
 2022-07-27 03:00:00,SSS046,S22RR,950.138
 2022-07-27 03:15:00,SSS046,S22RR,950.21
 2022-07-27 03:30:00,SSS046,S22RR,950.279
 2022-07-27 03:45:00,SSS046,S22RR,950.322
 2022-07-27 04:00:00,SSS046,S22RR,950.479
 2022-07-27 04:15:00,SSS046,S22RR,950.397
 2022-07-27 04:30:00,SSS046,S22RR,950.431
 2022-07-27 04:45:00,SSS046,S22RR,950.583
 2022-07-27 05:00:00,SSS046,S22RR,950.487
 2022-07-27 05:15:00,SSS046,S22RR,950.87
 2022-07-27 05:30:00,SSS046,S22RR,950.909
 2022-07-27 05:45:00,SSS046,S22RR,951.021
 2022-07-27 06:00:00,SSS046,S22RR,951.033
 2022-07-27 06:15:00,SSS046,S22RR,951.26
 2022-07-27 06:30:00,SSS046,S22RR,951.209
 2022-07-27 06:45:00,SSS046,S22RR,951.178
 2022-07-27 07:00:00,SSS046,S22RR,951.066
 2022-07-27 07:15:00,SSS046,S22RR,950.946
 2022-07-27 07:30:00,SSS046,S22RR,951.267
 2022-07-27 07:45:00,SSS046,S22RR,951.067
 2022-07-27 08:00:00,SSS046,S22RR,951.235
 2022-07-27 08:15:00,SSS046,S22RR,951.126
 2022-07-27 08:30:00,SSS046,S22RR,951.4
 2022-07-27 08:45:00,SSS046,S22RR,951.43
 2022-07-27 09:00:00,SSS046,S22RR,951.244
 2022-07-27 09:15:00,SSS046,S22RR,951.151
 2022-07-27 09:30:00,SSS046,S22RR,951.153
 2022-07-27 09:45:00,SSS046,S22RR,950.931
 2022-07-27 10:00:00,SSS046,S22RR,951.054
 2022-07-27 10:15:00,SSS046,S22RR,950.935
 2022-07-27 10:30:00,SSS046,S22RR,950.789
 2022-07-27 10:45:00,SSS046,S22RR,950.579
 2022-07-27 11:00:00,SSS046,S22RR,950.662
 2022-07-27 11:15:00,SSS046,S22RR,950.404
 2022-07-27 11:30:00,SSS046,S22RR,950.199
 2022-07-27 11:45:00,SSS046,S22RR,950.043
 2022-07-27 12:00:00,SSS046,S22RR,949.854
 2022-07-27 12:15:00,SSS046,S22RR,949.85
 2022-07-27 12:30:00,SSS046,S22RR,949.774
 2022-07-27 12:45:00,SSS046,S22RR,949.719
 2022-07-27 13:00:00,SSS046,S22RR,949.532
 2022-07-27 13:15:00,SSS046,S22RR,949.476
 2022-07-27 13:30:00,SSS046,S22RR,949.157
 2022-07-27 13:45:00,SSS046,S22RR,949.206
 2022-07-27 14:00:00,SSS046,S22RR,949.218
 2022-07-27 14:15:00,SSS046,S22RR,949.092
 2022-07-27 14:30:00,SSS046,S22RR,948.672
 2022-07-27 14:45:00,SSS046,S22RR,948.749
 2022-07-27 15:00:00,SSS046,S22RR,948.807
 2022-07-27 15:15:00,SSS046,S22RR,948.607
 2022-07-27 15:30:00,SSS046,S22RR,948.567
 2022-07-27 15:45:00,SSS046,S22RR,948.209
 2022-07-27 16:00:00,SSS046,S22RR,947.788
 2022-07-27 16:15:00,SSS046,S22RR,948.396
 2022-07-27 16:30:00,SSS046,S22RR,948.59
 2022-07-27 16:45:00,SSS046,S22RR,948.583
 2022-07-27 17:00:00,SSS046,S22RR,948.403
 2022-07-27 17:15:00,SSS046,S22RR,948.576
 2022-07-27 17:30:00,SSS046,S22RR,948.577
 2022-07-27 17:45:00,SSS046,S22RR,948.557
 2022-07-27 18:00:00,SSS046,S22RR,948.669
 2022-07-27 18:15:00,SSS046,S22RR,948.82
 2022-07-27 18:30:00,SSS046,S22RR,948.756
 2022-07-27 18:45:00,SSS046,S22RR,948.886
 2022-07-27 19:00:00,SSS046,S22RR,948.993
 2022-07-27 19:15:00,SSS046,S22RR,949.184
 2022-07-27 19:30:00,SSS046,S22RR,949.115
 2022-07-27 19:45:00,SSS046,S22RR,949.425
 2022-07-27 20:00:00,SSS046,S22RR,949.312
 2022-07-27 20:15:00,SSS046,S22RR,949.733
 2022-07-27 20:30:00,SSS046,S22RR,949.972
 2022-07-27 20:45:00,SSS046,S22RR,950.049
 2022-07-27 21:00:00,SSS046,S22RR,949.853
 2022-07-27 21:15:00,SSS046,S22RR,950.259
 2022-07-27 21:30:00,SSS046,S22RR,949.964
 2022-07-27 21:45:00,SSS046,S22RR,950.22
 2022-07-27 22:00:00,SSS046,S22RR,949.88
 2022-07-27 22:15:00,SSS046,S22RR,950.184
 2022-07-27 22:30:00,SSS046,S22RR,950.571
 2022-07-27 22:45:00,SSS046,S22RR,950.528
 2022-07-27 23:00:00,SSS046,S22RR,950.47
 2022-07-27 23:15:00,SSS046,S22RR,950.319
 2022-07-27 23:30:00,SSS046,S22RR,950.296
 2022-07-27 23:45:00,SSS046,S22RR,950.244
 2022-07-28 00:00:00,SSS046,S22RR,950.776
 2022-07-28 00:15:00,SSS046,S22RR,950.892
 2022-07-28 00:30:00,SSS046,S22RR,950.847
 2022-07-28 00:45:00,SSS046,S22RR,950.833
 2022-07-28 01:00:00,SSS046,S22RR,950.861
 2022-07-28 01:15:00,SSS046,S22RR,950.737
 2022-07-28 01:30:00,SSS046,S22RR,950.892
 2022-07-28 01:45:00,SSS046,S22RR,950.803
 2022-07-28 02:00:00,SSS046,S22RR,950.572
