# HeaderRows_16
# HeaderRows_Format: Column_Header; Unit; InstallationMethod_ID; Instrument_Summary
# DateTime; YYYY-MM-DD hh:mm:ss UTC-08:00; ManualChamberDark_02; PME MiniDOT Logger real time clock.
# Temperature_1; degree_celsius; ManualChamberDark_02; PME MiniDOT Logger with temperature sensor.
# Dissolved_Oxygen_1; milligrams_per_liter; ManualChamberDark_02; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching).
# Dissolved_Oxygen_Saturation_1; percent_saturation; ManualChamberDark_02; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching).
# Battery_1; volts; ManualChamberDark_02; PME MiniDOT Logger internal batteries.
# Temperature_2; degree_celsius; ManualChamberDark_02; PME MiniDOT Logger with temperature sensor.
# Dissolved_Oxygen_2; milligrams_per_liter; ManualChamberDark_02; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching).
# Dissolved_Oxygen_Saturation_2; percent_saturation; ManualChamberDark_02; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching).
# Battery_2; volts; ManualChamberDark_02; PME MiniDOT Logger internal batteries.
# Temperature_3; degree_celsius; ManualChamberDark_02; PME MiniDOT Logger with temperature sensor.
# Dissolved_Oxygen_3; milligrams_per_liter; ManualChamberDark_02; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching).
# Dissolved_Oxygen_Saturation_3; percent_saturation; ManualChamberDark_02; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching).
# Battery_3; volts; ManualChamberDark_02; PME MiniDOT Logger internal batteries.
DateTime,Parent_ID,Site_ID,Temperature_1,Dissolved_Oxygen_1,Dissolved_Oxygen_Saturation_1,Battery_1,Temperature_2,Dissolved_Oxygen_2,Dissolved_Oxygen_Saturation_2,Battery_2,Temperature_3,Dissolved_Oxygen_3,Dissolved_Oxygen_Saturation_3,Battery_3
 2022-08-09 09:00:00,SSS004,S55N,3.48,17.96,8.578312962089,90.53,3.49,18.06,8.539764978992,90.31,3.49,17.96,8.584984606191,90.62
 2022-08-09 09:01:00,SSS004,S55N,3.48,17.95,8.584489594487,90.58,3.49,18.05,8.553883626808,90.44,3.49,17.96,8.597395136883,90.73
 2022-08-09 09:02:00,SSS004,S55N,3.48,17.98,8.576254084623,90.56,3.49,18.06,8.542790403524,90.34,3.49,17.98,8.588087238864,90.68
 2022-08-09 09:03:00,SSS004,S55N,3.48,17.96,8.583460155754,90.6,3.49,18.07,8.53673955446,90.31,3.49,17.96,8.591189871537,90.68
 2022-08-09 09:04:00,SSS004,S55N,3.48,17.97,8.582430717021,90.61,3.49,18.06,8.544807353212,90.36,3.49,17.97,8.588087238864,90.67
 2022-08-09 09:05:00,SSS004,S55N,3.48,17.96,8.589636788152,90.67,3.49,18.06,8.547832777744,90.41,3.49,17.98,8.581881973518,90.62
 2022-08-09 09:06:00,SSS004,S55N,3.48,17.97,8.584489594487,90.63,3.49,18.05,8.5468243029,90.37,3.49,17.97,8.590155660646,90.69
 2022-08-09 09:07:00,SSS004,S55N,3.48,17.98,8.566989136026,90.46,3.49,18.07,8.53673955446,90.31,3.49,17.97,8.576710919063,90.55
 2022-08-09 09:08:00,SSS004,S55N,3.48,17.98,8.580371839555,90.6,3.49,18.06,8.545815828056,90.37,3.49,17.98,8.577745129954,90.57
 2022-08-09 09:09:00,SSS004,S55N,3.48,17.99,8.580371839555,90.62,3.49,18.06,8.550858202276,90.42,3.49,17.97,8.588087238864,90.67
 2022-08-09 09:10:00,SSS004,S55N,3.48,17.96,8.589636788152,90.65,3.49,18.06,8.54178192868,90.34,3.49,17.99,8.577745129954,90.59
 2022-08-09 09:11:00,SSS004,S55N,3.48,17.97,8.584489594487,90.63,3.49,18.09,8.533714129928,90.31,3.49,17.96,8.586018817082,90.63
