# HeaderRows_12
# HeaderRows_Format: Column_Header; Unit; InstallationMethod_ID; Instrument_Summary
# DateTime; YYYY-MM-DD hh:mm:ss UTC-08:00; ManualChamberDark_02; PME MiniDOT Logger real time clock.
# Temperature_1; degree_celsius; ManualChamberDark_02; PME MiniDOT Logger with temperature sensor.
# Dissolved_Oxygen_1; milligrams_per_liter; ManualChamberDark_02; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching).
# Dissolved_Oxygen_Saturation_1; percent_saturation; ManualChamberDark_02; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching).
# Battery_1; volts; ManualChamberDark_02; PME MiniDOT Logger internal batteries.
# Temperature_2; degree_celsius; ManualChamberDark_02; PME MiniDOT Logger with temperature sensor.
# Dissolved_Oxygen_2; milligrams_per_liter; ManualChamberDark_02; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching).
# Dissolved_Oxygen_Saturation_2; percent_saturation; ManualChamberDark_02; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching).
# Battery_2; volts; ManualChamberDark_02; PME MiniDOT Logger internal batteries.
"DateTime","Parent_ID","Site_ID","Temperature_1","Dissolved_Oxygen_1","Dissolved_Oxygen_Saturation_1","Battery_1","Temperature_2","Dissolved_Oxygen_2","Dissolved_Oxygen_Saturation_2","Battery_2"
" 2022-08-08 11:57:00","SSS014","T02",3.47,23.21,10.36000481187,121.25,3.48,23.05,9.98960655245,116.56
" 2022-08-08 11:58:00","SSS014","T02",3.47,23.2,10.36000481187,121.23,3.48,23.05,9.986587328225,116.53
" 2022-08-08 11:59:00","SSS014","T02",3.48,23.24,10.3301370179,120.98,3.48,23.05,9.96947839095,116.33
" 2022-08-08 12:00:00","SSS014","T02",3.48,23.24,10.32704724611,120.92,3.48,23.05,9.9634399425,116.26
" 2022-08-08 12:01:00","SSS014","T02",3.48,23.28,10.28070066926,120.48,3.48,23.04,9.9674655748,116.29
" 2022-08-08 12:02:00","SSS014","T02",3.48,23.28,10.28585028891,120.54,3.48,23.08,9.95337586175,116.2
" 2022-08-08 12:03:00","SSS014","T02",3.48,23.28,10.28173059319,120.49,3.48,23.03,9.96142712635,116.2
" 2022-08-08 12:04:00","SSS014","T02",3.48,23.29,10.25701241887,120.24,3.48,23.05,9.94129896485,116
" 2022-08-08 12:05:00","SSS014","T02",3.48,23.3,10.26216203852,120.32,3.48,23.07,9.9392861487,116.01
" 2022-08-08 12:06:00","SSS014","T02",3.48,23.31,10.25392264708,120.24,3.48,23.07,9.926202843725,115.86
" 2022-08-08 12:07:00","SSS014","T02",3.48,23.32,10.24053363599,120.1,3.48,23.07,9.928215659875,115.88
" 2022-08-08 12:08:00","SSS014","T02",3.48,23.3,10.23023439669,119.94,3.48,23.07,9.92519643565,115.85
" 2022-08-08 12:09:00","SSS014","T02",3.48,23.31,10.21375561381,119.77,3.48,23.05,9.92117080335,115.77
" 2022-08-08 12:10:00","SSS014","T02",3.48,23.33,10.20139652665,119.66,3.48,23.07,9.914125946825,115.72
" 2022-08-08 12:11:00","SSS014","T02",3.48,23.3,10.196246907,119.54,3.48,23.07,9.8990298257,115.54
" 2022-08-08 12:12:00","SSS014","T02",3.48,23.28,10.18903743949,119.4,3.48,23.07,9.903055458,115.59
" 2022-08-08 12:13:00","SSS014","T02",3.48,23.29,10.18079804805,119.34,3.48,23.08,9.893997785325,115.5
" 2022-08-08 12:14:00","SSS014","T02",3.48,23.29,10.19727683093,119.54,3.48,23.08,9.88091448035,115.37
" 2022-08-08 12:15:00","SSS014","T02",3.48,23.28,10.18079804805,119.31,3.48,23.08,9.889972153025,115.47
" 2022-08-08 12:16:00","SSS014","T02",3.48,23.3,10.1653491891,119.18,3.48,23.1,9.8708503996,115.29
" 2022-08-08 12:17:00","SSS014","T02",3.48,23.29,10.16637911303,119.18,3.48,23.1,9.855754278475,115.11
" 2022-08-08 12:18:00","SSS014","T02",3.48,23.29,10.16122949338,119.11,3.48,23.09,9.86883758345,115.25
" 2022-08-08 12:19:00","SSS014","T02",3.48,23.28,10.1653491891,119.12,3.48,23.11,9.863805543075,115.22
" 2022-08-08 12:20:00","SSS014","T02",3.48,23.28,10.14578063443,118.9,3.48,23.12,9.84468378965,115.02
" 2022-08-08 12:21:00","SSS014","T02",3.48,23.29,10.1550499498,119.04,3.48,23.11,9.8426709735,114.98
" 2022-08-08 12:22:00","SSS014","T02",3.48,23.3,10.13754124299,118.85,3.48,23.12,9.821536403925,114.75
" 2022-08-08 12:23:00","SSS014","T02",3.48,23.29,10.14578063443,118.93,3.48,23.14,9.821536403925,114.8
" 2022-08-08 12:24:00","SSS014","T02",3.48,23.28,10.14681055836,118.93,3.48,23.11,9.837638933125,114.92
" 2022-08-08 12:25:00","SSS014","T02",3.48,23.31,10.15196017801,119.04,3.48,23.16,9.80845309895,114.69
" 2022-08-08 12:26:00","SSS014","T02",3.48,23.3,10.13239162334,118.79,3.48,23.14,9.8144915474,114.72
" 2022-08-08 12:27:00","SSS014","T02",3.48,23.3,10.12930185155,118.76,3.48,23.12,9.8024146505,114.54
" 2022-08-08 12:28:00","SSS014","T02",3.48,23.3,10.14063101478,118.89,3.48,23.14,9.81247873125,114.7
" 2022-08-08 12:29:00","SSS014","T02",3.48,23.3,10.11797268832,118.63,3.48,23.17,9.78832493745,114.47
" 2022-08-08 12:30:00","SSS014","T02",3.48,23.31,10.12003253618,118.67,3.48,23.15,9.795369793975,114.51
" 2022-08-08 12:31:00","SSS014","T02",3.48,23.3,10.12312230797,118.69,3.48,23.17,9.779267264775,114.36
" 2022-08-08 12:32:00","SSS014","T02",3.48,23.3,10.12209238404,118.67,3.48,23.15,9.782286489,114.36
" 2022-08-08 12:33:00","SSS014","T02",3.48,23.31,10.09428443793,118.37,3.48,23.17,9.785305713225,114.43
" 2022-08-08 12:34:00","SSS014","T02",3.48,23.31,10.10767344902,118.52,3.48,23.17,9.783292897075,114.41
" 2022-08-08 12:35:00","SSS014","T02",3.48,23.31,10.10252382937,118.46,3.48,23.16,9.773228816325,114.27
" 2022-08-08 12:36:00","SSS014","T02",3.48,23.33,10.10252382937,118.5,3.48,23.18,9.767190367875,114.26
" 2022-08-08 12:37:00","SSS014","T02",3.48,23.32,10.08604504649,118.29,3.48,23.18,9.76417114365,114.22
" 2022-08-08 12:38:00","SSS014","T02",3.48,23.31,10.10458367723,118.49,3.48,23.2,9.757126287125,114.18
" 2022-08-08 12:39:00","SSS014","T02",3.48,23.31,10.10973329688,118.55,3.48,23.18,9.76014551135,114.18
" 2022-08-08 12:40:00","SSS014","T02",3.48,23.31,10.10252382937,118.46,3.48,23.19,9.7541070629,114.12
" 2022-08-08 12:41:00","SSS014","T02",3.48,23.32,10.09119466614,118.35,3.48,23.2,9.75209424675,114.12
" 2022-08-08 12:42:00","SSS014","T02",3.48,23.33,10.09634428579,118.43,3.48,23.22,9.739010941775,114
" 2022-08-08 12:43:00","SSS014","T02",3.48,23.32,10.10458367723,118.51,3.48,23.21,9.7380045337,113.97
" 2022-08-08 12:44:00","SSS014","T02",3.48,23.34,10.09840413365,118.47,3.48,23.2,9.728946861025,113.85
" 2022-08-08 12:45:00","SSS014","T02",3.48,23.34,10.09840413365,118.49,3.48,23.21,9.730959677175,113.89
" 2022-08-08 12:46:00","SSS014","T02",3.48,23.34,10.10870337295,118.59,3.48,23.22,9.736998125625,113.98
" 2022-08-08 12:47:00","SSS014","T02",3.48,23.34,10.10149390544,118.51,3.48,23.21,9.7259276368,113.83
" 2022-08-08 12:48:00","SSS014","T02",3.48,23.34,10.09428443793,118.42,3.48,23.23,9.71988918835,113.81
" 2022-08-08 12:49:00","SSS014","T02",3.48,23.35,10.07368595933,118.22,3.48,23.25,9.7178763722,113.83
" 2022-08-08 12:50:00","SSS014","T02",3.48,23.37,10.0623567961,118.12,3.48,23.26,9.710831515675,113.76
" 2022-08-08 12:51:00","SSS014","T02",3.48,23.37,10.06029694824,118.1,3.48,23.25,9.708818699525,113.72
