# HeaderRows_12
# HeaderRows_Format: Column_Header; Unit; InstallationMethod_ID; Instrument_Summary
# DateTime; YYYY-MM-DD hh:mm:ss UTC-08:00; ManualChamberDark_02; PME MiniDOT Logger real time clock.
# Temperature_1; degree_celsius; ManualChamberDark_02; PME MiniDOT Logger with temperature sensor.
# Dissolved_Oxygen_1; milligrams_per_liter; ManualChamberDark_02; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching).
# Dissolved_Oxygen_Saturation_1; percent_saturation; ManualChamberDark_02; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching).
# Battery_1; volts; ManualChamberDark_02; PME MiniDOT Logger internal batteries.
# Temperature_2; degree_celsius; ManualChamberDark_02; PME MiniDOT Logger with temperature sensor.
# Dissolved_Oxygen_2; milligrams_per_liter; ManualChamberDark_02; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching).
# Dissolved_Oxygen_Saturation_2; percent_saturation; ManualChamberDark_02; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching).
# Battery_2; volts; ManualChamberDark_02; PME MiniDOT Logger internal batteries.
"DateTime","Parent_ID","Site_ID","Temperature_1","Dissolved_Oxygen_1","Dissolved_Oxygen_Saturation_1","Battery_1","Temperature_2","Dissolved_Oxygen_2","Dissolved_Oxygen_Saturation_2","Battery_2"
" 2022-08-09 13:01:00","SSS017","S58",3.49,18.22,9.2267492316,97.9,3.49,18.34,9.356469252312,99.52
" 2022-08-09 13:02:00","SSS017","S58",3.48,18.24,9.218697967,97.85,3.49,18.35,9.365453379408,99.63
" 2022-08-09 13:03:00","SSS017","S58",3.48,18.24,9.21668515085,97.83,3.49,18.34,9.360462197688,99.56
" 2022-08-09 13:04:00","SSS017","S58",3.48,18.25,9.20863388625,97.77,3.49,18.36,9.367449852096,99.67
" 2022-08-09 13:05:00","SSS017","S58",3.48,18.23,9.215678742775,97.8,3.49,18.36,9.361460434032,99.62
" 2022-08-09 13:06:00","SSS017","S58",3.48,18.25,9.22071078315,97.9,3.49,18.39,9.357467488656,99.63
" 2022-08-09 13:07:00","SSS017","S58",3.48,18.26,9.203601845875,97.74,3.49,18.4,9.34848336156,99.55
" 2022-08-09 13:08:00","SSS017","S58",3.48,18.24,9.213665926625,97.81,3.49,18.39,9.356469252312,99.62
" 2022-08-09 13:09:00","SSS017","S58",3.48,18.25,9.20460825395,97.73,3.49,18.41,9.344490416184,99.53
" 2022-08-09 13:10:00","SSS017","S58",3.48,18.24,9.213665926625,97.81,3.49,18.4,9.350479834248,99.57
" 2022-08-09 13:11:00","SSS017","S58",3.48,18.27,9.20058262165,97.72,3.49,18.4,9.360462197688,99.68
" 2022-08-09 13:12:00","SSS017","S58",3.48,18.26,9.20863388625,97.79,3.49,18.41,9.354472779624,99.63
" 2022-08-09 13:13:00","SSS017","S58",3.48,18.25,9.217691558925,97.87,3.49,18.4,9.365453379408,99.73
" 2022-08-09 13:14:00","SSS017","S58",3.48,18.24,9.217691558925,97.85,3.49,18.41,9.34349217984,99.52
" 2022-08-09 13:15:00","SSS017","S58",3.48,18.24,9.20863388625,97.76,3.49,18.4,9.356469252312,99.64
" 2022-08-09 13:16:00","SSS017","S58",3.48,18.27,9.20863388625,97.81,3.49,18.41,9.349481597904,99.6
" 2022-08-09 13:17:00","SSS017","S58",3.48,18.24,9.211653110475,97.77,3.49,18.41,9.356469252312,99.65
" 2022-08-09 13:18:00","SSS017","S58",3.48,18.24,9.209640294325,97.77,3.49,18.41,9.340497470808,99.5
" 2022-08-09 13:19:00","SSS017","S58",3.48,18.25,9.21265951855,97.82,3.49,18.42,9.349481597904,99.61
" 2022-08-09 13:20:00","SSS017","S58",3.48,18.24,9.2066210701,97.74,3.49,18.41,9.342493943496,99.51
" 2022-08-09 13:21:00","SSS017","S58",3.48,18.24,9.211653110475,97.77,3.49,18.41,9.344490416184,99.55
" 2022-08-09 13:22:00","SSS017","S58",3.48,18.25,9.211653110475,97.81,3.49,18.41,9.345488652528,99.54
" 2022-08-09 13:23:00","SSS017","S58",3.48,18.23,9.2066210701,97.7,3.49,18.41,9.346486888872,99.57
" 2022-08-09 13:24:00","SSS017","S58",3.48,18.24,9.205614662025,97.71,3.49,18.39,9.347485125216,99.52
" 2022-08-09 13:25:00","SSS017","S58",3.48,18.24,9.205614662025,97.71,3.49,18.39,9.337502761776,99.42
" 2022-08-09 13:26:00","SSS017","S58",3.48,18.25,9.20058262165,97.69,3.49,18.39,9.34349217984,99.48
" 2022-08-09 13:27:00","SSS017","S58",3.48,18.24,9.20058262165,97.66,3.49,18.41,9.350479834248,99.61
" 2022-08-09 13:28:00","SSS017","S58",3.48,18.24,9.195550581275,97.62,3.49,18.41,9.34349217984,99.52
" 2022-08-09 13:29:00","SSS017","S58",3.48,18.24,9.20863388625,97.76,3.49,18.4,9.339499234464,99.46
" 2022-08-09 13:30:00","SSS017","S58",3.48,18.24,9.20863388625,97.76,3.49,18.41,9.342493943496,99.51
" 2022-08-09 13:31:00","SSS017","S58",3.48,18.26,9.193537765125,97.63,3.49,18.4,9.340497470808,99.47
" 2022-08-09 13:32:00","SSS017","S58",3.48,18.22,9.20863388625,97.71,3.49,18.4,9.349481597904,99.56
" 2022-08-09 13:33:00","SSS017","S58",3.48,18.24,9.2025954378,97.69,3.49,18.41,9.332511580056,99.42
" 2022-08-09 13:34:00","SSS017","S58",3.48,18.22,9.203601845875,97.65,3.49,18.39,9.341495707152,99.46
" 2022-08-09 13:35:00","SSS017","S58",3.48,18.24,9.20058262165,97.66,3.49,18.38,9.346486888872,99.5
" 2022-08-09 13:36:00","SSS017","S58",3.48,18.26,9.1985698055,97.69,3.49,18.41,9.344490416184,99.55
" 2022-08-09 13:37:00","SSS017","S58",3.48,18.24,9.20863388625,97.74,3.49,18.39,9.342493943496,99.47
" 2022-08-09 13:38:00","SSS017","S58",3.48,18.24,9.203601845875,97.69,3.49,18.39,9.347485125216,99.52
" 2022-08-09 13:39:00","SSS017","S58",3.48,18.24,9.209640294325,97.77,3.49,18.39,9.347485125216,99.52
" 2022-08-09 13:40:00","SSS017","S58",3.48,18.23,9.203601845875,97.67,3.49,18.4,9.335506289088,99.41
" 2022-08-09 13:41:00","SSS017","S58",3.48,18.26,9.2066210701,97.77,3.49,18.4,9.340497470808,99.47
" 2022-08-09 13:42:00","SSS017","S58",3.48,18.25,9.19253135705,97.6,3.49,18.42,9.335506289088,99.47
" 2022-08-09 13:43:00","SSS017","S58",3.48,18.23,9.215678742775,97.8,3.49,18.41,9.339499234464,99.47
" 2022-08-09 13:44:00","SSS017","S58",3.48,18.24,9.20058262165,97.66,3.49,18.39,9.334508052744,99.39
" 2022-08-09 13:45:00","SSS017","S58",3.48,18.25,9.19655698935,97.65,3.49,18.41,9.339499234464,99.47
" 2022-08-09 13:46:00","SSS017","S58",3.48,18.25,9.1985698055,97.67,3.49,18.4,9.341495707152,99.48
" 2022-08-09 13:47:00","SSS017","S58",3.48,18.24,9.2025954378,97.69,3.49,18.41,9.344490416184,99.55
" 2022-08-09 13:48:00","SSS017","S58",3.48,18.26,9.199576213575,97.7,3.49,18.41,9.337502761776,99.47
" 2022-08-09 13:49:00","SSS017","S58",3.48,18.26,9.193537765125,97.63,3.49,18.41,9.327520398336,99.36
" 2022-08-09 13:50:00","SSS017","S58",3.48,18.24,9.197563397425,97.64,3.49,18.41,9.33850099812,99.46
" 2022-08-09 13:51:00","SSS017","S58",3.48,18.28,9.191524948975,97.64,3.49,18.41,9.329516871024,99.39
" 2022-08-09 13:52:00","SSS017","S58",3.48,18.27,9.193537765125,97.65,3.49,18.42,9.341495707152,99.53
" 2022-08-09 13:53:00","SSS017","S58",3.48,18.25,9.20863388625,97.77,3.49,18.41,9.334508052744,99.42
" 2022-08-09 13:54:00","SSS017","S58",3.48,18.27,9.197563397425,97.69,3.49,18.42,9.331513343712,99.42
" 2022-08-09 13:55:00","SSS017","S58",3.48,18.26,9.205614662025,97.76,3.49,18.41,9.339499234464,99.49
" 2022-08-09 13:56:00","SSS017","S58",3.48,18.27,9.193537765125,97.65,3.49,18.42,9.3335098164,99.44
