# HeaderRows_16
# HeaderRows_Format: Column_Header; Unit; InstallationMethod_ID; Instrument_Summary
# DateTime; YYYY-MM-DD hh:mm:ss UTC-08:00; ManualChamberDark_02; PME MiniDOT Logger real time clock.
# Temperature_1; degree_celsius; ManualChamberDark_02; PME MiniDOT Logger with temperature sensor.
# Dissolved_Oxygen_1; milligrams_per_liter; ManualChamberDark_02; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching).
# Dissolved_Oxygen_Saturation_1; percent_saturation; ManualChamberDark_02; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching).
# Battery_1; volts; ManualChamberDark_02; PME MiniDOT Logger internal batteries.
# Temperature_2; degree_celsius; ManualChamberDark_02; PME MiniDOT Logger with temperature sensor.
# Dissolved_Oxygen_2; milligrams_per_liter; ManualChamberDark_02; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching).
# Dissolved_Oxygen_Saturation_2; percent_saturation; ManualChamberDark_02; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching).
# Battery_2; volts; ManualChamberDark_02; PME MiniDOT Logger internal batteries.
# Temperature_3; degree_celsius; ManualChamberDark_02; PME MiniDOT Logger with temperature sensor.
# Dissolved_Oxygen_3; milligrams_per_liter; ManualChamberDark_02; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching).
# Dissolved_Oxygen_Saturation_3; percent_saturation; ManualChamberDark_02; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching).
# Battery_3; volts; ManualChamberDark_02; PME MiniDOT Logger internal batteries.
"DateTime","Parent_ID","Site_ID","Temperature_1","Dissolved_Oxygen_1","Dissolved_Oxygen_Saturation_1","Battery_1","Temperature_2","Dissolved_Oxygen_2","Dissolved_Oxygen_Saturation_2","Battery_2","Temperature_3","Dissolved_Oxygen_3","Dissolved_Oxygen_Saturation_3","Battery_3"
" 2022-08-09 12:08:00","SSS029","S41R",3.48,18.66,8.890205091448,95.18,3.47,18.66,9.020254664366,96.56,3.49,18.65,9.185847293483,98.33
" 2022-08-09 12:09:00","SSS029","S41R",3.48,18.64,8.888113524552,95.12,3.47,18.66,9.016083930502,96.53,3.49,18.64,9.176684861294,98.22
" 2022-08-09 12:10:00","SSS029","S41R",3.48,18.67,8.886021957656,95.15,3.47,18.68,9.005657095842,96.46,3.49,18.68,9.173630717231,98.25
" 2022-08-09 12:11:00","SSS029","S41R",3.48,18.66,8.893342441792,95.21,3.47,18.67,9.01399856357,96.53,3.49,18.66,9.183811197441,98.33
" 2022-08-09 12:12:00","SSS029","S41R",3.48,18.66,8.892296658344,95.2,3.47,18.66,9.0192119809,96.57,3.49,18.67,9.178720957336,98.29
" 2022-08-09 12:13:00","SSS029","S41R",3.48,18.67,8.893342441792,95.23,3.47,18.67,9.00878514624,96.47,3.49,18.67,9.179739005357,98.3
" 2022-08-09 12:14:00","SSS029","S41R",3.48,18.67,8.895434008688,95.25,3.47,18.66,9.02442539823,96.62,3.49,18.67,9.200099965777,98.52
" 2022-08-09 12:15:00","SSS029","S41R",3.48,18.65,8.903800276272,95.31,3.47,18.67,9.020254664366,96.6,3.49,18.69,9.179739005357,98.33
" 2022-08-09 12:16:00","SSS029","S41R",3.48,18.66,8.884976174208,95.12,3.47,18.68,9.023382714764,96.65,3.49,18.66,9.191955581609,98.42
" 2022-08-09 12:17:00","SSS029","S41R",3.48,18.69,8.880793040416,95.14,3.47,18.67,9.028596132094,96.69,3.49,18.68,9.179739005357,98.32
" 2022-08-09 12:18:00","SSS029","S41R",3.48,18.68,8.890205091448,95.21,3.47,18.68,9.02442539823,96.66,3.49,18.68,9.176684861294,98.28
" 2022-08-09 12:19:00","SSS029","S41R",3.48,18.68,8.891250874896,95.24,3.47,18.68,9.028596132094,96.7,3.49,18.67,9.190937533588,98.42
" 2022-08-09 12:20:00","SSS029","S41R",3.48,18.68,8.891250874896,95.22,3.47,18.71,9.015041247036,96.61,3.49,18.68,9.180757053378,98.33
" 2022-08-09 12:21:00","SSS029","S41R",3.48,18.68,8.891250874896,95.24,3.47,18.68,9.030681499026,96.72,3.49,18.69,9.175666813273,98.29
" 2022-08-09 12:22:00","SSS029","S41R",3.48,18.69,8.887067741104,95.21,3.47,18.71,9.016083930502,96.63,3.48,18.7,9.177702909315,98.33
