# HeaderRows_16
# HeaderRows_Format: Column_Header; Unit; InstallationMethod_ID; Instrument_Summary
# DateTime; YYYY-MM-DD hh:mm:ss UTC-08:00; ManualChamberDark_02; PME MiniDOT Logger real time clock.
# Temperature_1; degree_celsius; ManualChamberDark_02; PME MiniDOT Logger with temperature sensor.
# Dissolved_Oxygen_1; milligrams_per_liter; ManualChamberDark_02; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching).
# Dissolved_Oxygen_Saturation_1; percent_saturation; ManualChamberDark_02; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching).
# Battery_1; volts; ManualChamberDark_02; PME MiniDOT Logger internal batteries.
# Temperature_2; degree_celsius; ManualChamberDark_02; PME MiniDOT Logger with temperature sensor.
# Dissolved_Oxygen_2; milligrams_per_liter; ManualChamberDark_02; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching).
# Dissolved_Oxygen_Saturation_2; percent_saturation; ManualChamberDark_02; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching).
# Battery_2; volts; ManualChamberDark_02; PME MiniDOT Logger internal batteries.
# Temperature_3; degree_celsius; ManualChamberDark_02; PME MiniDOT Logger with temperature sensor.
# Dissolved_Oxygen_3; milligrams_per_liter; ManualChamberDark_02; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching).
# Dissolved_Oxygen_Saturation_3; percent_saturation; ManualChamberDark_02; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching).
# Battery_3; volts; ManualChamberDark_02; PME MiniDOT Logger internal batteries.
"DateTime","Parent_ID","Site_ID","Temperature_1","Dissolved_Oxygen_1","Dissolved_Oxygen_Saturation_1","Battery_1","Temperature_2","Dissolved_Oxygen_2","Dissolved_Oxygen_Saturation_2","Battery_2","Temperature_3","Dissolved_Oxygen_3","Dissolved_Oxygen_Saturation_3","Battery_3"
" 2022-08-10 08:58:00","SSS018","S08",3.49,13.8,8.7224668635,84.26,3.47,13.82,8.6188787543,83.31,3.48,13.82,8.708613865056,84.16
" 2022-08-10 08:59:00","SSS018","S08",3.49,13.79,8.73571050625,84.38,3.47,13.84,8.60881467355,83.24,3.48,13.82,8.697633265272,84.05
" 2022-08-10 09:00:00","SSS018","S08",3.49,13.81,8.7265418305,84.32,3.47,13.86,8.617872346225,83.36,3.48,13.82,8.713605046776,84.23
" 2022-08-10 09:01:00","SSS018","S08",3.49,13.8,8.7346917645,84.38,3.47,13.84,8.6269300189,83.42,3.48,13.82,8.71959446484,84.28
" 2022-08-10 09:02:00","SSS018","S08",3.49,13.83,8.73367302275,84.42,3.47,13.86,8.623910794675,83.42,3.48,13.85,8.715601519464,84.29
" 2022-08-10 09:03:00","SSS018","S08",3.49,13.84,8.7306167975,84.42,3.47,13.86,8.6390069158,83.56,3.48,13.86,8.715601519464,84.31
" 2022-08-10 09:04:00","SSS018","S08",3.49,13.85,8.732654281,84.46,3.47,13.87,8.625923610825,83.45,3.48,13.86,8.713605046776,84.29
" 2022-08-10 09:05:00","SSS018","S08",3.49,13.87,8.7346917645,84.51,3.47,13.89,8.62491720275,83.49,3.48,13.89,8.713605046776,84.34
" 2022-08-10 09:06:00","SSS018","S08",3.49,13.88,8.7224668635,84.41,3.47,13.9,8.63296846735,83.59,3.48,13.9,8.712606810432,84.36
" 2022-08-10 09:07:00","SSS018","S08",3.49,13.88,8.73978547325,84.58,3.47,13.93,8.623910794675,83.55,3.48,13.9,8.715601519464,84.39
" 2022-08-10 09:08:00","SSS018","S08",3.49,13.9,8.73367302275,84.57,3.47,13.92,8.633974875425,83.63,3.48,13.92,8.71460328312,84.41
" 2022-08-10 09:09:00","SSS018","S08",3.49,13.9,8.73163553925,84.53,3.47,13.94,8.6309556512,83.63,3.48,13.94,8.723587410216,84.53
