# HeaderRows_16
# HeaderRows_Format: Column_Header; Unit; InstallationMethod_ID; Instrument_Summary
# DateTime; YYYY-MM-DD hh:mm:ss UTC-08:00; ManualChamberDark_02; PME MiniDOT Logger real time clock.
# Temperature_1; degree_celsius; ManualChamberDark_02; PME MiniDOT Logger with temperature sensor.
# Dissolved_Oxygen_1; milligrams_per_liter; ManualChamberDark_02; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching).
# Dissolved_Oxygen_Saturation_1; percent_saturation; ManualChamberDark_02; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching).
# Battery_1; volts; ManualChamberDark_02; PME MiniDOT Logger internal batteries.
# Temperature_2; degree_celsius; ManualChamberDark_02; PME MiniDOT Logger with temperature sensor.
# Dissolved_Oxygen_2; milligrams_per_liter; ManualChamberDark_02; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching).
# Dissolved_Oxygen_Saturation_2; percent_saturation; ManualChamberDark_02; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching).
# Battery_2; volts; ManualChamberDark_02; PME MiniDOT Logger internal batteries.
# Temperature_3; degree_celsius; ManualChamberDark_02; PME MiniDOT Logger with temperature sensor.
# Dissolved_Oxygen_3; milligrams_per_liter; ManualChamberDark_02; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching).
# Dissolved_Oxygen_Saturation_3; percent_saturation; ManualChamberDark_02; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching).
# Battery_3; volts; ManualChamberDark_02; PME MiniDOT Logger internal batteries.
DateTime,Parent_ID,Site_ID,Temperature_1,Dissolved_Oxygen_1,Dissolved_Oxygen_Saturation_1,Battery_1,Temperature_2,Dissolved_Oxygen_2,Dissolved_Oxygen_Saturation_2,Battery_2,Temperature_3,Dissolved_Oxygen_3,Dissolved_Oxygen_Saturation_3,Battery_3
 2022-08-09 14:19:00,SSS006,S56N,3.47,19.69,9.308185023786,101.74,3.48,19.67,9.148883784768,99.96,3.48,19.73,9.299624331872,101.73
 2022-08-09 14:20:00,SSS006,S56N,3.47,19.68,9.298920075189,101.62,3.48,19.68,9.140815986016,99.89,3.48,19.72,9.291350644744,101.62
 2022-08-09 14:21:00,SSS006,S56N,3.47,19.67,9.302008391388,101.64,3.48,19.68,9.145858360236,99.96,3.48,19.74,9.286179590289,101.6
 2022-08-09 14:22:00,SSS006,S56N,3.47,19.69,9.291714004058,101.56,3.48,19.66,9.14686683508,99.92,3.48,19.73,9.295487488308,101.68
 2022-08-09 14:23:00,SSS006,S56N,3.47,19.68,9.290684565325,101.53,3.48,19.66,9.139807511172,99.84,3.48,19.71,9.300658542763,101.71
 2022-08-09 14:24:00,SSS006,S56N,3.47,19.68,9.28553737166,101.47,3.48,19.68,9.135773611796,99.85,3.48,19.73,9.293419066526,101.66
 2022-08-09 14:25:00,SSS006,S56N,3.47,19.67,9.291714004058,101.52,3.48,19.68,9.119638014292,99.67,3.48,19.75,9.281008535834,101.56
 2022-08-09 14:26:00,SSS006,S56N,3.47,19.67,9.287596249126,101.48,3.48,19.68,9.138799036328,99.87,3.48,19.74,9.295487488308,101.7
 2022-08-09 14:27:00,SSS006,S56N,3.47,19.7,9.278331300529,101.43,3.48,19.68,9.118629539448,99.66,3.48,19.75,9.286179590289,101.63
 2022-08-09 14:28:00,SSS006,S56N,3.47,19.69,9.277301861796,101.4,3.48,19.68,9.119638014292,99.67,3.48,19.76,9.286179590289,101.65
 2022-08-09 14:29:00,SSS006,S56N,3.47,19.7,9.280390177995,101.45,3.48,19.68,9.119638014292,99.67,3.48,19.74,9.28721380118,101.61
 2022-08-09 14:30:00,SSS006,S56N,3.47,19.7,9.278331300529,101.45,3.48,19.7,9.109553265852,99.6,3.48,19.75,9.285145379398,101.62
 2022-08-09 14:31:00,SSS006,S56N,3.47,19.69,9.280390177995,101.43,3.48,19.69,9.109553265852,99.58,3.48,19.75,9.284111168507,101.59
 2022-08-09 14:32:00,SSS006,S56N,3.47,19.7,9.269066351932,101.33,3.48,19.69,9.110561740696,99.59,3.48,19.75,9.285145379398,101.6
 2022-08-09 14:33:00,SSS006,S56N,3.47,19.7,9.27524298433,101.4,3.48,19.69,9.102493941944,99.5,3.48,19.78,9.283076957616,101.65
 2022-08-09 14:34:00,SSS006,S56N,3.47,19.69,9.265978035733,101.28,3.48,19.68,9.103502416788,99.5,3.48,19.76,9.277905903161,101.56
 2022-08-09 14:35:00,SSS006,S56N,3.47,19.7,9.260830842068,101.25,3.48,19.71,9.098460042568,99.49,3.48,19.76,9.271700637815,101.49
 2022-08-09 14:36:00,SSS006,S56N,3.47,19.71,9.25465420967,101.2,3.48,19.72,9.092409193504,99.44,3.48,19.76,9.268598005142,101.46
 2022-08-09 14:37:00,SSS006,S56N,3.47,19.69,9.270095790665,101.32,3.48,19.7,9.090392243816,99.39,3.48,19.76,9.273769059597,101.51
 2022-08-09 14:38:00,SSS006,S56N,3.47,19.7,9.256713087136,101.21,3.48,19.71,9.089383768972,99.39,3.48,19.75,9.272734848706,101.49
