# HeaderRows_12
# HeaderRows_Format: Column_Header; Unit; InstallationMethod_ID; Instrument_Summary
# DateTime; YYYY-MM-DD hh:mm:ss UTC-08:00; ManualChamberDark_02; PME MiniDOT Logger real time clock.
# Temperature_1; degree_celsius; ManualChamberDark_02; PME MiniDOT Logger with temperature sensor.
# Dissolved_Oxygen_1; milligrams_per_liter; ManualChamberDark_02; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching).
# Dissolved_Oxygen_Saturation_1; percent_saturation; ManualChamberDark_02; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching).
# Battery_1; volts; ManualChamberDark_02; PME MiniDOT Logger internal batteries.
# Temperature_2; degree_celsius; ManualChamberDark_02; PME MiniDOT Logger with temperature sensor.
# Dissolved_Oxygen_2; milligrams_per_liter; ManualChamberDark_02; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching).
# Dissolved_Oxygen_Saturation_2; percent_saturation; ManualChamberDark_02; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching).
# Battery_2; volts; ManualChamberDark_02; PME MiniDOT Logger internal batteries.
DateTime,Parent_ID,Site_ID,Temperature_1,Dissolved_Oxygen_1,Dissolved_Oxygen_Saturation_1,Battery_1,Temperature_2,Dissolved_Oxygen_2,Dissolved_Oxygen_Saturation_2,Battery_2
 2022-08-09 10:22:00,SSS016,T42,3.49,16.51,9.1623391148,93.83,3.5,16.49,9.310550380488,95.31
 2022-08-09 10:23:00,SSS016,T42,3.49,16.51,9.1663647471,93.88,3.5,16.52,9.304560962424,95.3
 2022-08-09 10:24:00,SSS016,T42,3.49,16.49,9.1703903794,93.88,3.5,16.49,9.310550380488,95.31
 2022-08-09 10:25:00,SSS016,T42,3.49,16.49,9.16837756325,93.86,3.5,16.53,9.292582126296,95.2
 2022-08-09 10:26:00,SSS016,T42,3.49,16.49,9.165358339025,93.83,3.5,16.51,9.306557435112,95.31
 2022-08-09 10:27:00,SSS016,T42,3.49,16.51,9.16032629865,93.81,3.5,16.51,9.3085539078,95.33
 2022-08-09 10:28:00,SSS016,T42,3.49,16.5,9.16435193095,93.84,3.5,16.52,9.311548616832,95.38
 2022-08-09 10:29:00,SSS016,T42,3.49,16.48,9.169383971325,93.85,3.5,16.49,9.309552144144,95.3
 2022-08-09 10:30:00,SSS016,T42,3.49,16.51,9.157307074425,93.78,3.5,16.52,9.301566253392,95.27
 2022-08-09 10:31:00,SSS016,T42,3.49,16.51,9.161332706725,93.82,3.5,16.53,9.305559198768,95.33
 2022-08-09 10:32:00,SSS016,T42,3.49,16.52,9.159319890575,93.82,3.5,16.51,9.307555671456,95.32
