# HeaderRows_16
# HeaderRows_Format: Column_Header; Unit; InstallationMethod_ID; Instrument_Summary
# DateTime; YYYY-MM-DD hh:mm:ss UTC-08:00; ManualChamberDark_02; PME MiniDOT Logger real time clock.
# Temperature_1; degree_celsius; ManualChamberDark_02; PME MiniDOT Logger with temperature sensor.
# Dissolved_Oxygen_1; milligrams_per_liter; ManualChamberDark_02; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching).
# Dissolved_Oxygen_Saturation_1; percent_saturation; ManualChamberDark_02; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching).
# Battery_1; volts; ManualChamberDark_02; PME MiniDOT Logger internal batteries.
# Temperature_2; degree_celsius; ManualChamberDark_02; PME MiniDOT Logger with temperature sensor.
# Dissolved_Oxygen_2; milligrams_per_liter; ManualChamberDark_02; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching).
# Dissolved_Oxygen_Saturation_2; percent_saturation; ManualChamberDark_02; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching).
# Battery_2; volts; ManualChamberDark_02; PME MiniDOT Logger internal batteries.
# Temperature_3; degree_celsius; ManualChamberDark_02; PME MiniDOT Logger with temperature sensor.
# Dissolved_Oxygen_3; milligrams_per_liter; ManualChamberDark_02; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching).
# Dissolved_Oxygen_Saturation_3; percent_saturation; ManualChamberDark_02; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching).
# Battery_3; volts; ManualChamberDark_02; PME MiniDOT Logger internal batteries.
"DateTime","Parent_ID","Site_ID","Temperature_1","Dissolved_Oxygen_1","Dissolved_Oxygen_Saturation_1","Battery_1","Temperature_2","Dissolved_Oxygen_2","Dissolved_Oxygen_Saturation_2","Battery_2","Temperature_3","Dissolved_Oxygen_3","Dissolved_Oxygen_Saturation_3","Battery_3"
" 2022-08-10 11:41:00","SSS019","S03",3.48,12.98,9.3540867485,88.73,3.47,12.97,9.251909433475,87.76,3.47,13.02,9.37343927016,89
" 2022-08-10 11:42:00","SSS019","S03",3.48,12.98,9.356124232,88.75,3.47,12.97,9.2750568192,87.96,3.47,13.04,9.367449852096,88.98
" 2022-08-10 11:43:00","SSS019","S03",3.48,12.96,9.35714297375,88.72,3.47,12.98,9.25291584155,87.78,3.47,13.03,9.382423397256,89.1
" 2022-08-10 11:44:00","SSS019","S03",3.48,12.94,9.37344284175,88.84,3.47,13,9.25291584155,87.82,3.47,13.05,9.366451615752,89
" 2022-08-10 11:45:00","SSS019","S03",3.48,12.97,9.3622366825,88.79,3.47,13.01,9.263986330375,87.94,3.47,13.06,9.367449852096,89.03
" 2022-08-10 11:46:00","SSS019","S03",3.48,12.96,9.360199199,88.75,3.47,12.99,9.263986330375,87.91,3.47,13.06,9.369446324784,89.05
" 2022-08-10 11:47:00","SSS019","S03",3.48,12.96,9.36325542425,88.78,3.47,13,9.2670055546,87.95,3.47,13.06,9.372441033816,89.08
" 2022-08-10 11:48:00","SSS019","S03",3.48,12.98,9.352049265,88.71,3.47,13.01,9.270024778825,88,3.47,13.05,9.384419869944,89.17
" 2022-08-10 11:49:00","SSS019","S03",3.48,12.94,9.3724241,88.83,3.47,13.03,9.2670055546,88.01,3.47,13.07,9.381425160912,89.18
" 2022-08-10 11:50:00","SSS019","S03",3.48,12.95,9.36121794075,88.74,3.47,13.04,9.265999146525,88.01,3.47,13.08,9.374437506504,89.13
" 2022-08-10 11:51:00","SSS019","S03",3.48,12.95,9.360199199,88.74,3.47,13.04,9.265999146525,88.03,3.47,13.09,9.377432215536,89.18
" 2022-08-10 11:52:00","SSS019","S03",3.48,12.96,9.356124232,88.71,3.47,13.05,9.261973514225,88.01,3.47,13.09,9.375435742848,89.16
" 2022-08-10 11:53:00","SSS019","S03",3.48,12.97,9.36529290775,88.82,3.47,13.06,9.27706963535,88.17,3.47,13.1,9.372441033816,89.15
" 2022-08-10 11:54:00","SSS019","S03",3.48,12.97,9.3622366825,88.79,3.47,13.1,9.255935065775,88.04,3.47,13.13,9.377432215536,89.25
" 2022-08-10 11:55:00","SSS019","S03",3.48,12.97,9.360199199,88.77,3.47,13.09,9.274050411125,88.19,3.47,13.15,9.359463961344,89.13
" 2022-08-10 11:56:00","SSS019","S03",3.48,12.98,9.35918045725,88.8,3.47,13.09,9.2670055546,88.12,3.47,13.13,9.377432215536,89.26
" 2022-08-10 11:57:00","SSS019","S03",3.48,12.98,9.35714297375,88.76,3.47,13.09,9.2790824515,88.24,3.47,13.14,9.380426924568,89.31
" 2022-08-10 11:58:00","SSS019","S03",3.48,12.99,9.3540867485,88.76,3.46,13.12,9.27706963535,88.27,3.47,13.15,9.382423397256,89.35
" 2022-08-10 11:59:00","SSS019","S03",3.48,12.98,9.35918045725,88.78,3.46,13.13,9.2710311869,88.25,3.47,13.17,9.380426924568,89.36
" 2022-08-10 12:00:00","SSS019","S03",3.48,12.99,9.360199199,88.82,3.46,13.14,9.27706963535,88.33,3.47,13.17,9.375435742848,89.32
" 2022-08-10 12:01:00","SSS019","S03",3.48,13,9.36325542425,88.87,3.46,13.14,9.278076043425,88.33,3.47,13.17,9.381425160912,89.37
" 2022-08-10 12:02:00","SSS019","S03",3.48,13,9.36121794075,88.85,3.46,13.16,9.272037594975,88.31,3.47,13.2,9.372441033816,89.34
" 2022-08-10 12:03:00","SSS019","S03",3.48,12.99,9.3622366825,88.84,3.46,13.19,9.2710311869,88.35,3.47,13.21,9.375435742848,89.4
" 2022-08-10 12:04:00","SSS019","S03",3.48,13.01,9.3540867485,88.8,3.46,13.21,9.261973514225,88.32,3.47,13.21,9.372441033816,89.37
" 2022-08-10 12:05:00","SSS019","S03",3.48,13.03,9.36529290775,88.94,3.46,13.2,9.27706963535,88.45,3.47,13.24,9.367449852096,89.38
" 2022-08-10 12:06:00","SSS019","S03",3.48,13.01,9.36325542425,88.89,3.46,13.19,9.274050411125,88.4,3.47,13.23,9.37343927016,89.42
" 2022-08-10 12:07:00","SSS019","S03",3.48,13.05,9.356124232,88.89,3.46,13.23,9.2670055546,88.4,3.47,13.25,9.366451615752,89.39
" 2022-08-10 12:08:00","SSS019","S03",3.48,13.04,9.3785365505,89.08,3.46,13.23,9.2710311869,88.44,3.47,13.28,9.361460434032,89.39
" 2022-08-10 12:09:00","SSS019","S03",3.48,13.06,9.3663116495,89,3.46,13.24,9.27304400305,88.48,3.47,13.3,9.357467488656,89.41
" 2022-08-10 12:10:00","SSS019","S03",3.48,13.06,9.37140535825,89.05,3.46,13.27,9.2710311869,88.53,3.47,13.28,9.361460434032,89.41
" 2022-08-10 12:11:00","SSS019","S03",3.48,13.07,9.35918045725,88.97,3.46,13.29,9.270024778825,88.55,3.47,13.3,9.358465725,89.42
" 2022-08-10 12:12:00","SSS019","S03",3.48,13.07,9.36529290775,89.03,3.46,13.28,9.265999146525,88.5,3.47,13.31,9.360462197688,89.45
" 2022-08-10 12:13:00","SSS019","S03",3.48,13.08,9.37344284175,89.12,3.46,13.31,9.276063227275,88.64,3.47,13.3,9.36844808844,89.51
" 2022-08-10 12:14:00","SSS019","S03",3.48,13.1,9.36936787475,89.12,3.46,13.33,9.26499273845,88.57,3.47,13.33,9.361460434032,89.5
