Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,33S,34S
20,253.144488,253.14449604293125,253.14453273501908,1115785.3,-9999,787069.9,17.83,-1,-0.14494521147919673,0.9961951805425704,0,0.5977171083255421,4,1.5714285714285714,0.2857142857142857,O4,de-protonated,0,-9999,C14 H22 O4,14,22,4,-9999,-9999,-9999,-9999,N/A,N/A
28,265.108095,265.1081021890766,265.1081472256691,878048.6,-9999,739820.1,13.31,-1,-0.16988007712143366,0.9947772151205612,0,0.5968663290723367,6,1.2857142857142858,0.35714285714285715,O5,de-protonated,0,-9999,C14 H18 O5,14,18,5,-9999,-9999,-9999,-9999,N/A,N/A
29,265.147878,265.1478851862372,265.14790403833905,2293349,-9999,762120.7,37.99,-1,-0.07110032385206892,0.999083150993552,0,0.5994498905961312,0,2.1666666666666665,0.3333333333333333,S1 O4,de-protonated,0,-9999,C12 H26 O4 S1,12,26,4,-9999,-9999,1,-9999,N/A,N/A
33,267.087439,267.0874460478088,267.08741178077906,828594.1,-9999,864709.2,12.44,-1,0.12829893213677368,0.9970176987749724,0,0.5982106192649834,6,1.2307692307692308,0.4615384615384616,O6,de-protonated,0,-9999,C13 H16 O6,13,16,6,-9999,-9999,-9999,-9999,N/A,N/A
38,269.103064,269.1030709039516,269.1030618452391,979581.9,-9999,775004.7,14.99,-1,0.03366261409038382,0.9997944086409016,0,0.599876645184541,5,1.3846153846153846,0.4615384615384616,O6,de-protonated,0,-9999,C13 H18 O6,13,18,6,-9999,-9999,-9999,-9999,N/A,N/A
46,277.071763,277.0717693352175,277.0717617163191,896020.5,-9999,649447.4,13.45,-1,0.02749792453320446,0.9998628095541552,0,0.599917685732493,8,1,0.42857142857142855,O6,de-protonated,0,-9999,C14 H14 O6,14,14,6,-9999,-9999,-9999,-9999,N/A,N/A
49,279.087415,279.0874211913584,279.08741178077906,1015547.8,-9999,673431.8,15.42,-1,0.03371911061678306,0.999793718038234,0,0.5998762308229403,7,1.1428571428571428,0.42857142857142855,O6,de-protonated,0,-9999,C14 H16 O6,14,16,6,-9999,-9999,-9999,-9999,N/A,N/A
51,279.123831,279.12383718875935,279.12379729012906,903294.8,-9999,781187.4,13.49,-1,0.1429424172304414,0.996299407562552,0,0.5977796445375312,6,1.3333333333333333,0.3333333333333333,O5,de-protonated,0,-9999,C15 H20 O5,15,20,5,-9999,-9999,-9999,-9999,N/A,N/A
53,280.155436,280.15544211513264,280.1554317716791,1454162.3,-9999,751089.9,22.94,-1,0.03692041047927137,0.9997526948486504,0,0.5998516169091903,5,1.5333333333333334,0.26666666666666666,N1 O4,de-protonated,0,-9999,C15 H23 O4 N1,15,23,4,1,-9999,-9999,-9999,N/A,N/A
56,281.103042,281.10304804750103,281.1030618452391,1482141.8,-9999,735099.1,23.42,-1,-0.04908426814219494,0.9995629375016472,0,0.5997377625009883,6,1.2857142857142858,0.42857142857142855,O6,de-protonated,0,-9999,C14 H18 O6,14,18,6,-9999,-9999,-9999,-9999,N/A,N/A
