Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,15N,33S,34S
1,251.091657,251.0916062269433,251.09146559000908,856206.6,-9999,780021.9,13.26,-1,0.5601024068608157,0.9446666913113584,0,0.566800014786815,2,2.4285714285714284,0.5714285714285714,N4 P1 O4,de-protonated,0,-9999,C7 H17 O4 N4 P1,7,17,4,4,1,-9999,-9999,-9999,N/A,-9999
2,253.070969,253.070917834568,253.0707301451191,1135718.5,-9999,712438.8,18.23,-1,0.7416481897586396,0.9050144169321718,0,0.543008650159303,2,2.5,0.8333333333333334,N4 P1 O5,de-protonated,0,-9999,C6 H15 O5 N4 P1,6,15,5,4,1,-9999,-9999,-9999,N/A,-9999
11,265.147333,265.1472794405711,265.1475239158191,1405133.4,-9999,677555.5,22.53,-1,-0.9220348143760022,0.8570506386436336,0,0.5142303831861802,5,1.6428571428571428,0.07142857142857142,N2 P1 O1,de-protonated,0,-9999,C14 H23 O1 N2 P1,14,23,1,2,1,-9999,-9999,-9999,N/A,-9999
28,279.050728,279.05067168438677,279.0508640800991,1579433.1,-9999,767379.4,25.09,-1,-0.689464671389729,0.9173614435120984,0,0.550416866107259,3,2.125,0.125,N4 S2 P1 O1,de-protonated,0,-9999,C8 H17 O1 N4 P1 S2,8,17,1,4,1,2,-9999,-9999,N/A,-9999
31,281.066425,281.06636828479856,281.06651414455905,3048027.3,-9999,672271.2,50.26,-1,-0.5189510423811299,0.9523087503578278,0,0.5713852502146967,2,2.375,0.125,N4 S2 P1 O1,de-protonated,0,-9999,C8 H19 O1 N4 P1 S2,8,19,1,4,1,2,-9999,-9999,N/A,-9999
34,283.045721,283.04566389242643,283.0459408909991,1890567.1,-9999,691213.9,30.22,-1,-0.9786346759559704,0.8404833856794868,0,0.504290031407692,7,1,0.6666666666666666,O8,de-protonated,0,-9999,C12 H12 O8,12,12,8,-9999,-9999,-9999,-9999,-9999,N/A,-9999
34,283.045721,283.04566389242643,283.0457786996691,1890567.1,-9999,691213.9,30.22,-1,-0.40561368970258593,0.970588796252502,0,0.5823532777515011,2,2.4285714285714284,0.2857142857142857,N4 S2 P1 O2,de-protonated,0,-9999,C7 H17 O2 N4 P1 S2,7,17,2,4,1,2,-9999,-9999,N/A,-9999
35,283.082112,283.08205488521236,283.0823264003491,5580810,-9999,671160.9,93.07,-1,-0.9591384250989262,0.8462646973717547,0,0.5077588184230528,6,1.2307692307692308,0.5384615384615384,O7,de-protonated,0,-9999,C13 H16 O7,13,16,7,-9999,-9999,-9999,-9999,-9999,N/A,-9999
36,283.118513,283.11845587799627,283.1187119096991,3196941.3,-9999,686333.8,52.47,-1,-0.9043263197872105,0.8620949693125212,0,0.5172569815875127,5,1.4285714285714286,0.42857142857142855,O6,de-protonated,0,-9999,C14 H20 O6,14,20,6,-9999,-9999,-9999,-9999,-9999,N/A,-9999
38,285.061453,285.0613954928313,285.06159095545905,3183283.5,-9999,662994,52.24,-1,-0.6856855989917546,0.9182268785162216,0,0.5509361271097329,6,1.1666666666666667,0.6666666666666666,O8,de-protonated,0,-9999,C12 H14 O8,12,14,8,-9999,-9999,-9999,-9999,-9999,N/A,-9999
39,285.0978,285.097742485626,285.0979764648091,4405942.5,-9999,670012.7,73.06,-1,-0.820697452935894,0.8849592058804128,0,0.5309755235282476,5,1.3846153846153846,0.5384615384615384,O7,de-protonated,0,-9999,C13 H18 O7,13,18,7,-9999,-9999,-9999,-9999,-9999,N/A,-9999
40,285.125979,285.1259214800398,285.1261197656691,1740473,-9999,704255.9,27.66,-1,-0.6954313041781374,0.9159870368939294,0,0.5495922221363576,4,1.6428571428571428,0.2857142857142857,P1 O4,de-protonated,0,-9999,C14 H23 O4 P1,14,23,4,-9999,1,-9999,-9999,-9999,N/A,-9999
41,285.134237,285.13417947840276,285.13436197415905,1178937.6,-9999,624498.1,18.1,-1,-0.6400342457084838,0.9283658993265222,0,0.5570195395959133,4,1.5714285714285714,0.42857142857142855,O6,de-protonated,0,-9999,C14 H22 O6,14,22,6,-9999,-9999,-9999,-9999,-9999,N/A,-9999
42,287.055979,287.05592109744003,287.0561116518591,1035612.3,-9999,689846.8,15.55,-1,-0.6638228950469962,0.92315573678702,0,0.553893442072212,10,0.8,0.4,O6,de-protonated,0,-9999,C15 H12 O6,15,12,6,-9999,-9999,-9999,-9999,-9999,N/A,-9999
43,287.077096,287.0770380932538,287.0772410199191,2660702,-9999,695023.2,43.05,-1,-0.7068713094784513,0.9133246007993184,0,0.5479947604795911,5,1.3333333333333333,0.6666666666666666,O8,de-protonated,0,-9999,C12 H16 O8,12,16,8,-9999,-9999,-9999,-9999,-9999,N/A,-9999
