Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,15N,18O,33S,34S
71,233.154512,233.15456625885048,233.15470349587903,1028898.8,-9999,856625.9,16.58,-1,-0.5886093075732206,0.9390703539548444,0,0.5634422123729066,5,1.4666666666666666,0.13333333333333333,O2,de-protonated,0,-9999,C15 H22 O2,15,22,2,-9999,-9999,-9999,-9999,N/A,-9999,-9999,-9999
87,241.136,241.1360501704974,241.13629052652908,4845006.5,-9999,792048.7,84.39,-1,-0.9967642412642154,0.8350394266007859,0,0.5010236559604715,3,1.7692307692307692,0.15384615384615383,P1 O2,de-protonated,0,-9999,C13 H23 O2 P1,13,23,2,-9999,1,-9999,-9999,N/A,-9999,-9999,-9999
106,249.149506,249.14955206574385,249.14961811544907,1021841.7,-9999,765898.4,16.07,-1,-0.2651005678964541,0.9873290538424342,0,0.5923974323054605,5,1.4666666666666666,0.2,O3,de-protonated,0,-9999,C15 H22 O3,15,22,3,-9999,-9999,-9999,-9999,N/A,-9999,-9999,-9999
112,253.034981,253.03502507548916,253.0352140156391,864380.2,-9999,867807.2,13.21,-1,-0.7466950822428848,0.9037817647201374,0,0.5422690588320824,2,2.5,0.16666666666666666,N4 S2 P1 O1,de-protonated,0,-9999,C6 H15 O1 N4 P1 S2,6,15,1,4,1,2,-9999,N/A,-9999,-9999,-9999
117,253.144447,253.14449101941747,253.14453273501908,1406989.1,-9999,581340.9,22.76,-1,-0.16478966051747462,0.9950847657027508,0,0.5970508594216504,4,1.5714285714285714,0.2857142857142857,O4,de-protonated,0,-9999,C14 H22 O4,14,22,4,-9999,-9999,-9999,-9999,N/A,-9999,-9999,-9999
151,265.035021,265.0350589287155,265.0352140156391,840081.7,-9999,681660.8,12.48,-1,-0.5851559166371573,0.9397612912929808,0,0.5638567747757884,3,2.142857142857143,0.14285714285714285,N4 S2 P1 O1,de-protonated,0,-9999,C7 H15 O1 N4 P1 S2,7,15,1,4,1,2,-9999,N/A,-9999,-9999,-9999
157,265.147541,265.1475788710794,265.1475239158191,4209184,-9999,738840.7,70.47,-1,0.20726295885107657,0.9922356388804546,0,0.5953413833282728,5,1.6428571428571428,0.07142857142857142,N2 P1 O1,de-protonated,0,-9999,C14 H23 O1 N2 P1,14,23,1,2,1,-9999,-9999,N/A,-9999,-9999,-9999
166,267.050622,267.0506588962653,267.0508640800991,1310217.8,-9999,829030,20.57,-1,-0.7683324091740014,0.8984219404484365,0,0.5390531642690619,2,2.4285714285714284,0.14285714285714285,N4 S2 P1 O1,de-protonated,0,-9999,C7 H17 O1 N4 P1 S2,7,17,1,4,1,2,-9999,N/A,-9999,-9999,-9999
187,271.118407,271.11844181262614,271.1187119096991,1686500.9,-9999,720514.8,26.87,-1,-0.9962317651386278,0.8352002351716385,0,0.5011201411029831,4,1.5384615384615383,0.4615384615384616,O6,de-protonated,0,-9999,C13 H20 O6,13,20,6,-9999,-9999,-9999,-9999,N/A,-9999,-9999,-9999
193,273.061291,273.0613248174238,273.06159095545905,1010492.9,-9999,678756.6,15.21,-1,-0.9746447105238996,0.841672773728302,0,0.5050036642369812,5,1.2727272727272727,0.7272727272727273,O8,de-protonated,0,-9999,C11 H14 O8,11,14,8,-9999,-9999,-9999,-9999,N/A,-9999,-9999,-9999
194,273.097675,273.0977087987868,273.0979764648091,1209152.9,-9999,730199.9,18.58,-1,-0.9801098703142131,0.8400428347126973,0,0.5040257008276183,4,1.5,0.5833333333333334,O7,de-protonated,0,-9999,C12 H18 O7,12,18,7,-9999,-9999,-9999,-9999,N/A,-9999,-9999,-9999
202,274.971712,274.97174483885,274.97194505253907,2326123.3,-9999,560330.9,37.57,-1,-0.728124060239979,0.9082844497907852,0,0.5449706698744712,6,1.125,0.375,N2 S2 P1 O3,de-protonated,0,-9999,C8 H9 O3 N2 P1 S2,8,9,3,2,1,2,-9999,N/A,-9999,-9999,-9999
204,275.092202,275.0922347771314,275.0924971612091,908440.1,-9999,726680.9,13.47,-1,-0.9538031040765004,0.8478333417579496,0,0.5087000050547698,8,1.0666666666666669,0.3333333333333333,O5,de-protonated,0,-9999,C15 H16 O5,15,16,5,-9999,-9999,-9999,-9999,N/A,-9999,-9999,-9999
208,277.07147200000003,277.0715037632911,277.0717617163191,1336679.8,-9999,704310.6,20.74,-1,-0.93099717699581,0.8544718749388757,0,0.5126831249633254,8,1,0.42857142857142855,O6,de-protonated,0,-9999,C14 H14 O6,14,14,6,-9999,-9999,-9999,-9999,N/A,-9999,-9999,-9999
209,277.107851,277.10788274465665,277.1081472256691,1501547.5,-9999,764221.8,23.55,-1,-0.9544324664738364,0.8476486065049806,0,0.5085891639029884,7,1.2,0.3333333333333333,O5,de-protonated,0,-9999,C15 H18 O5,15,18,5,-9999,-9999,-9999,-9999,N/A,-9999,-9999,-9999
210,277.14423,277.14426172602225,277.1445327350191,1812335.3,-9999,761908.3,28.83,-1,-0.9778616022431272,0.8407140829676288,0,0.5044284497805773,6,1.375,0.25,O4,de-protonated,0,-9999,C16 H22 O4,16,22,4,-9999,-9999,-9999,-9999,N/A,-9999,-9999,-9999
213,279.050749,279.05077974944714,279.05102627142907,1250482.1,-9999,777167.3,19.15,-1,-0.8834297627045603,0.8679585744408596,0,0.5207751446645157,8,0.9230769230769232,0.5384615384615384,O7,de-protonated,0,-9999,C13 H12 O7,13,12,7,-9999,-9999,-9999,-9999,N/A,-9999,-9999,-9999
213,279.050749,279.05077974944714,279.0508640800991,1250482.1,-9999,777167.3,19.15,-1,-0.3022053065774594,0.9835651953689862,0,0.5901391172213917,3,2.125,0.125,N4 S2 P1 O1,de-protonated,0,-9999,C8 H17 O1 N4 P1 S2,8,17,1,4,1,2,-9999,N/A,-9999,-9999,-9999
214,279.069443,279.0694737398715,279.06965371603906,1279284,-9999,474742.3,19.64,-1,-0.6449148631811218,0.9273100872349332,0,0.55638605234096,7,1.1428571428571428,0.2857142857142857,S1 O4,de-protonated,0,-9999,C14 H16 O4 S1,14,16,4,-9999,-9999,1,-9999,N/A,-9999,-9999,-9999
214,279.069443,279.0694737398715,279.0692735935191,1279284,-9999,474742.3,19.64,-1,0.7171923653555822,0.9108920969304206,0,0.5465352581582523,12,0.8125,0.0625,N2 P1 O1,de-protonated,0,-9999,C16 H13 O1 N2 P1,16,13,1,2,1,-9999,-9999,N/A,-9999,-9999,-9999
216,279.087134,279.08716473080966,279.08741178077906,2319669.8,-9999,712482.5,37.21,-1,-0.885206422698777,0.8674638403325619,0,0.5204783041995371,7,1.1428571428571428,0.42857142857142855,O6,de-protonated,0,-9999,C14 H16 O6,14,16,6,-9999,-9999,-9999,-9999,N/A,-9999,-9999,-9999
217,279.123518,279.1235487121727,279.12379729012906,2097465.5,-9999,751432.1,33.46,-1,-0.8905652573632798,0.8659673021459597,0,0.5195803812875758,6,1.3333333333333333,0.3333333333333333,O5,de-protonated,0,-9999,C15 H20 O5,15,20,5,-9999,-9999,-9999,-9999,N/A,-9999,-9999,-9999
218,279.159874,279.1599046935501,279.16018279947906,933565.2,-9999,766688.4,13.8,-1,-0.996223480558488,0.8352027366927075,0,0.5011216420156245,5,1.5,0.25,O4,de-protonated,0,-9999,C16 H24 O4,16,24,4,-9999,-9999,-9999,-9999,N/A,-9999,-9999,-9999
219,279.1728,279.17283068692905,279.1730699590491,1298622.5,-9999,708479.6,19.96,-1,-0.8570745024794877,0.875213013967381,0,0.5251278083804286,0,2.230769230769231,0.3076923076923077,P1 O4,de-protonated,0,-9999,C13 H29 O4 P1,13,29,4,-9999,1,-9999,-9999,N/A,-9999,-9999,-9999
222,281.030027,281.0300567356027,281.0302908265391,921720,-9999,786872.5,13.59,-1,-0.8329740387961253,0.8817053053585714,0,0.5290231832151429,8,0.8333333333333334,0.6666666666666666,O8,de-protonated,0,-9999,C12 H10 O8,12,10,8,-9999,-9999,-9999,-9999,N/A,-9999,-9999,-9999
222,281.030027,281.0300567356027,281.0301286352091,921720,-9999,786872.5,13.59,-1,-0.2558430540227232,0.9881934063042608,0,0.5929160437825565,3,2.142857142857143,0.2857142857142857,N4 S2 P1 O2,de-protonated,0,-9999,C7 H15 O2 N4 P1 S2,7,15,2,4,1,2,-9999,N/A,-9999,-9999,-9999
223,281.066342,281.0663717170011,281.06651414455905,2052091.6,-9999,784382.1,32.69,-1,-0.5067396888809911,0.9544754835313278,0,0.5726852901187967,2,2.375,0.125,N4 S2 P1 O1,de-protonated,0,-9999,C8 H19 O1 N4 P1 S2,8,19,1,4,1,2,-9999,N/A,-9999,-9999,-9999
225,281.10279,281.10281969833136,281.1030618452391,3881215.3,-9999,736780.8,63.59,-1,-0.8614168275083378,0.874028764274337,0,0.5244172585646022,6,1.2857142857142858,0.42857142857142855,O6,de-protonated,0,-9999,C14 H18 O6,14,18,6,-9999,-9999,-9999,-9999,N/A,-9999,-9999,-9999
226,281.103188,281.1032176981275,281.1030618452391,1059711.3,-9999,822286.7,15.92,-1,0.5544332650107644,0.9457503504695364,0,0.5674502102817217,6,1.2857142857142858,0.42857142857142855,O6,de-protonated,0,-9999,C14 H18 O6,14,18,6,-9999,-9999,-9999,-9999,N/A,-9999,-9999,-9999
227,281.139191,281.13922067968565,281.1394473545891,1840898.8,-9999,695864.7,29.12,-1,-0.8062721385336239,0.8887358569083708,0,0.5332415141450224,5,1.4666666666666666,0.3333333333333333,O5,de-protonated,0,-9999,C15 H22 O5,15,22,5,-9999,-9999,-9999,-9999,N/A,-9999,-9999,-9999
228,283.045698,283.0457267031167,283.0459408909991,1135037.4,-9999,703635.3,17.08,-1,-0.7567247977107967,0.9013123597625936,0,0.5407874158575562,7,1,0.6666666666666666,O8,de-protonated,0,-9999,C12 H12 O8,12,12,8,-9999,-9999,-9999,-9999,N/A,-9999,-9999,-9999
228,283.045698,283.0457267031167,283.0457786996691,1135037.4,-9999,703635.3,17.08,-1,-0.18370368429827047,0.9938953528083512,0,0.5963372116850106,2,2.4285714285714284,0.2857142857142857,N4 S2 P1 O2,de-protonated,0,-9999,C7 H17 O2 N4 P1 S2,7,17,2,4,1,2,-9999,N/A,-9999,-9999,-9999
