Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C
0,253.035269,253.0353975788854,253.0353762069691,868572.4,-9999,608130.8,13.42,-1,0.08446216745984463,0.9987064082981956,0,0.5992238449789173,7,0.9090909090909092,0.6363636363636364,O7,de-protonated,0,-9999,C11 H10 O7,11,10,7,-9999,-9999,-9999,-9999
0,253.035269,253.0353975788854,253.0352140156391,868572.4,-9999,608130.8,13.42,-1,0.7254454563723838,0.9089263587304448,0,0.5453558152382668,2,2.5,0.16666666666666666,N4 S2 P1 O1,de-protonated,0,-9999,C6 H15 O1 N4 P1 S2,6,15,1,4,1,2,-9999
1,255.232886,255.23301243083264,255.2329538181791,919564.6,-9999,529107.9,14.26,-1,0.2296437535029973,0.9904767125498122,0,0.5942860275298872,1,2,0.125,O2,de-protonated,0,-9999,C16 H32 O2,16,32,2,-9999,-9999,-9999,-9999
2,257.066544,257.0666686385303,257.0666763358891,896705.7,-9999,793316,13.86,-1,-0.02994304398489672,0.9998373289017276,0,0.5999023973410366,5,1.2727272727272727,0.6363636363636364,O7,de-protonated,0,-9999,C11 H14 O7,11,14,7,-9999,-9999,-9999,-9999
3,265.035387,265.03550384941354,265.0353762069691,856645.9,-9999,496480.2,12.91,-1,0.4816053097545386,0.958787441151004,0,0.5752724646906024,8,0.8333333333333334,0.5833333333333334,O7,de-protonated,0,-9999,C12 H10 O7,12,10,7,-9999,-9999,-9999,-9999
4,265.071616,265.0717328140016,265.0717617163191,813193.9,-9999,663045.9,12.15,-1,-0.10903582214939554,0.9978451160540576,0,0.5987070696324345,7,1.0769230769230769,0.4615384615384616,O6,de-protonated,0,-9999,C13 H14 O6,13,14,6,-9999,-9999,-9999,-9999
5,265.147178,265.1472947401438,265.1475239158191,985682.3,-9999,617062.5,15.15,-1,-0.8643327000524261,0.8732310863011408,0,0.5239386517806844,5,1.6428571428571428,0.07142857142857142,N2 P1 O1,de-protonated,0,-9999,C14 H23 O1 N2 P1,14,23,1,2,1,-9999,-9999
6,265.147775,265.1478917395603,265.14790403833905,2776082.5,-9999,591087.6,46.31,-1,-0.04638459730960204,0.9996096837437368,0,0.5997658102462421,0,2.1666666666666665,0.3333333333333333,S1 O4,de-protonated,0,-9999,C12 H26 O4 S1,12,26,4,-9999,-9999,1,-9999
7,267.050967,267.05108187929216,267.05102627142907,1090914,-9999,733893.3,16.98,-1,0.2082293555120653,0.9921633500422532,0,0.5952980100253519,7,1,0.5833333333333334,O7,de-protonated,0,-9999,C12 H12 O7,12,12,7,-9999,-9999,-9999,-9999
7,267.050967,267.05108187929216,267.0508640800991,1090914,-9999,733893.3,16.98,-1,0.8155719466813259,0.8863069242359737,0,0.5317841545415842,2,2.4285714285714284,0.14285714285714285,N4 S2 P1 O1,de-protonated,0,-9999,C7 H17 O1 N4 P1 S2,7,17,1,4,1,2,-9999
