Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,34S
4,257.079576,257.0797466384732,257.07956349545907,856139.3,-9999,850955,13.14,-1,0.7123981837459811,0.9120255850805312,0,0.5472153510483186,0,2.375,0.875,P1 O7,de-protonated,0,-9999,C8 H19 O7 P1,8,19,7,-9999,1,-9999,-9999,N/A
24,283.083754,283.08389306298045,283.08366381086904,1209324.8,-9999,796854.7,18.65,-1,0.8098387180800762,0.8878068423801998,0,0.5326841054281198,11,0.8571428571428571,0.21428571428571427,N4 O3,de-protonated,0,-9999,C14 H12 O3 N4,14,12,3,4,-9999,-9999,-9999,N/A
27,285.063071,285.0632076596009,285.0629283659791,898837.8,-9999,609832.5,13.35,-1,0.9797612878553474,0.8401469741505614,0,0.5040881844903368,11,0.7692307692307693,0.3076923076923077,N4 O4,de-protonated,0,-9999,C13 H10 O4 N4,13,10,4,4,-9999,-9999,-9999,N/A
53,297.155251,297.15537297670875,297.1554913422191,1360780.1,-9999,483634.8,20.84,-1,-0.3983285309559563,0.9716208058719622,0,0.5829724835231773,0,2.1666666666666665,0.6666666666666666,O8,de-protonated,0,-9999,C12 H26 O8,12,26,8,-9999,-9999,-9999,-9999,N/A
83,311.171127,311.1712319579746,311.17114140667906,4964753,-9999,468018.7,80.21,-1,0.29100158564692313,0.9847520221624037,0,0.5908512132974421,0,2.1538461538461537,0.6153846153846154,O8,de-protonated,0,-9999,C13 H28 O8,13,28,8,-9999,-9999,-9999,-9999,N/A
97,315.122351,315.122451160213,315.1227657189291,1468975.4,-9999,529279.9,22.19,-1,-0.9982100637907934,0.8346025090804121,0,0.5007615054482473,5,1.75,0.3333333333333333,N4 P1 O4,de-protonated,0,-9999,C12 H21 O4 N4 P1,12,21,4,4,1,-9999,-9999,N/A
98,315.147595,315.14769512956065,315.1479178389891,909362.1,-9999,665772.8,12.99,-1,-0.706682214400483,0.91336889858299,0,0.548021339149794,4,1.7857142857142858,0.2857142857142857,N2 P1 O4,de-protonated,0,-9999,C14 H25 O4 N2 P1,14,25,4,2,1,-9999,-9999,N/A
100,317.069268,317.06936579617513,317.0696675166891,1226375.3,-9999,483287.7,18.2,-1,-0.9515905962340416,0.8484821255283262,0,0.5090892753169958,10,1,0.26666666666666666,N2 P1 O4,de-protonated,0,-9999,C15 H15 O4 N2 P1,15,15,4,2,1,-9999,-9999,N/A
101,317.090396,317.0904937705205,317.09079688474907,1212169.6,-9999,594889.6,17.96,-1,-0.9559225041037084,0.8472109142726224,0,0.5083265485635734,5,1.5833333333333333,0.5,N2 P1 O6,de-protonated,0,-9999,C12 H19 O6 N2 P1,12,19,6,2,1,-9999,-9999,N/A
102,317.105796,317.1058937518211,317.1060530260391,1053067.4,-9999,456668.2,15.35,-1,-0.5022742911162742,0.9552561283464722,0,0.5731536770078833,9,1.1875,0.1875,N2 P1 O3,de-protonated,0,-9999,C16 H19 O3 N2 P1,16,19,3,2,1,-9999,-9999,N/A
104,319.012252,319.01234743691276,319.01254656244913,1153511.4,-9999,636707.6,16.88,-1,-0.6241934322484638,0.9317454976218384,0,0.559047298573103,11,0.6923076923076923,0.4615384615384616,N2 P1 O6,de-protonated,0,-9999,C13 H9 O6 N2 P1,13,9,6,2,1,-9999,-9999,N/A
105,319.048597,319.04869239278094,319.0489320717991,1695979.6,-9999,421863,25.74,-1,-0.7512296517656024,0.90266855790274,0,0.541601134741644,10,0.9285714285714286,0.35714285714285715,N2 P1 O5,de-protonated,0,-9999,C14 H13 O5 N2 P1,14,13,5,2,1,-9999,-9999,N/A
107,319.121445,319.12154030432555,319.1217030904991,1351796.1,-9999,416525.8,20.11,-1,-0.5101068714508723,0.9538826868061856,0,0.5723296120837114,8,1.3125,0.1875,N2 P1 O3,de-protonated,0,-9999,C16 H21 O3 N2 P1,16,21,3,2,1,-9999,-9999,N/A
108,321.027899,321.02799198941966,321.0281966269091,1738201.5,-9999,422560,26.42,-1,-0.6374439740694735,0.9289234729335294,0,0.5573540837601176,10,0.8461538461538461,0.4615384615384616,N2 P1 O6,de-protonated,0,-9999,C13 H11 O6 N2 P1,13,11,6,2,1,-9999,-9999,N/A
110,321.064271,321.0643639452551,321.06458213625905,2491614,-9999,438270.9,38.72,-1,-0.6795860275677956,0.919615392865069,0,0.5517692357190414,9,1.0714285714285714,0.35714285714285715,N2 P1 O5,de-protonated,0,-9999,C14 H15 O5 N2 P1,14,15,5,2,1,-9999,-9999,N/A
112,321.100763,321.10085590094474,321.10096764560905,2707426.5,-9999,353195,42.25,-1,-0.34800475728440877,0.9782649237002228,0,0.5869589542201337,8,1.2666666666666666,0.26666666666666666,N2 P1 O4,de-protonated,0,-9999,C15 H19 O4 N2 P1,15,19,4,2,1,-9999,-9999,N/A
113,321.137045,321.13713785688947,321.13735315495904,1859302.9,-9999,477742.5,28.4,-1,-0.6704236285866954,0.9216816938875336,0,0.5530090163325202,7,1.4375,0.1875,N2 P1 O3,de-protonated,0,-9999,C16 H23 O3 N2 P1,16,23,3,2,1,-9999,-9999,N/A
115,323.043498,323.0435885419848,323.0438466913691,2855382.3,-9999,480225.5,44.08,-1,-0.7991156214616214,0.890590502565711,0,0.5343543015394266,9,1,0.4615384615384616,N2 P1 O6,de-protonated,0,-9999,C13 H13 O6 N2 P1,13,13,6,2,1,-9999,-9999,N/A
117,323.080023,323.0801134976344,323.0802322007191,4073179,-9999,457465.3,63.71,-1,-0.3674105465580597,0.9758036894548676,0,0.5854822136729205,8,1.2142857142857142,0.35714285714285715,N2 P1 O5,de-protonated,0,-9999,C14 H17 O5 N2 P1,14,17,5,2,1,-9999,-9999,N/A
119,323.116328,323.1164184535512,323.1166177100691,4102367.5,-9999,442541.2,64.18,-1,-0.6166705980213104,0.93332501595917,0,0.559995009575502,7,1.4,0.26666666666666666,N2 P1 O4,de-protonated,0,-9999,C15 H21 O4 N2 P1,15,21,4,2,1,-9999,-9999,N/A
120,323.152624,323.1527144094789,323.1530032194191,1622244.3,-9999,449714.7,24.2,-1,-0.893725069226405,0.8650818605032174,0,0.5190491163019304,6,1.5625,0.1875,N2 P1 O3,de-protonated,0,-9999,C16 H25 O3 N2 P1,16,25,3,2,1,-9999,-9999,N/A
121,325.022781,325.02286913864657,325.0231112464791,1026521.5,-9999,364626.9,14.6,-1,-0.7448942065067448,0.9042223766457648,0,0.5425334259874588,9,0.9166666666666666,0.5833333333333334,N2 P1 O7,de-protonated,0,-9999,C12 H11 O7 N2 P1,12,11,7,2,1,-9999,-9999,N/A
123,325.059219,325.0593070944018,325.0594967558291,3480286.5,-9999,445175.7,54.15,-1,-0.5834668090631344,0.9400979429798514,0,0.5640587657879108,8,1.1538461538461535,0.4615384615384616,N2 P1 O6,de-protonated,0,-9999,C13 H15 O6 N2 P1,13,15,6,2,1,-9999,-9999,N/A
