Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,33S,34S
3,253.068953,253.06878364434027,253.06860834418907,1148302.1,-9999,649186,18.34,-1,0.6926981277748183,0.9166178348497775,0,0.54997070090986655,1,2.25,0.375,N2 S2 O3,de-protonated,0,-9999,C8 H18 O3 N2 S2,8,18,3,2,-9999,2,-9999,N/A,N/A
4,255.048217,255.04804995603948,255.04787289929908,1295131.5,-9999,705391.4,20.85,-1,0.6942098296500477,0.9162691979766326,0,0.5497615187859796,1,2.2857142857142856,0.5714285714285714,N2 S2 O4,de-protonated,0,-9999,C7 H16 O4 N2 S2,7,16,4,2,-9999,2,-9999,N/A,N/A
5,255.084639,255.0844719985789,255.08425840864908,1255328.4,-9999,626057.5,20.15,-1,0.8373308927269517,0.8805418242271218,0,0.5283250945362731,0,2.5,0.375,N2 S2 O3,de-protonated,0,-9999,C8 H20 O3 N2 S2,8,20,3,2,-9999,2,-9999,N/A,N/A
6,257.063426,257.063261309721,257.0631428412391,960290.8,-9999,976384.2,14.94,-1,0.4608536276009677,0.9621959366735552,0,0.5773175620041332,5,1.6666666666666667,0.1111111111111111,N4 S1 P1 O1,de-protonated,0,-9999,C9 H15 O1 N4 P1 S1,9,15,1,4,1,1,-9999,N/A,N/A
10,265.144797,265.14464174843096,265.1445327350191,1143369.9,-9999,933956.6,17.9,-1,0.4111471232242393,0.9697931855238804,0,0.5818759113143283,5,1.4666666666666666,0.26666666666666666,O4,de-protonated,0,-9999,C15 H22 O4,15,22,4,-9999,-9999,-9999,-9999,N/A,N/A
13,267.084286,267.08413301367466,267.0842584086491,871695.8,-9999,946488.2,13.17,-1,-0.4694959379685889,0.9607931985379266,0,0.5764759191227559,1,2.2222222222222223,0.3333333333333333,N2 S2 O3,de-protonated,0,-9999,C9 H20 O3 N2 S2,9,20,3,2,-9999,2,-9999,N/A,N/A
14,267.084808,267.0846550142843,267.0849098573291,1500303.9,-9999,624093.5,24.11,-1,-0.9541648943105356,0.8477271562991375,0,0.5086362937794825,10,0.9411764705882352,0.0588235294117647,S1 O1,de-protonated,0,-9999,C17 H16 O1 S1,17,16,1,-9999,-9999,1,-9999,N/A,N/A
15,269.064108,269.0639573260255,269.0641744124391,2712016.5,-9999,722778.8,44.98,-1,-0.8068202096668713,0.8885933001350594,0,0.5331559800810356,10,0.875,0.125,S1 O2,de-protonated,0,-9999,C16 H14 O2 S1,16,14,2,-9999,-9999,1,-9999,N/A,N/A
16,269.100523,269.10037236855675,269.1005599217891,1678420,-9999,658690.2,27.08,-1,-0.6969633672248758,0.9156325517028788,0,0.5493795310217273,9,1.0588235294117647,0.0588235294117647,S1 O1,de-protonated,0,-9999,C17 H18 O1 S1,17,18,1,-9999,-9999,1,-9999,N/A,N/A
17,271.04345,271.04330163781583,271.0434389675491,1936904.9,-9999,641702.1,31.55,-1,-0.5066705683285538,0.9544876150134372,0,0.5726925690080623,10,0.8,0.2,S1 O3,de-protonated,0,-9999,C15 H12 O3 S1,15,12,3,-9999,-9999,1,-9999,N/A,N/A
18,271.079834,271.0796856803109,271.0798244768991,2423308.3,-9999,547652.7,39.98,-1,-0.5120137157790488,0.9535454077465816,0,0.5721272446479488,9,1,0.125,S1 O2,de-protonated,0,-9999,C16 H16 O2 S1,16,16,2,-9999,-9999,1,-9999,N/A,N/A
19,271.11623,271.11608172281984,271.1162099862491,873039.4,-9999,656519.2,13.12,-1,-0.473093915162985,0.960202138909769,0,0.5761212833458614,8,1.1764705882352942,0.0588235294117647,S1 O1,de-protonated,0,-9999,C17 H20 O1 S1,17,20,1,-9999,-9999,1,-9999,N/A,N/A
21,273.059089,273.0589429919995,273.0590890320091,2244924.5,-9999,673050.3,36.7,-1,-0.5348293299022748,0.949421886728413,0,0.5696531320370478,9,0.9333333333333332,0.2,S1 O3,de-protonated,0,-9999,C15 H14 O3 S1,15,14,3,-9999,-9999,1,-9999,N/A,N/A
22,273.0955,273.0953540345261,273.0954745413591,921279.6,-9999,516536.9,13.88,-1,-0.4412626507856249,0.9652864633157886,0,0.5791718779894731,8,1.125,0.125,S1 O2,de-protonated,0,-9999,C16 H18 O2 S1,16,18,2,-9999,-9999,1,-9999,N/A,N/A
23,277.069382,277.0692406758574,277.0692597928691,1022092.6,-9999,852460.5,15.62,-1,-0.06899723103942354,0.9991365651122384,0,0.599481939067343,12,0.7777777777777778,0.05555555555555555,S1 O1,de-protonated,0,-9999,C18 H14 O1 S1,18,14,1,-9999,-9999,1,-9999,N/A,N/A
24,279.048674,279.0485349875893,279.0485243479791,1393065.6,-9999,648343.5,21.89,-1,0.0381281722252432,0.999736252395798,0,0.5998417514374788,12,0.7058823529411765,0.1176470588235294,S1 O2,de-protonated,0,-9999,C17 H12 O2 S1,17,12,2,-9999,-9999,1,-9999,N/A,N/A
25,279.085113,279.0849740301485,279.0849098573291,1267372.5,-9999,558143.6,19.74,-1,0.22994012624922977,0.9904522334308916,0,0.594271340058535,11,0.8888888888888888,0.05555555555555555,S1 O1,de-protonated,0,-9999,C18 H16 O1 S1,18,16,1,-9999,-9999,1,-9999,N/A,N/A
27,281.027978,281.0278412993352,281.02778890308906,1303489.9,-9999,749268.8,20.35,-1,0.1864450712773676,0.993712373851654,0,0.5962274243109924,12,0.625,0.1875,S1 O3,de-protonated,0,-9999,C16 H10 O3 S1,16,10,3,-9999,-9999,1,-9999,N/A,N/A
28,281.064351,281.0642143418173,281.0641744124391,2137540.5,-9999,672859.7,34.66,-1,0.14206498671459308,0.9963446163053888,0,0.5978067697832332,11,0.8235294117647058,0.1176470588235294,S1 O2,de-protonated,0,-9999,C17 H14 O2 S1,17,14,2,-9999,-9999,1,-9999,N/A,N/A
30,281.10076,281.10062338434153,281.1005599217891,2207687.3,-9999,616521.3,35.86,-1,0.2257645891426584,0.9907942587122494,0,0.5944765552273495,10,1,0.05555555555555555,S1 O1,de-protonated,0,-9999,C18 H18 O1 S1,18,18,1,-9999,-9999,1,-9999,N/A,N/A
31,283.043152,283.0430176529758,283.0427875188691,1124952.4,-9999,927082.8,17.2,-1,0.8130717927990907,0.886961999574827,0,0.5321771997448962,2,2,0.625,N2 S2 O5,de-protonated,0,-9999,C8 H16 O5 N2 S2,8,16,5,2,-9999,2,-9999,N/A,N/A
