Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,17O,33S,34S
6,221.080629,221.08070582484845,221.0809009059791,766969.1,-9999,849034.9,12.06,-1,-0.8823970313222455,0.8682458245204283,0,0.520947494712257,2,2.5,0.5,N4 P1 O3,de-protonated,0,-9999,C6 H15 O3 N4 P1,6,15,3,4,1,-9999,-9999,N/A,N/A,-9999
21,237.07568,237.0757483410808,237.0758155255491,795393.9,-9999,776968.9,12.25,-1,-0.2833881143556025,0.9855337262514788,0,0.5913202357508873,2,2.5,0.6666666666666666,N4 P1 O4,de-protonated,0,-9999,C6 H15 O4 N4 P1,6,15,4,4,1,-9999,-9999,N/A,N/A,-9999
27,241.045561,241.04562723545772,241.04576144308905,1803768.5,-9999,428548.4,30.17,-1,-0.556772417527967,0.945304405856594,0,0.5671826435139563,5,1.3636363636363635,0.18181818181818185,S1 P1 O2,de-protonated,0,-9999,C11 H15 O2 P1 S1,11,15,2,-9999,1,1,-9999,N/A,N/A,-9999
36,242.985134,242.9851992067091,242.9852691855291,1040907.3,-9999,659053.4,16.49,-1,-0.2879961416113233,0.98506300382374,0,0.591037802294244,11,0.4166666666666667,0.3333333333333333,P1 O4,de-protonated,0,-9999,C12 H5 O4 P1,12,5,4,-9999,1,-9999,-9999,N/A,N/A,-9999
47,251.091548,251.09160890707085,251.09146559000908,966522.9,-9999,480969.3,15.02,-1,0.570776316245608,0.9425999008149571,0,0.5655599404889743,2,2.4285714285714284,0.5714285714285714,N4 P1 O4,de-protonated,0,-9999,C7 H17 O4 N4 P1,7,17,4,4,1,-9999,-9999,N/A,N/A,-9999
57,255.05953,255.059588802455,255.05975773726908,2708426.5,-9999,622624.6,45.45,-1,-0.6623342528385614,0.9234864807357726,0,0.5540918884414635,10,0.8571428571428571,0.07142857142857142,N2 S1 O1,de-protonated,0,-9999,C14 H12 O1 N2 S1,14,12,1,2,-9999,1,-9999,N/A,N/A,-9999
58,255.061382,255.0614408014727,255.0614115075491,31536330,-9999,488795.6,550.47,-1,0.11485047251393196,0.663578412599315,0.950316517613275,0.778273654604899,5,1.4166666666666667,0.16666666666666666,S1 P1 O2,de-protonated,0,-9999,C12 H17 O2 P1 S1,12,17,2,-9999,1,1,-9999,N/A,N/A,-9999
62,256.064758,256.0648162692825,256.0647663426191,3461741,-9999,485766.7,58.65,-1,0.19497670103882836,0.6620838656792437,0.950316517613275,0.7773769264528563,5,1.5454545454545454,0.18181818181818185,13C1 S1 P1 O2,de-protonated,1,58,C11 H17 O2 P1 S1 13C1,11,17,2,-9999,1,1,1,N/A,N/A,-9999
62,256.064758,256.0648162692825,256.06490268823904,3461741,-9999,485766.7,58.65,-1,-0.33748848678781507,0.9795453639110216,0,0.587727218346613,5,1.3636363636363635,0.3636363636363637,N1 S1 O4,de-protonated,0,-9999,C11 H15 O4 N1 S1,11,15,4,1,-9999,1,-9999,N/A,N/A,-9999
72,259.129154,259.12921064392833,259.1290971458191,2527184.5,-9999,570022.9,41.9,-1,0.4379983200078339,0.9657893094244516,0,0.5794735856546709,2,1.9230769230769231,0.07692307692307693,S1 P1 O1,de-protonated,0,-9999,C13 H25 O1 P1 S1,13,25,1,-9999,1,1,-9999,N/A,N/A,-9999
