Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,18O,33S,34S
9,212.978221,212.97826218203335,212.9780758048191,1069756.9,-9999,693374,17.81,-1,0.8751004700564863,0.870268447078104,0,0.5221610682468624,6,0.875,0.375,S1 P1 O3,de-protonated,0,-9999,C8 H7 O3 P1 S1,8,7,3,-9999,1,1,-9999,-9999,N/A,-9999
25,241.045905,241.04593531020407,241.04576144308905,954866.3,-9999,532407.6,15.06,-1,0.7213033491343531,0.9099152149128918,0,0.5459491289477351,5,1.3636363636363635,0.18181818181818185,S1 P1 O2,de-protonated,0,-9999,C11 H15 O2 P1 S1,11,15,2,-9999,1,1,-9999,-9999,N/A,-9999
33,245.048451,245.04847975984472,245.0485381486291,800817.9,-9999,774072.2,12.24,-1,-0.23827436314705,0.989751190988244,0,0.5938507145929464,9,0.9166666666666666,0.16666666666666666,N2 P1 O2,de-protonated,0,-9999,C12 H11 O2 N2 P1,12,11,2,2,1,-9999,-9999,-9999,N/A,-9999
35,245.084834,245.084862745752,245.0849236579791,2416632.3,-9999,628499.7,40.98,-1,-0.24853518604719024,0.98885453811257,0,0.593312722867542,8,1.1538461538461535,0.07692307692307693,N2 P1 O1,de-protonated,0,-9999,C13 H15 O1 N2 P1,13,15,1,2,1,-9999,-9999,-9999,N/A,-9999
38,251.077975,251.07800142434905,251.07811039978907,2582017.5,-9999,698708.3,43.54,-1,-0.43403003100904786,0.96639591510485,0,0.57983754906291,1,2,0.3,S2 O3,de-protonated,0,-9999,C10 H20 O3 S2,10,20,3,-9999,-9999,2,-9999,-9999,N/A,-9999
44,255.061142,255.06116688149595,255.0614115075491,1584537.3,-9999,557017,25.82,-1,-0.9590868791716488,0.8462798803832489,0,0.5077679282299493,5,1.4166666666666667,0.16666666666666666,S1 P1 O2,de-protonated,0,-9999,C12 H17 O2 P1 S1,12,17,2,-9999,1,1,-9999,-9999,N/A,-9999
46,255.06374,255.06376488048969,255.0639134309991,873401.6,-9999,501200.8,13.33,-1,-0.5824050428705766,0.9403091242587348,0,0.5641854745552408,1,2.125,0.875,P1 O7,de-protonated,0,-9999,C8 H17 O7 P1,8,17,7,-9999,1,-9999,-9999,-9999,N/A,-9999
50,256.065067,256.06509149263235,256.06490268823904,1791548.6,-9999,612602.2,29.45,-1,0.7373302288657245,0.90606372137972635,0,0.5436382328278357,5,1.3636363636363635,0.3636363636363637,N1 S1 O4,de-protonated,0,-9999,C11 H15 O4 N1 S1,11,15,4,1,-9999,1,-9999,-9999,N/A,-9999
55,257.212001,257.21202504837515,257.2122183732891,864309.2,-9999,1245317.4,13.06,-1,-0.7516163701695002,0.9025733728902344,0,0.5415440237341406,1,2,0.2,O3,de-protonated,0,-9999,C15 H30 O3,15,30,3,-9999,-9999,-9999,-9999,-9999,N/A,-9999
57,259.096656,259.0966793183667,259.09655097043907,830111.1,-9999,672257,12.46,-1,0.4953671792744253,0.956451261177673,0,0.5738707567066038,4,1.8888888888888888,0.3333333333333333,N4 P1 O3,de-protonated,0,-9999,C9 H17 O3 N4 P1,9,17,3,4,1,-9999,-9999,-9999,N/A,-9999
60,259.100449,259.1004723168975,259.1005737224391,20062240,-9999,678972.5,347.4,-1,-0.3913752106244316,0.9820126894847948,0.9842645832284947,0.9829134469822748,8,1.2142857142857142,0.07142857142857142,N2 P1 O1,de-protonated,0,-9999,C14 H17 O1 N2 P1,14,17,1,2,1,-9999,-9999,-9999,N/A,-9999
61,259.100746,259.1007693167825,259.10095384495907,12600096,-9999,646611.7,217.44,-1,-0.7121864039912256,0.4560377566121347,0.8851212310995799,0.6276711464071127,3,1.6666666666666667,0.3333333333333333,S1 O4,de-protonated,0,-9999,C12 H20 O4 S1,12,20,4,-9999,-9999,1,-9999,-9999,N/A,-9999
61,259.100746,259.1007693167825,259.1005737224391,12600096,-9999,646611.7,217.44,-1,0.7548973766104992,0.946600128195198,0.9589996467961162,0.9515599356355652,8,1.2142857142857142,0.07142857142857142,N2 P1 O1,de-protonated,0,-9999,C14 H17 O1 N2 P1,14,17,1,2,1,-9999,-9999,-9999,N/A,-9999
65,259.118503,259.1185263099043,259.1187119096991,913634.5,-9999,791735.5,13.91,-1,-0.716273222336735,0.9111098894911296,0,0.5466659336946776,3,1.6666666666666667,0.5,O6,de-protonated,0,-9999,C12 H20 O6,12,20,6,-9999,-9999,-9999,-9999,-9999,N/A,-9999
67,259.129695,259.12971830556927,259.12994529898907,1273188.3,-9999,581678.4,20.18,-1,-0.875982972709841,0.8700244587556648,0,0.5220146752533988,3,1.818181818181818,0.4545454545454546,N2 O5,de-protonated,0,-9999,C11 H20 O5 N2,11,20,5,2,-9999,-9999,-9999,-9999,N/A,-9999
68,260.103849,260.10387192823725,260.1039285575091,2626747.5,-9999,621815.4,43.75,-1,-0.21771786442127908,0.9914360199896728,0.9589996467961162,0.97846147071225,8,1.3076923076923077,0.07692307692307693,13C1 N2 P1 O1,de-protonated,1,61,C13 H17 O1 N2 P1 13C1,13,17,1,2,1,-9999,1,-9999,N/A,-9999
68,260.103849,260.10387192823725,260.1039285575091,2626747.5,-9999,621815.4,43.75,-1,-0.21771786442127908,0.9914360199896728,0.9842645832284947,0.9885674452852016,8,1.3076923076923077,0.07692307692307693,13C1 N2 P1 O1,de-protonated,1,60,C13 H17 O1 N2 P1 13C1,13,17,1,2,1,-9999,1,-9999,N/A,-9999
68,260.103849,260.10387192823725,260.1040649031291,2626747.5,-9999,621815.4,43.75,-1,-0.7419141715579276,0.9049496204386788,0,0.5429697722632073,8,1.1538461538461535,0.2307692307692308,N3 O3,de-protonated,0,-9999,C13 H15 O3 N3,13,15,3,3,-9999,-9999,-9999,-9999,N/A,-9999
71,263.043587,263.0436087895494,263.0438466913691,4641912.5,-9999,512178.7,78.19,-1,-0.9044188741375756,0.8620687828659369,0,0.5172412697195621,4,1.625,0.75,N2 P1 O6,de-protonated,0,-9999,C8 H13 O6 N2 P1,8,13,6,2,1,-9999,-9999,-9999,N/A,-9999
73,265.040675,265.04069601599076,265.0407363694891,1595038.5,-9999,623982.1,25.34,-1,-0.15225394734943432,0.99580262372384,0,0.5974815742343039,17,0.3333333333333333,0.05555555555555555,N2 O1,de-protonated,0,-9999,C18 H6 O1 N2,18,6,1,2,-9999,-9999,-9999,-9999,N/A,-9999
75,265.05741,265.05743100950855,265.0573749548991,2498721,-9999,547956.1,40.82,-1,0.21148104048920727,0.99191768609388,0,0.5951506116563279,2,1.8,0.4,S2 O4,de-protonated,0,-9999,C10 H18 O4 S2,10,18,4,-9999,-9999,2,-9999,-9999,N/A,-9999
77,265.147502,265.147522974612,265.1475239158191,12159918,-9999,620676.6,206.3,-1,-0.00354974869393841,0.999992854077976,0.9735459153313496,0.9894140785793256,5,1.6428571428571428,0.07142857142857142,N2 P1 O1,de-protonated,0,-9999,C14 H23 O1 N2 P1,14,23,1,2,1,-9999,-9999,-9999,N/A,-9999
78,265.147826,265.1478469744865,265.14790403833905,6162350,-9999,479574.4,103.57,-1,-0.2152151748293337,0.995121390411052,0.9798665235339232,0.9890194436602004,0,2.1666666666666665,0.3333333333333333,S1 O4,de-protonated,0,-9999,C12 H26 O4 S1,12,26,4,-9999,-9999,1,-9999,-9999,N/A,-9999
80,266.089053,266.08907360990855,266.0890094364491,3488054,-9999,618068.8,57.76,-1,0.24117290526075744,0.9895016478857782,0,0.5937009887314669,1,2.1,0.3,N1 S2 O3,de-protonated,0,-9999,C10 H21 O3 N1 S2,10,21,3,1,-9999,2,-9999,-9999,N/A,-9999
82,266.150856,266.15087658596957,266.1508787508891,1427390.9,-9999,672763.4,22.47,-1,-0.00813418137875309,0.9999879945366652,0.9735459153313496,0.9894111628545388,5,1.7692307692307692,0.07692307692307693,13C1 N2 P1 O1,de-protonated,1,77,C13 H23 O1 N2 P1 13C1,13,23,1,2,1,-9999,1,-9999,N/A,-9999
82,266.150856,266.15087658596957,266.15101509650907,1427390.9,-9999,672763.4,22.47,-1,-0.5204208574969272,0.9520448104305298,0,0.5712268862583179,5,1.6153846153846154,0.2307692307692308,N3 O3,de-protonated,0,-9999,C13 H21 O3 N3,13,21,3,3,-9999,-9999,-9999,-9999,N/A,-9999
83,266.151215,266.1512355858305,266.15125887340906,961854.9,-9999,753094.7,14.49,-1,-0.08749753310981778,0.9986118262325864,0.9798665235339232,0.9911137051531212,0,2.363636363636364,0.3636363636363637,13C1 S1 O4,de-protonated,1,78,C11 H26 O4 S1 13C1,11,26,4,-9999,-9999,1,1,-9999,N/A,-9999
83,266.151215,266.1512355858305,266.15101509650907,961854.9,-9999,753094.7,14.49,-1,0.8284368982290237,0.8829121006951799,0,0.529747260417108,5,1.6153846153846154,0.2307692307692308,N3 O3,de-protonated,0,-9999,C13 H21 O3 N3,13,21,3,3,-9999,-9999,-9999,-9999,N/A,-9999
85,267.073127,267.0731472287341,267.0730250193591,1864642.8,-9999,718475.6,29.95,-1,0.45758786394414214,0.9627197442539822,0,0.5776318465523893,1,2,0.4,S2 O4,de-protonated,0,-9999,C10 H20 O4 S2,10,20,4,-9999,-9999,2,-9999,-9999,N/A,-9999
86,267.07337,267.07339022864,267.07349305000906,1468770.8,-9999,606697.8,23.17,-1,-0.3849927894175298,0.9734642051234262,0,0.5840785230740557,7,1.2,0.5,N4 O5,de-protonated,0,-9999,C10 H12 O5 N4,10,12,5,4,-9999,-9999,-9999,-9999,N/A,-9999
98,269.212213,269.2122324001735,269.2122183732891,2896879.5,-9999,552174.3,47.22,-1,0.05210344643872917,0.9995075300107508,0,0.5997045180064504,2,1.875,0.1875,O3,de-protonated,0,-9999,C16 H30 O3,16,30,3,-9999,-9999,-9999,-9999,-9999,N/A,-9999
109,273.098053,273.09807089501936,273.0979764648091,902914,-9999,955707.6,13.23,-1,0.34577411182712364,0.9785396643392512,0,0.5871237986035508,4,1.5,0.5833333333333334,O7,de-protonated,0,-9999,C12 H18 O7,12,18,7,-9999,-9999,-9999,-9999,-9999,N/A,-9999
111,273.134348,273.13436588096073,273.13436197415905,1432966.9,-9999,637096.5,22.16,-1,0.01430358909127781,0.9999628776195048,0,0.5999777265717028,3,1.6923076923076923,0.4615384615384616,O6,de-protonated,0,-9999,C13 H22 O6,13,22,6,-9999,-9999,-9999,-9999,-9999,N/A,-9999
114,274.09297,274.09298750964496,274.0932254370091,1811590.9,-9999,580517.3,28.53,-1,-0.8680526990777537,0.8722105781861961,0,0.5233263469117176,4,1.5454545454545454,0.6363636363636364,N1 O7,de-protonated,0,-9999,C11 H17 O7 N1,11,17,7,1,-9999,-9999,-9999,-9999,N/A,-9999
115,275.095592,275.09560912128603,275.0958684645291,1498251.6,-9999,651948.8,23.25,-1,-0.9427376881084664,0.8510679477483635,0,0.5106407686490181,3,1.6666666666666667,0.4166666666666667,S1 O5,de-protonated,0,-9999,C12 H20 O5 S1,12,20,5,-9999,-9999,1,-9999,-9999,N/A,-9999
115,275.095592,275.09560912128603,275.0954883420091,1498251.6,-9999,651948.8,23.25,-1,0.4390449209268171,0.9656284664212822,0,0.5793770798527693,8,1.2142857142857142,0.14285714285714285,N2 P1 O2,de-protonated,0,-9999,C14 H17 O2 N2 P1,14,17,2,2,1,-9999,-9999,-9999,N/A,-9999
116,275.095918,275.09593512115975,275.0958684645291,1128075.6,-9999,650743.7,17.02,-1,0.2423032779485655,0.9894035305928064,0,0.5936421183556838,3,1.6666666666666667,0.4166666666666667,S1 O5,de-protonated,0,-9999,C12 H20 O5 S1,12,20,5,-9999,-9999,1,-9999,-9999,N/A,-9999
118,277.056721,277.05673736165585,277.0565055750291,1900492.3,-9999,512844.3,30.02,-1,0.8366041658056507,0.8807362087143664,0,0.5284417252286199,4,1.4,0.9,O9,de-protonated,0,-9999,C10 H14 O9,10,14,9,-9999,-9999,-9999,-9999,-9999,N/A,-9999
118,277.056721,277.05673736165585,277.0569948323791,1900492.3,-9999,512844.3,30.02,-1,-0.9293059840730128,0.8549597992348528,0,0.5129758795409116,8,1.1538461538461535,0.07692307692307693,N2 S1 P1 O1,de-protonated,0,-9999,C13 H15 O1 N2 P1 S1,13,15,1,2,1,1,-9999,-9999,N/A,-9999
119,277.056991,277.05700736155126,277.0569948323791,2013196.3,-9999,640692.5,31.91,-1,0.04522236368408735,0.9996289949939104,0,0.5997773969963461,8,1.1538461538461535,0.07692307692307693,N2 S1 P1 O1,de-protonated,0,-9999,C13 H15 O1 N2 P1 S1,13,15,1,2,1,1,-9999,-9999,N/A,-9999
120,277.057619,277.05763536130803,277.0573749548991,2950156.3,-9999,553336.1,47.68,-1,0.939900657649967,0.8518931481370227,0,0.5111358888822136,3,1.6363636363636365,0.3636363636363637,S2 O4,de-protonated,0,-9999,C11 H18 O4 S2,11,18,4,-9999,-9999,2,-9999,-9999,N/A,-9999
120,277.057619,277.05763536130803,277.05784298554903,2950156.3,-9999,553336.1,47.68,-1,-0.7493895092898631,0.9031209477878488,0,0.5418725686727093,9,0.9090909090909092,0.4545454545454546,N4 O5,de-protonated,0,-9999,C11 H10 O5 N4,11,10,5,4,-9999,-9999,-9999,-9999,N/A,-9999
122,277.05944,277.05945636060267,277.0594967558291,45885964,-9999,585829.9,770.4,-1,-0.14579982611014294,0.9977110179029424,0.9936468823181376,0.9960853636690206,4,1.6666666666666667,0.6666666666666666,N2 P1 O6,de-protonated,0,-9999,C9 H15 O6 N2 P1,9,15,6,2,1,-9999,-9999,-9999,N/A,-9999
123,277.061016,277.0610323599922,277.06121428886905,1834316.8,-9999,471143,28.9,-1,-0.6566378383000931,0.9247463272329052,0,0.5548477963397431,4,1.75,0.625,N4 S1 O5,de-protonated,0,-9999,C8 H14 O5 N4 S1,8,14,5,4,-9999,1,-9999,-9999,N/A,-9999
124,277.06122,277.0612363599132,277.06121428886905,1927564.8,-9999,1165893.8,30.47,-1,0.07966125541388315,0.998849204621826,0,0.5993095227730956,4,1.75,0.625,N4 S1 O5,de-protonated,0,-9999,C8 H14 O5 N4 S1,8,14,5,4,-9999,1,-9999,-9999,N/A,-9999
125,277.061615,277.0616313597602,277.0618657375491,2373516.8,-9999,532849.1,37.98,-1,-0.8459402678013523,0.8782294471435559,0,0.5269376682861335,13,0.625,0.1875,N2 O3,de-protonated,0,-9999,C16 H10 O3 N2,16,10,3,2,-9999,-9999,-9999,-9999,N/A,-9999
126,277.144333,277.14434932771997,277.1445327350191,1752343.6,-9999,644573,27.52,-1,-0.6617749132870548,0.9236105924785192,0,0.5541663554871116,6,1.375,0.25,O4,de-protonated,0,-9999,C16 H22 O4,16,22,4,-9999,-9999,-9999,-9999,-9999,N/A,-9999
127,277.144677,277.1446933275867,277.1445327350191,923863.6,-9999,729878.5,13.58,-1,0.5794542148807486,0.9408942604859148,0,0.5645365562915489,6,1.375,0.25,O4,de-protonated,0,-9999,C16 H22 O4,16,22,4,-9999,-9999,-9999,-9999,-9999,N/A,-9999
128,277.180689,277.18070531363765,277.1809182443691,1086492.3,-9999,757461.9,16.31,-1,-0.7682012628608162,0.8984547908199454,0,0.5390728744919672,5,1.5294117647058822,0.17647058823529413,O3,de-protonated,0,-9999,C17 H26 O3,17,26,3,-9999,-9999,-9999,-9999,-9999,N/A,-9999
129,278.062818,278.0628339719509,278.06285159089913,4820110.5,-9999,535140,78.45,-1,-0.06336318612710645,0.9992717681644464,0.9936468823181376,0.9970218138259228,4,1.875,0.75,13C1 N2 P1 O6,de-protonated,1,122,C8 H15 O6 N2 P1 13C1,8,15,6,2,1,-9999,1,-9999,N/A,-9999
130,279.054543,279.05455858781295,279.0543975747491,852045.9,-9999,565506.8,12.25,-1,0.5769952570501871,0.9413798669272212,0,0.5648279201563328,3,1.6,0.7,S1 O7,de-protonated,0,-9999,C10 H16 O7 S1,10,16,7,-9999,-9999,1,-9999,-9999,N/A,-9999
131,279.055747,279.0557625873465,279.0557349852691,1884686,-9999,431924,29.48,-1,0.09891241766072371,0.9982263413851244,0,0.5989358048310747,8,1.0909090909090908,0.2727272727272727,N4 S1 O3,de-protonated,0,-9999,C11 H12 O3 N4 S1,11,12,3,4,-9999,1,-9999,-9999,N/A,-9999
132,279.056516,279.05653158704865,279.05638643394906,14693134,-9999,619344,243.14,-1,0.5201568810159457,0.4760461316132738,0.8295321147073604,0.6174405248509085,17,0.42105263157894735,0.05263157894736842,N2 O1,de-protonated,0,-9999,C19 H8 O1 N2,19,8,1,2,-9999,-9999,-9999,-9999,N/A,-9999
134,279.098482,279.0984975707934,279.0986451700691,1168531.5,-9999,509409.5,17.53,-1,-0.5288426807029492,0.9505195156274108,0,0.5703117093764464,7,1.2307692307692308,0.38461538461538464,N2 O5,de-protonated,0,-9999,C13 H16 O5 N2,13,16,5,2,-9999,-9999,-9999,-9999,N/A,-9999
135,279.159969,279.15998454697683,279.16018279947906,3847451.5,-9999,639240.9,62.22,-1,-0.7101747113138234,0.912549175585758,0,0.5475295053514547,5,1.5,0.25,O4,de-protonated,0,-9999,C16 H24 O4,16,24,4,-9999,-9999,-9999,-9999,-9999,N/A,-9999
136,279.160314,279.16032954684323,279.16018279947906,2346011.5,-9999,651659.2,37.17,-1,0.5256744092156231,0.9510959137044124,0,0.5706575482226474,5,1.5,0.25,O4,de-protonated,0,-9999,C16 H24 O4,16,24,4,-9999,-9999,-9999,-9999,-9999,N/A,-9999
137,280.059911,280.05992619839037,280.06003178306906,1470606.3,-9999,668365.7,22.57,-1,-0.377007308113064,0.9745396043368574,0,0.5847237626021144,2,2,0.2,N1 S2 P1 O2,de-protonated,0,-9999,C10 H20 O2 N1 P1 S2,10,20,2,1,1,2,-9999,-9999,N/A,-9999
138,280.060219,280.0602341982711,280.06003178306906,998094.3,-9999,612446.1,14.69,-1,0.7227564773256921,0.9095688282250888,0,0.5457412969350531,2,2,0.2,N1 S2 P1 O2,de-protonated,0,-9999,C10 H20 O2 N1 P1 S2,10,20,2,1,1,2,-9999,-9999,N/A,-9999
140,281.052652,281.0526668138588,281.0527576051191,1021324.3,-9999,611621.3,15.07,-1,-0.3230399198024003,0.9812431021983802,0,0.5887458613190281,8,1,0.6,N4 O6,de-protonated,0,-9999,C10 H10 O6 N4,10,10,6,4,-9999,-9999,-9999,-9999,N/A,-9999
141,281.102827,281.1028417944238,281.1030618452391,1080466.6,-9999,694413.1,16.06,-1,-0.7828118763861551,0.8947680601222259,0,0.5368608360733355,6,1.2857142857142858,0.42857142857142855,O6,de-protonated,0,-9999,C14 H18 O6,14,18,6,-9999,-9999,-9999,-9999,-9999,N/A,-9999
142,281.139307,281.1393217802935,281.1394473545891,1863447.3,-9999,563831.8,29.12,-1,-0.446661956363544,0.9644471286483906,0,0.5786682771890344,5,1.4666666666666666,0.3333333333333333,O5,de-protonated,0,-9999,C15 H22 O5,15,22,5,-9999,-9999,-9999,-9999,-9999,N/A,-9999
144,281.175683,281.17569776620354,281.1758328639391,6881308,-9999,512532.8,112.83,-1,-0.4804742078128733,0.970678871094516,0.9819662208947838,0.9751938110146232,4,1.625,0.25,O4,de-protonated,0,-9999,C16 H26 O4,16,26,4,-9999,-9999,-9999,-9999,-9999,N/A,-9999
147,282.179085,282.1790993775425,282.1791876990091,1365274.5,-9999,635618.1,20.62,-1,-0.3129978057988035,0.9823809656652964,0.9819662208947838,0.9822150677570912,4,1.7333333333333334,0.26666666666666666,13C1 O4,de-protonated,1,144,C15 H26 O4 13C1,15,26,4,-9999,-9999,-9999,1,-9999,N/A,-9999
148,283.068327,283.0683410331006,283.0684076695791,1249290,-9999,811351.7,18.7,-1,-0.2354076848135892,0.9899950839426852,0,0.5939970503656111,7,1.2,0.6,N4 O6,de-protonated,0,-9999,C10 H12 O6 N4,10,12,6,4,-9999,-9999,-9999,-9999,N/A,-9999
149,283.082169,283.082183027739,283.0823264003491,861067.8,-9999,586365.7,12.28,-1,-0.5064696616411759,0.9545228680149368,0,0.572713720808962,6,1.2307692307692308,0.5384615384615384,O7,de-protonated,0,-9999,C13 H16 O7,13,16,7,-9999,-9999,-9999,-9999,-9999,N/A,-9999
150,283.11857,283.1185840136393,283.1187119096991,1385488.4,-9999,529953.1,20.95,-1,-0.4517400454298975,0.963649090714384,0,0.5781894544286303,5,1.4285714285714286,0.42857142857142855,O6,de-protonated,0,-9999,C14 H20 O6,14,20,6,-9999,-9999,-9999,-9999,-9999,N/A,-9999
151,283.154961,283.15497499954347,283.15509741904907,1658004.9,-9999,521847,25.45,-1,-0.4323408150407734,0.9666525735658744,0,0.5799915441395247,4,1.6,0.3333333333333333,O5,de-protonated,0,-9999,C15 H24 O5,15,24,5,-9999,-9999,-9999,-9999,-9999,N/A,-9999
155,283.191344,283.1913579854508,283.19148292839907,34409752,-9999,528736.8,566.79,-1,-0.4411959956686444,0.9741860307042156,0.9958401147668648,0.9828476643292752,3,1.75,0.25,O4,de-protonated,0,-9999,C16 H28 O4,16,28,4,-9999,-9999,-9999,-9999,-9999,N/A,-9999
