Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,15N,33S,34S
6,237.075627,237.0755949916964,237.0758155255491,803628.4,-9999,794551.7,12.44,-1,-0.9302250093416105,0.8546947277179201,0,0.5128168366307521,2,2.5,0.6666666666666666,N4 P1 O4,de-protonated,0,-9999,C6 H15 O4 N4 P1,6,15,4,4,1,-9999,-9999,N/A,N/A,N/A
19,249.075899,249.0758653029635,249.0758155255491,792233.8,-9999,730753.7,12.05,-1,0.1998484450491437,0.9927792439958656,0,0.5956675463975193,3,2.142857142857143,0.5714285714285714,N4 P1 O4,de-protonated,0,-9999,C7 H15 O4 N4 P1,7,15,4,4,1,-9999,-9999,N/A,N/A,N/A
20,251.055218,251.05518402442476,251.05508008065908,844974.6,-9999,734581.8,12.92,-1,0.4140277330640731,0.9693749992930444,0,0.5816249995758266,3,2.1666666666666665,0.8333333333333334,N4 P1 O5,de-protonated,0,-9999,C6 H13 O5 N4 P1,6,13,5,4,1,-9999,-9999,N/A,N/A,N/A
21,251.09143,251.09139601932887,251.09146559000908,848756.4,-9999,480767.8,12.99,-1,-0.2770730580071377,0.9861668484509528,0,0.5917001090705717,2,2.4285714285714284,0.5714285714285714,N4 P1 O4,de-protonated,0,-9999,C7 H17 O4 N4 P1,7,17,4,4,1,-9999,-9999,N/A,N/A,N/A
22,253.070928,253.0708937407649,253.0707301451191,1243699.3,-9999,559700.3,19.96,-1,0.6464423827595358,0.9269782429961252,0,0.5561869457976751,2,2.5,0.8333333333333334,N4 P1 O5,de-protonated,0,-9999,C6 H15 O5 N4 P1,6,15,5,4,1,-9999,-9999,N/A,N/A,N/A
29,255.061396,255.0613614606572,255.0614115075491,2536109.3,-9999,566573,42.58,-1,-0.19621506686735207,0.9930385058701634,0,0.595823103522098,5,1.4166666666666667,0.16666666666666666,S1 P1 O2,de-protonated,0,-9999,C12 H17 O2 P1 S1,12,17,2,-9999,1,1,-9999,N/A,N/A,N/A
43,262.975339,262.9753033469712,262.97509842466906,1642555.9,-9999,609829.8,26.46,-1,0.779246032698269,0.895672840592184,0,0.5374037043553104,10,0.4545454545454546,0.5454545454545454,P1 O6,de-protonated,0,-9999,C11 H5 O6 P1,11,5,6,-9999,1,-9999,-9999,N/A,N/A,N/A
44,263.05531,263.0552743357173,263.0550800806591,907591,-9999,571273.2,13.73,-1,0.7384577334328574,0.9057902012566804,0,0.5434741207540082,4,1.8571428571428572,0.7142857142857143,N4 P1 O5,de-protonated,0,-9999,C7 H13 O5 N4 P1,7,13,5,4,1,-9999,-9999,N/A,N/A,N/A
47,265.071009,265.07097305205895,265.07073014511906,1480027,-9999,482535.7,23.46,-1,0.9163853728988244,0.8586673031043145,0,0.5152003818625887,3,2.142857142857143,0.7142857142857143,N4 P1 O5,de-protonated,0,-9999,C7 H15 O5 N4 P1,7,15,5,4,1,-9999,-9999,N/A,N/A,N/A
62,271.064009,271.0639722086967,271.0641882130891,1216230.6,-9999,663793.6,18.77,-1,-0.7968754330656912,0.8911684492318718,0,0.534701069539123,10,0.9285714285714286,0.14285714285714285,N2 P1 O2,de-protonated,0,-9999,C14 H13 O2 N2 P1,14,13,2,2,1,-9999,-9999,N/A,N/A,N/A
82,279.050698,279.05066008477354,279.0508640800991,1709485.8,-9999,538079.5,26.73,-1,-0.7310327678336042,0.9075852351297607,0,0.5445511410778565,3,2.125,0.125,N4 S2 P1 O1,de-protonated,0,-9999,C8 H17 O1 N4 P1 S2,8,17,1,4,1,2,-9999,N/A,N/A,N/A
83,279.086501,279.08646307973515,279.0863802095791,855473.9,-9999,836849.2,12.4,-1,0.29693371636886234,0.9841290286161112,0,0.5904774171696667,3,2.125,0.625,N4 P1 O5,de-protonated,0,-9999,C8 H17 O5 N4 P1,8,17,5,4,1,-9999,-9999,N/A,N/A,N/A
87,281.030012,281.02997380623543,281.0301286352091,974868.8,-9999,685536.2,14.4,-1,-0.5509337181368313,0.9464144009049932,0,0.5678486405429958,3,2.142857142857143,0.2857142857142857,N4 S2 P1 O2,de-protonated,0,-9999,C7 H15 O2 N4 P1 S2,7,15,2,4,1,2,-9999,N/A,N/A,N/A
88,281.065831,281.06579280119485,281.0656447646891,1154328.9,-9999,705669.4,17.41,-1,0.5266972626427578,0.9509101682107464,0,0.5705461009264479,3,2.142857142857143,0.8571428571428571,N4 P1 O6,de-protonated,0,-9999,C7 H15 O6 N4 P1,7,15,6,4,1,-9999,-9999,N/A,N/A,N/A
89,281.066395,281.0663568011155,281.06651414455905,2435353,-9999,516359.6,38.91,-1,-0.5598085707228908,0.9447230984546188,0,0.5668338590727713,2,2.375,0.125,N4 S2 P1 O1,de-protonated,0,-9999,C8 H19 O1 N4 P1 S2,8,19,1,4,1,2,-9999,N/A,N/A,N/A
90,281.102173,281.10213479608063,281.10203027403907,1048861.1,-9999,801093.2,15.64,-1,0.3718295505220584,0.9752254636287716,0,0.585135278177263,2,2.375,0.625,N4 P1 O5,de-protonated,0,-9999,C8 H19 O5 N4 P1,8,19,5,4,1,-9999,-9999,N/A,N/A,N/A
95,283.045728,283.0456895225747,283.0459408909991,1642237.8,-9999,469878.1,25.38,-1,-0.8880834806069016,0.8666611786148133,0,0.5199967071688879,7,1,0.6666666666666666,O8,de-protonated,0,-9999,C12 H12 O8,12,12,8,-9999,-9999,-9999,-9999,N/A,N/A,N/A
95,283.045728,283.0456895225747,283.0457786996691,1642237.8,-9999,469878.1,25.38,-1,-0.3150624424657309,0.9821498509390912,0,0.5892899105634547,2,2.4285714285714284,0.2857142857142857,N4 S2 P1 O2,de-protonated,0,-9999,C7 H17 O2 N4 P1 S2,7,17,2,4,1,2,-9999,N/A,N/A,N/A
96,283.081566,283.08152751753147,283.08129482914904,1470849.9,-9999,740291.3,22.53,-1,0.8219843086620449,0.8846198330369307,0,0.5307718998221584,2,2.4285714285714284,0.8571428571428571,N4 P1 O6,de-protonated,0,-9999,C7 H17 O6 N4 P1,7,17,6,4,1,-9999,-9999,N/A,N/A,N/A
99,283.118493,283.1184545123349,283.1187119096991,3144710,-9999,495899.9,50.39,-1,-0.909149954956971,0.860727710746399,0,0.5164366264478394,5,1.4285714285714286,0.42857142857142855,O6,de-protonated,0,-9999,C14 H20 O6,14,20,6,-9999,-9999,-9999,-9999,N/A,N/A,N/A
101,284.077352,284.07731337739995,284.07757537254906,1186420.3,-9999,648548.8,17.79,-1,-0.9222662111691374,0.856984274630613,0,0.5141905647783678,6,1.25,0.5833333333333334,N1 O7,de-protonated,0,-9999,C12 H15 O7 N1,12,15,7,1,-9999,-9999,-9999,N/A,N/A,N/A
103,285.061385,285.0613462389223,285.06159095545905,2959077,-9999,481784.6,47.3,-1,-0.8584689924363257,0.8748331829182211,0,0.5248999097509326,6,1.1666666666666667,0.6666666666666666,O8,de-protonated,0,-9999,C12 H14 O8,12,14,8,-9999,-9999,-9999,-9999,N/A,N/A,N/A
104,285.080024,285.0799852362993,285.0802184000691,976231.2,-9999,547064.1,14.29,-1,-0.8178882810623072,0.8856986509867014,0,0.5314191905920208,5,1.3846153846153846,0.38461538461538464,S1 O5,de-protonated,0,-9999,C13 H18 O5 S1,13,18,5,-9999,-9999,1,-9999,N/A,N/A,N/A
104,285.080024,285.0799852362993,285.0798382775491,976231.2,-9999,547064.1,14.29,-1,0.5155003283415279,0.952925759085072,0,0.5717554554510431,10,1,0.13333333333333333,N2 P1 O2,de-protonated,0,-9999,C15 H15 O2 N2 P1,15,15,2,2,1,-9999,-9999,N/A,N/A,N/A
106,285.097759,285.0977202338036,285.0979764648091,5054953,-9999,536422.5,82.19,-1,-0.8987471909528918,0.8636699860782832,0,0.5182019916469699,5,1.3846153846153846,0.5384615384615384,O7,de-protonated,0,-9999,C13 H18 O7,13,18,7,-9999,-9999,-9999,-9999,N/A,N/A,N/A
108,285.125911,285.1258722298419,285.1261197656691,6186476.5,-9999,518729.2,101.03,-1,-0.868162578079601,0.91811958607063,0.9098657536793784,0.9148180531141292,4,1.6428571428571428,0.2857142857142857,P1 O4,de-protonated,0,-9999,C14 H23 O4 P1,14,23,4,-9999,1,-9999,-9999,N/A,N/A,N/A
110,285.134155,285.1341162286818,285.13436197415905,3342317.3,-9999,500236.1,53.68,-1,-0.8618585130474256,0.8739080614539357,0,0.5243448368723614,4,1.5714285714285714,0.42857142857142855,O6,de-protonated,0,-9999,C14 H22 O6,14,22,6,-9999,-9999,-9999,-9999,N/A,N/A,N/A
111,285.170626,285.17058722354943,285.17074748350905,1076081.5,-9999,430428.9,15.95,-1,-0.5619789583195691,0.9443058350071724,0,0.5665835010043034,3,1.7333333333333334,0.3333333333333333,O5,de-protonated,0,-9999,C15 H26 O5,15,26,5,-9999,-9999,-9999,-9999,N/A,N/A,N/A
112,286.129385,286.1293460886285,286.12947460073906,1761631.1,-9999,507780.4,27.36,-1,-0.4491397146106142,0.9640587855419231,0.9098657536793784,0.9423815727969052,4,1.7692307692307692,0.3076923076923077,13C1 P1 O4,de-protonated,1,108,C13 H23 O4 P1 13C1,13,23,4,-9999,1,-9999,1,N/A,N/A,N/A
