Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,15N,17O,18O,33S,34S
45,212.97778,212.97791117485636,212.9780758048191,2000973.9,-9999,765965.4,34.91,-1,-0.7729901874522281,0.8972523772370308,0,0.5383514263422184,6,0.875,0.375,S1 P1 O3,de-protonated,0,-9999,C8 H7 O3 P1 S1,8,7,3,-9999,1,1,-9999,-9999,-9999,-9999,-9999,-9999
71,241.04562,241.04572914477853,241.04576144308905,1420252.5,-9999,870076.7,23.27,-1,-0.13399244326731052,0.99674757547792,0,0.598048545286752,5,1.3636363636363635,0.18181818181818185,S1 P1 O2,de-protonated,0,-9999,C11 H15 O2 P1 S1,11,15,2,-9999,1,1,-9999,-9999,-9999,-9999,-9999,-9999
72,241.084628,241.08473711416167,241.0846488758891,1307011.3,-9999,500672.7,21.26,-1,0.36600535535300927,0.9759861809528344,0,0.5855917085717005,0,2.375,0.75,P1 O6,de-protonated,0,-9999,C8 H19 O6 P1,8,19,6,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999
82,242.985226,242.98533362240735,242.9852691855291,3056426,-9999,680413,52.16,-1,0.26518841441548857,0.9873207083672352,0,0.5923924250203411,11,0.4166666666666667,0.3333333333333333,P1 O4,de-protonated,0,-9999,C12 H5 O4 P1,12,5,4,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999
98,251.07777,251.07787127067616,251.07811039978907,1266930.9,-9999,777897.8,20.26,-1,-0.9524092424152112,0.8482421879559953,0,0.5089453127735971,1,2,0.3,S2 O3,de-protonated,0,-9999,C10 H20 O3 S2,10,20,3,-9999,-9999,2,-9999,-9999,-9999,-9999,-9999,-9999
104,255.056214,255.05631214804788,255.05638643394903,918953.1,-9999,725595.9,14.07,-1,-0.2912528567372704,0.98472588067587,0,0.5908355284055219,15,0.4705882352941176,0.0588235294117647,N2 O1,de-protonated,0,-9999,C17 H8 O1 N2,17,8,1,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
105,255.061191,255.0612891441415,255.0614115075491,9935338,-9999,500706.2,171.75,-1,-0.47974096463742055,0.9030198331725744,0.8048275262363016,0.8637429103980652,5,1.4166666666666667,0.16666666666666666,S1 P1 O2,de-protonated,0,-9999,C12 H17 O2 P1 S1,12,17,2,-9999,1,1,-9999,-9999,-9999,-9999,-9999,-9999
106,255.061539,255.06163714386835,255.0614115075491,43834856,-9999,713710.9,764.55,-1,0.8846352645402663,0.5715211114728195,0.9438432360544516,0.7204499613054722,5,1.4166666666666667,0.16666666666666666,S1 P1 O2,de-protonated,0,-9999,C12 H17 O2 P1 S1,12,17,2,-9999,1,1,-9999,-9999,-9999,-9999,-9999,-9999
112,256.064914,256.06501135633255,256.0647663426191,4464772,-9999,710622.4,76.08,-1,0.9568427430458596,0.8469403700287201,0.8048275262363016,0.8300952325117528,5,1.5454545454545454,0.18181818181818185,13C1 S1 P1 O2,de-protonated,1,105,C11 H17 O2 P1 S1 13C1,11,17,2,-9999,1,1,1,-9999,-9999,-9999,-9999,-9999
112,256.064914,256.06501135633255,256.0647663426191,4464772,-9999,710622.4,76.08,-1,0.9568427430458596,0.56462691335248,0.9438432360544516,0.7163134424332687,5,1.5454545454545454,0.18181818181818185,13C1 S1 P1 O2,de-protonated,1,106,C11 H17 O2 P1 S1 13C1,11,17,2,-9999,1,1,1,-9999,-9999,-9999,-9999,-9999
