Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,15N,18O,33S,34S
62,241.136167,241.13618295440392,241.13629052652908,2179749,-9999,781618,36.95,-1,-0.44610508407781474,0.9645341339254608,0,0.5787204803552765,3,1.7692307692307692,0.15384615384615383,P1 O2,de-protonated,0,-9999,C13 H23 O2 P1,13,23,2,-9999,1,-9999,-9999,-9999,-9999,N/A,-9999
72,242.98546,242.98547605988935,242.9852691855291,799377.2,-9999,757184.5,12.23,-1,0.8513864275850387,0.8767576312965403,0,0.5260545787779242,11,0.4166666666666667,0.3333333333333333,P1 O4,de-protonated,0,-9999,C12 H5 O4 P1,12,5,4,-9999,1,-9999,-9999,-9999,-9999,N/A,-9999
80,245.102807,245.1028231806649,245.1030618452391,1066534.5,-9999,926809.5,16.98,-1,-0.9737315087012296,0.8419445470382266,0,0.505166728222936,3,1.6363636363636365,0.5454545454545454,O6,de-protonated,0,-9999,C11 H18 O6,11,18,6,-9999,-9999,-9999,-9999,-9999,-9999,N/A,-9999
83,249.022448,249.02246440424497,249.02270352265907,823891.8,-9999,765312.6,12.6,-1,-0.9602273636815022,0.8459438201864747,0,0.5075662921118849,8,0.8333333333333334,0.3333333333333333,S1 O4,de-protonated,0,-9999,C12 H10 O4 S1,12,10,4,-9999,-9999,1,-9999,-9999,-9999,N/A,-9999
83,249.022448,249.02246440424497,249.0223234001391,823891.8,-9999,765312.6,12.6,-1,0.5662307858396619,0.943484267991208,0,0.5660905607947249,13,0.5,0.07142857142857142,N2 P1 O1,de-protonated,0,-9999,C14 H7 O1 N2 P1,14,7,1,2,1,-9999,-9999,-9999,-9999,N/A,-9999
90,252.951269,252.95128562834867,252.95120960764905,1071983.8,-9999,739076.2,16.92,-1,0.300535031009454,0.9837448816968744,0,0.5902469290181247,4,1.4,0.8,N2 S2 P1 O4,de-protonated,0,-9999,C5 H7 O4 N2 P1 S2,5,7,4,2,1,2,-9999,-9999,-9999,N/A,-9999
93,253.144276,253.144292639358,253.14453273501908,10695565,-9999,780940.9,186.83,-1,-0.9484528798799534,0.42470023822708974,0.8684926696514785,0.6022172107968453,4,1.5714285714285714,0.2857142857142857,O4,de-protonated,0,-9999,C14 H22 O4,14,22,4,-9999,-9999,-9999,-9999,-9999,-9999,N/A,-9999
96,255.061596,255.06161274872375,255.0614115075491,4127146.3,-9999,656584,70.55,-1,0.7889910648394773,0.8931925862200762,0,0.5359155517320457,5,1.4166666666666667,0.16666666666666666,S1 P1 O2,de-protonated,0,-9999,C12 H17 O2 P1 S1,12,17,2,-9999,1,1,-9999,-9999,-9999,N/A,-9999
97,255.062011,255.06202774874745,255.06225966071912,7581866.5,-9999,736909.7,131.28,-1,-0.9092367172465003,0.8562904100889548,0.999643256450382,0.9136315486335256,6,1.2,0.6,N2 O6,de-protonated,0,-9999,C10 H12 O6 N2,10,12,6,2,-9999,-9999,-9999,-9999,-9999,N/A,-9999
98,255.087149,255.08716575018133,255.08741178077904,915502,-9999,830572.8,14.09,-1,-0.9644952528977504,0.8446838710374188,0,0.5068103226224513,5,1.3333333333333333,0.5,O6,de-protonated,0,-9999,C12 H16 O6,12,16,6,-9999,-9999,-9999,-9999,-9999,-9999,N/A,-9999
