Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,17O,18O,33S,34S
34,239.070885,239.0709403318296,239.07071634446908,785554.4,-9999,719368.5,12.07,-1,0.9369083923122004,0.8527616693613242,0,0.5116570016167945,1,2.2857142857142856,0.7142857142857143,N2 S1 O5,de-protonated,0,-9999,C7 H16 O5 N2 S1,7,16,5,2,-9999,1,-9999,N/A,N/A,-9999,-9999
38,239.074579,239.07463432965392,239.07473909646907,1007379.1,-9999,1081877.9,16.05,-1,-0.43821783744967135,0.9657556032911696,0,0.5794533619747018,5,1.3333333333333333,0.25,S1 O3,de-protonated,0,-9999,C12 H16 O3 S1,12,16,3,-9999,-9999,1,-9999,N/A,N/A,-9999,-9999
39,239.074841,239.0748963294996,239.07473909646907,1466003.1,-9999,621119.4,24.26,-1,0.6576731240167043,0.924518040231046,0,0.5547108241386276,5,1.3333333333333333,0.25,S1 O3,de-protonated,0,-9999,C12 H16 O3 S1,12,16,3,-9999,-9999,1,-9999,N/A,N/A,-9999,-9999
49,245.048419,245.04847081124856,245.0485381486291,1451249.9,-9999,523849.3,23.8,-1,-0.2747920108628535,0.9863921275986164,0,0.5918352765591699,9,0.9166666666666666,0.16666666666666666,N2 P1 O2,de-protonated,0,-9999,C12 H11 O2 N2 P1,12,11,2,2,1,-9999,-9999,N/A,N/A,-9999,-9999
50,247.110252,247.11030259689323,247.11046970120907,859262.1,-9999,600686.2,13.22,-1,-0.6762332491916823,0.9203742252055404,0,0.5522245351233243,2,1.9090909090909092,0.3636363636363637,P1 O4,de-protonated,0,-9999,C11 H21 O4 P1,11,21,4,-9999,1,-9999,-9999,N/A,N/A,-9999,-9999
64,265.147593,265.1476329734621,265.1475239158191,10268304,-9999,487862.8,175.02,-1,0.4113093022089728,0.9573767640887066,0.9995965413065196,0.9742646749758318,5,1.6428571428571428,0.07142857142857142,N2 P1 O1,de-protonated,0,-9999,C14 H23 O1 N2 P1,14,23,1,2,1,-9999,-9999,N/A,N/A,-9999,-9999
66,266.150988,266.1510273824938,266.1508787508891,1560323.6,-9999,524870.7,24.91,-1,0.5584486716696041,0.9449838138471536,0.9995965413065196,0.9668289048309,5,1.7692307692307692,0.07692307692307693,13C1 N2 P1 O1,de-protonated,1,64,C13 H23 O1 N2 P1 13C1,13,23,1,2,1,-9999,1,N/A,N/A,-9999,-9999
66,266.150988,266.1510273824938,266.15101509650907,1560323.6,-9999,524870.7,24.91,-1,0.04616170529858112,0.9996134251827542,0,0.5997680551096525,5,1.6153846153846154,0.2307692307692308,N3 O3,de-protonated,0,-9999,C13 H21 O3 N3,13,21,3,3,-9999,-9999,-9999,N/A,N/A,-9999,-9999
70,267.087185,267.08722383110296,267.08741178077906,984941.2,-9999,545444.1,14.99,-1,-0.7037009900628995,0.9140660024823292,0,0.5484396014893975,6,1.2307692307692308,0.4615384615384616,O6,de-protonated,0,-9999,C13 H16 O6,13,16,6,-9999,-9999,-9999,-9999,N/A,N/A,-9999,-9999
73,269.130921,269.13095862740624,269.1312051460991,9357389,-9999,387640.7,158.3,-1,-0.9159795970657014,0.8493116855616729,0.9957296471506812,0.9078788701972762,4,1.6428571428571428,0.21428571428571427,P1 O3,de-protonated,0,-9999,C14 H23 O3 P1,14,23,3,-9999,1,-9999,-9999,N/A,N/A,-9999,-9999
