Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,18O,34S
18,265.034937,265.0349923569721,265.0352140156391,1181753.3,-9999,821308.3,18.53,-1,-0.8363366649623535,0.8808077279803653,0,0.5284846367882192,3,2.142857142857143,0.14285714285714285,N4 S2 P1 O1,de-protonated,0,-9999,C7 H15 O1 N4 P1 S2,7,15,1,4,1,2,-9999,N/A,N/A
21,265.14746,265.14751530571436,265.1475239158191,3446342,-9999,685439.4,57.87,-1,-0.03247288372667747,0.9998086828089252,0,0.5998852096853551,5,1.6428571428571428,0.07142857142857142,N2 P1 O1,de-protonated,0,-9999,C14 H23 O1 N2 P1,14,23,1,2,1,-9999,-9999,N/A,N/A
22,267.050578,267.05063243878374,267.0508640800991,1564697.1,-9999,733990,25.18,-1,-0.8674052268505664,0.8723884285203862,0,0.5234330571122318,2,2.4285714285714284,0.14285714285714285,N4 S2 P1 O1,de-protonated,0,-9999,C7 H17 O1 N4 P1 S2,7,17,1,4,1,2,-9999,N/A,N/A
23,267.086511,267.0865654224151,267.0863802095791,1174557.1,-9999,723907.1,18.4,-1,0.693456685699384,0.9164429705352348,0,0.5498657823211409,2,2.4285714285714284,0.7142857142857143,N4 P1 O5,de-protonated,0,-9999,C7 H17 O5 N4 P1,7,17,5,4,1,-9999,-9999,N/A,N/A
26,269.029922,269.02997553712987,269.0301286352091,931948.8,-9999,617995.8,14.09,-1,-0.5690741033905807,0.9429318100973147,0,0.5657590860583889,2,2.5,0.3333333333333333,N4 S2 P1 O2,de-protonated,0,-9999,C6 H15 O2 N4 P1 S2,6,15,2,4,1,2,-9999,N/A,N/A
33,269.139142,269.1391954873767,269.1394473545891,838776.2,-9999,602917.4,12.48,-1,-0.9358242163085994,0.8530758917052933,0,0.511845535023176,4,1.5714285714285714,0.35714285714285715,O5,de-protonated,0,-9999,C14 H22 O5,14,22,5,-9999,-9999,-9999,-9999,N/A,N/A
42,277.034529,277.03457889077777,277.03434463576906,925566.8,-9999,944721.2,13.88,-1,0.8455811102209287,0.8783262634005821,0,0.5269957580403493,5,1.5714285714285714,0.8571428571428571,N4 P1 O6,de-protonated,0,-9999,C7 H11 O6 N4 P1,7,11,6,4,1,-9999,-9999,N/A,N/A
43,277.035009,277.03505889055907,277.0352140156391,984894.8,-9999,652896.3,14.89,-1,-0.5599471553779325,0.9446964979004078,0,0.5668178987402447,4,1.875,0.125,N4 S2 P1 O1,de-protonated,0,-9999,C8 H15 O1 N4 P1 S2,8,15,1,4,1,2,-9999,N/A,N/A
46,279.014285,279.01433398893613,279.0144785707491,841011.5,-9999,724603.3,12.34,-1,-0.5181874922314907,0.9524455979444444,0,0.5714673587666667,4,1.8571428571428572,0.2857142857142857,N4 S2 P1 O2,de-protonated,0,-9999,C7 H13 O2 N4 P1 S2,7,13,2,4,1,2,-9999,N/A,N/A
47,279.050646,279.0506949723725,279.0508640800991,1361078.8,-9999,809529.1,21.19,-1,-0.6060104028223309,0.9355349469446808,0,0.5613209681668085,3,2.125,0.125,N4 S2 P1 O1,de-protonated,0,-9999,C8 H17 O1 N4 P1 S2,8,17,1,4,1,2,-9999,N/A,N/A
48,279.086515,279.0865639560331,279.0863802095791,899962,-9999,609196.2,13.34,-1,0.6583856004549762,0.9243607585837068,0,0.5546164551502241,3,2.125,0.625,N4 P1 O5,de-protonated,0,-9999,C8 H17 O5 N4 P1,8,17,5,4,1,-9999,-9999,N/A,N/A
51,281.029981,281.0300290707228,281.0302908265391,1098727.4,-9999,684110.3,16.72,-1,-0.9314149572819992,0.8543512478965232,0,0.5126107487379139,8,0.8333333333333334,0.6666666666666666,O8,de-protonated,0,-9999,C12 H10 O8,12,10,8,-9999,-9999,-9999,-9999,N/A,N/A
51,281.029981,281.0300290707228,281.0301286352091,1098727.4,-9999,684110.3,16.72,-1,-0.35428402932194886,0.977482464680913,0,0.5864894788085478,3,2.142857142857143,0.2857142857142857,N4 S2 P1 O2,de-protonated,0,-9999,C7 H15 O2 N4 P1 S2,7,15,2,4,1,2,-9999,N/A,N/A
52,281.065773,281.06582105441834,281.0656447646891,1135722.5,-9999,792845,17.35,-1,0.6272190589447973,0.9311055892615842,0,0.5586633535569505,3,2.142857142857143,0.8571428571428571,N4 P1 O6,de-protonated,0,-9999,C7 H15 O6 N4 P1,7,15,6,4,1,-9999,-9999,N/A,N/A
53,281.066315,281.0663630541714,281.06651414455905,1969642.6,-9999,556277.3,31.55,-1,-0.5375609688202898,0.948917372034258,0,0.5693504232205547,2,2.375,0.125,N4 S2 P1 O1,de-protonated,0,-9999,C8 H19 O1 N4 P1 S2,8,19,1,4,1,2,-9999,N/A,N/A
54,281.102191,281.1022390378288,281.10203027403907,1348589.8,-9999,706285.6,20.98,-1,0.7426619776145902,0.9047673459257451,0,0.5428604075554472,2,2.375,0.625,N4 P1 O5,de-protonated,0,-9999,C8 H19 O5 N4 P1,8,19,5,4,1,-9999,-9999,N/A,N/A
