Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,15N,18O,33S,34S
3,199.006706,199.00657901143444,199.0066733356791,1191793.1,-9999,742322.6,20.47,-1,-0.4739752847263302,0.9600567191674824,0,0.5760340315004895,10,0.5,0.1,N2 P1 O1,de-protonated,0,-9999,C10 H5 O1 N2 P1,10,5,1,2,1,-9999,-9999,-9999,-9999,-9999,-9999
4,199.007131,199.00700401184423,199.0070534581991,11696625,-9999,795015.5,218.38,-1,-0.24846533817343872,0.9877847210624888,0.9990553839615776,0.9922929862221244,5,1,0.5,S1 O4,de-protonated,0,-9999,C8 H8 O4 S1,8,8,4,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999
5,200.01048,200.0103539793727,200.01040829326908,1025117.1,-9999,744553.4,17.28,-1,-0.2715553497858195,0.9867086753091074,0.9990553839615776,0.9916473587700956,5,1.1428571428571428,0.5714285714285714,13C1 S1 O4,de-protonated,1,4,C7 H8 O4 S1 13C1,7,8,4,-9999,-9999,1,1,-9999,-9999,-9999,-9999
9,205.159866,205.15974494492036,205.15978887630908,17268064,-9999,782192.5,320.63,-1,-0.21413254984163513,0.9892553724187568,0.9994715085513144,0.99334182687178,4,1.5714285714285714,0.07142857142857142,O1,de-protonated,0,-9999,C14 H22 O1,14,22,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
13,206.163208,206.163087912442,206.1631437113791,2602642,-9999,837006.6,46.51,-1,-0.2706542792498414,0.9867961511326856,0.9994715085513144,0.991866294100137,4,1.6923076923076923,0.07692307692307693,13C1 O1,de-protonated,1,9,C13 H22 O1 13C1,13,22,1,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999
14,209.154781,209.1546637972129,209.15470349587903,777337.8,-9999,938845.9,12.46,-1,-0.18980527588501303,0.9934844407788392,0,0.5960906644673035,3,1.6923076923076923,0.15384615384615383,O2,de-protonated,0,-9999,C13 H22 O2,13,22,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
15,211.134038,211.13392270580837,211.13396805098907,1380918.4,-9999,746031.4,23.6,-1,-0.21476970826521716,0.9916654197059648,0,0.5949992518235789,3,1.6666666666666667,0.25,O3,de-protonated,0,-9999,C12 H20 O3,12,20,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
16,215.002031,215.00191943571005,215.00196807776908,5487938.5,-9999,842933.1,99.32,-1,-0.2262400640452548,0.99075562207277,0,0.594453373243662,5,1,0.625,S1 O5,de-protonated,0,-9999,C8 H8 O5 S1,8,8,5,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999
18,221.154781,221.15467536880067,221.15470349587903,1272777.9,-9999,783797.1,21.36,-1,-0.127182817954017,0.9970692853197998,0,0.5982415711918798,4,1.5714285714285714,0.14285714285714285,O2,de-protonated,0,-9999,C14 H22 O2,14,22,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
22,227.092544,227.09244409457943,227.09249716120908,849327.4,-9999,786378.4,13.49,-1,-0.23367848027536953,0.990140803491432,0,0.5940844820948591,4,1.4545454545454546,0.4545454545454546,O5,de-protonated,0,-9999,C11 H16 O5,11,16,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
