Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C
1,255.050826,255.05081232276328,255.05102627142907,998029.9,-9999,834223.1,15.68,-1,-0.8388465199135441,0.8801360204405668,0,0.52808161226434,6,1.0909090909090908,0.6363636363636364,O7,de-protonated,0,-9999,C11 H12 O7,11,12,7,-9999,-9999,-9999,-9999
2,265.035222,265.0352065035181,265.0353762069691,886942.2,-9999,784172.1,13.49,-1,-0.6403049034720674,0.9283075272869402,0,0.5569845163721641,8,0.8333333333333334,0.5833333333333334,O7,de-protonated,0,-9999,C12 H10 O7,12,10,7,-9999,-9999,-9999,-9999
2,265.035222,265.0352065035181,265.0352140156391,886942.2,-9999,784172.1,13.49,-1,-0.02834385994851926,0.9998542393951972,0,0.5999125436371182,3,2.142857142857143,0.14285714285714285,N4 S2 P1 O1,de-protonated,0,-9999,C7 H15 O1 N4 P1 S2,7,15,1,4,1,2,-9999
4,265.147809,265.1477934830038,265.14790403833905,6449194,-9999,571452.6,110.68,-1,-0.4169572286662966,0.9689469086407332,0,0.5813681451844399,0,2.1666666666666665,0.3333333333333333,S1 O4,de-protonated,0,-9999,C12 H26 O4 S1,12,26,4,-9999,-9999,1,-9999
5,267.014489,267.0144731428782,267.01464076207907,1005414.6,-9999,747439.8,15.56,-1,-0.6277528467103323,0.9309924198684648,0,0.558595451921079,8,0.7272727272727273,0.7272727272727273,O8,de-protonated,0,-9999,C11 H8 O8,11,8,8,-9999,-9999,-9999,-9999
5,267.014489,267.0144731428782,267.0144785707491,1005414.6,-9999,747439.8,15.56,-1,-0.02032800202215401,0.9999250231937192,0,0.5999550139162316,3,2.1666666666666665,0.3333333333333333,N4 S2 P1 O2,de-protonated,0,-9999,C6 H13 O2 N4 P1 S2,6,13,2,4,1,2,-9999
6,267.050873,267.05085713624874,267.05102627142907,874154.2,-9999,570242.8,13.27,-1,-0.6333440567155372,0.9298020650138472,0,0.5578812390083083,7,1,0.5833333333333334,O7,de-protonated,0,-9999,C12 H12 O7,12,12,7,-9999,-9999,-9999,-9999
6,267.050873,267.05085713624874,267.0508640800991,874154.2,-9999,570242.8,13.27,-1,-0.02600197666954694,0.9998773295614451,0,0.5999263977368672,2,2.4285714285714284,0.14285714285714285,N4 S2 P1 O1,de-protonated,0,-9999,C7 H17 O1 N4 P1 S2,7,17,1,4,1,2,-9999
7,267.087259,267.08724312961886,267.08741178077906,1223917.9,-9999,638150.4,19.38,-1,-0.6314455596553402,0.9302072628975055,0,0.5581243577385033,6,1.2307692307692308,0.4615384615384616,O6,de-protonated,0,-9999,C13 H16 O6,13,16,6,-9999,-9999,-9999,-9999
8,269.06653,269.0665137689782,269.0666763358891,1948333.3,-9999,727184.4,31.87,-1,-0.6041882001196702,0.9359093626594372,0,0.5615456175956622,6,1.1666666666666667,0.5833333333333334,O7,de-protonated,0,-9999,C12 H14 O7,12,14,7,-9999,-9999,-9999,-9999
