Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,15N,17O,33S,34S
5,199.061093,199.06105313554863,199.06119703228907,823404.2,-9999,1076583.5,13.48,-1,-0.722876897079772,0.9095400980389732,0,0.5457240588233838,4,1.3333333333333333,0.5555555555555556,O5,de-protonated,0,-9999,C9 H12 O5,9,12,5,-9999,-9999,-9999,-9999,N/A,N/A,N/A,N/A
9,211.061079,211.06104453135384,211.06119703228907,960599.1,-9999,1050667.2,15.78,-1,-0.7225436859164533,0.9096195872951276,0,0.5457717523770766,5,1.2,0.5,O5,de-protonated,0,-9999,C10 H12 O5,10,12,5,-9999,-9999,-9999,-9999,N/A,N/A,N/A,N/A
10,213.076776,213.07674243771388,213.07684709674908,1535737.1,-9999,733813.9,26.33,-1,-0.49117976273755914,0.957168466279552,0,0.5743010797677311,4,1.4,0.5,O5,de-protonated,0,-9999,C10 H14 O5,10,14,5,-9999,-9999,-9999,-9999,N/A,N/A,N/A,N/A
11,215.056024,215.05599132768464,215.05611165185908,788000.3,-9999,1105682.9,12.5,-1,-0.5595013018792092,0.9447820561873376,0,0.5668692337124025,4,1.3333333333333333,0.6666666666666666,O6,de-protonated,0,-9999,C9 H12 O6,9,12,6,-9999,-9999,-9999,-9999,N/A,N/A,N/A,N/A
12,215.092352,215.09231934401956,215.09249716120908,766197.8,-9999,625940.7,12.1,-1,-0.8267010326754884,0.8833725001302044,0,0.5300235000781226,3,1.6,0.5,O5,de-protonated,0,-9999,C10 H16 O5,10,16,5,-9999,-9999,-9999,-9999,N/A,N/A,N/A,N/A
16,221.081879,221.0818490372161,221.08193247717907,1011353.1,-9999,827522.3,16.47,-1,-0.3774164719340274,0.974485021795332,0,0.5846910130771992,6,1.1666666666666667,0.3333333333333333,O4,de-protonated,0,-9999,C12 H14 O4,12,14,4,-9999,-9999,-9999,-9999,N/A,N/A,N/A,N/A
17,223.097509,223.0974799435461,223.0975825416391,895206.8,-9999,730469.7,14.3,-1,-0.4598798959075575,0.9623524768914408,0,0.5774114861348644,5,1.3333333333333333,0.3333333333333333,O4,de-protonated,0,-9999,C12 H16 O4,12,16,4,-9999,-9999,-9999,-9999,N/A,N/A,N/A,N/A
18,225.040397,225.04036881716752,225.04046158739908,819310.1,-9999,857702.8,12.87,-1,-0.412238007806901,0.969635141022679,0,0.5817810846136073,6,1,0.6,O6,de-protonated,0,-9999,C10 H10 O6,10,10,6,-9999,-9999,-9999,-9999,N/A,N/A,N/A,N/A
19,225.076802,225.07677383353703,225.07684709674908,1582068.3,-9999,762469,26.69,-1,-0.3255031025607981,0.9809587196568006,0,0.5885752317940803,5,1.2727272727272727,0.4545454545454546,O5,de-protonated,0,-9999,C11 H14 O5,11,14,5,-9999,-9999,-9999,-9999,N/A,N/A,N/A,N/A
20,227.056045,227.05601772350556,227.05611165185908,1545350.4,-9999,599835.2,26.02,-1,-0.4136790365975763,0.9694257662426112,0,0.5816554597455668,5,1.2,0.6,O6,de-protonated,0,-9999,C10 H12 O6,10,12,6,-9999,-9999,-9999,-9999,N/A,N/A,N/A,N/A
21,227.092454,227.0924267398769,227.09249716120908,2372620.8,-9999,759894.4,41.01,-1,-0.31009977453499554,0.9827028975922716,0,0.5896217385553629,4,1.4545454545454546,0.4545454545454546,O5,de-protonated,0,-9999,C11 H16 O5,11,16,5,-9999,-9999,-9999,-9999,N/A,N/A,N/A,N/A
22,229.071715,229.07168862985353,229.0717617163191,2244706.8,-9999,683700,38.54,-1,-0.31905488923931696,0.981698784417568,0,0.5890192706505407,4,1.4,0.6,O6,de-protonated,0,-9999,C10 H14 O6,10,14,6,-9999,-9999,-9999,-9999,N/A,N/A,N/A,N/A
23,229.108093,229.1080666462109,229.1081472256691,785321.1,-9999,743785.3,12.19,-1,-0.3517092655806406,0.9778049221109794,0,0.5866829532665876,3,1.6363636363636365,0.4545454545454546,O5,de-protonated,0,-9999,C11 H18 O5,11,18,5,-9999,-9999,-9999,-9999,N/A,N/A,N/A,N/A
24,231.087347,231.08732153618436,231.0874117807791,829122.1,-9999,851387.1,12.93,-1,-0.39052146560022755,0.9727071703472628,0,0.5836243022083576,3,1.6,0.6,O6,de-protonated,0,-9999,C10 H16 O6,10,16,6,-9999,-9999,-9999,-9999,N/A,N/A,N/A,N/A
25,235.061159,235.0611353230127,235.06119703228907,895483.7,-9999,952079.3,14.06,-1,-0.26252430055171844,0.9875726023597384,0,0.5925435614158431,7,1,0.4166666666666667,O5,de-protonated,0,-9999,C12 H12 O5,12,12,5,-9999,-9999,-9999,-9999,N/A,N/A,N/A,N/A
26,235.097558,235.09753433937956,235.0975825416391,909858.1,-9999,672163.9,14.31,-1,-0.2050308600106893,0.9924013398907622,0,0.5954408039344573,6,1.2307692307692308,0.3076923076923077,O4,de-protonated,0,-9999,C13 H16 O4,13,16,4,-9999,-9999,-9999,-9999,N/A,N/A,N/A,N/A
27,237.076827,237.07680422935977,237.07684709674908,1579614.3,-9999,878589.9,26.21,-1,-0.18081643077380327,0.9940851729861616,0,0.5964511037916969,6,1.1666666666666667,0.4166666666666667,O5,de-protonated,0,-9999,C12 H14 O5,12,14,5,-9999,-9999,-9999,-9999,N/A,N/A,N/A,N/A
28,237.113209,237.113186245719,237.11323260609907,902756.6,-9999,742364.1,14.12,-1,-0.19552000355648033,0.9930875681204916,0,0.5958525408722949,5,1.3846153846153846,0.3076923076923077,O4,de-protonated,0,-9999,C13 H18 O4,13,18,4,-9999,-9999,-9999,-9999,N/A,N/A,N/A,N/A
29,239.056075,239.05605311933053,239.05611165185908,1576121.5,-9999,920162.9,26.14,-1,-0.24484849247790827,0.9891809603445216,0,0.593508576206713,6,1.0909090909090908,0.5454545454545454,O6,de-protonated,0,-9999,C11 H12 O6,11,12,6,-9999,-9999,-9999,-9999,N/A,N/A,N/A,N/A
30,239.09249,239.09246813570456,239.09249716120908,2626752,-9999,748042.1,44.89,-1,-0.12139864220687388,0.9973294486210657,0,0.5983976691726393,5,1.3333333333333333,0.4166666666666667,O5,de-protonated,0,-9999,C12 H16 O5,12,16,5,-9999,-9999,-9999,-9999,N/A,N/A,N/A,N/A
31,239.12888,239.12885815206735,239.12888267055905,1448838.3,-9999,727055.3,23.87,-1,-0.10253253976229829,0.9980942623947268,0,0.598856557436836,4,1.5384615384615383,0.3076923076923077,O4,de-protonated,0,-9999,C13 H20 O4,13,20,4,-9999,-9999,-9999,-9999,N/A,N/A,N/A,N/A
34,241.071746,241.07172502567892,241.0717617163191,3399449.5,-9999,680347,58.44,-1,-0.15219800075749065,0.9958057013804308,0,0.5974834208282583,5,1.2727272727272727,0.5454545454545454,O6,de-protonated,0,-9999,C11 H14 O6,11,14,6,-9999,-9999,-9999,-9999,N/A,N/A,N/A,N/A
