Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,18O,33S,34S
1,199.006533,199.0066103873771,199.0066733356791,4564862,-9999,789430.2,84.04,-1,-0.31631251844647346,0.982009205954118,0,0.5892055235724708,10,0.5,0.1,N2 P1 O1,de-protonated,0,-9999,C10 H5 O1 N2 P1,10,5,1,2,1,-9999,-9999,-9999,N/A,-9999
2,199.006744,199.00682138723272,199.0066733356791,5076990,-9999,639902.5,93.7,-1,0.7439527084261833,0.904452390393548,0,0.5426714342361287,10,0.5,0.1,N2 P1 O1,de-protonated,0,-9999,C10 H5 O1 N2 P1,10,5,1,2,1,-9999,-9999,-9999,N/A,-9999
7,209.084971,209.08504149291255,209.0849236579791,901118.3,-9999,635774.2,14.77,-1,0.5635745103030243,0.9439981737341416,0,0.566398904240485,5,1.5,0.1,N2 P1 O1,de-protonated,0,-9999,C10 H15 O1 N2 P1,10,15,1,2,1,-9999,-9999,-9999,N/A,-9999
10,215.001352,215.00141844563072,215.00158795524908,919516.1,-9999,815822.3,15,-1,-0.7884110065032636,0.8933408889239249,0,0.5360045333543549,10,0.5,0.2,N2 P1 O2,de-protonated,0,-9999,C10 H5 O2 N2 P1,10,5,2,2,1,-9999,-9999,-9999,N/A,-9999
11,215.001682,215.00174844540496,215.00158795524908,2024684.1,-9999,590559.4,35.41,-1,0.7464603281890656,0.9038392490306536,0,0.5423035494183921,10,0.5,0.2,N2 P1 O2,de-protonated,0,-9999,C10 H5 O2 N2 P1,10,5,2,2,1,-9999,-9999,-9999,N/A,-9999
22,221.154501,221.1545632363805,221.15470349587903,788911.4,-9999,990848.4,12.49,-1,-0.6342144043673491,0.9296159584768772,0,0.5577695750861262,4,1.5714285714285714,0.14285714285714285,O2,de-protonated,0,-9999,C14 H22 O2,14,22,2,-9999,-9999,-9999,-9999,-9999,N/A,-9999
24,227.201428,227.2014860997947,227.20165368925908,801369.3,-9999,810818.1,12.62,-1,-0.7376243159376603,0.9059924114433434,0,0.543595446866006,1,2,0.14285714285714285,O2,de-protonated,0,-9999,C14 H28 O2,14,28,2,-9999,-9999,-9999,-9999,-9999,N/A,-9999
28,235.061014,235.0610667232039,235.06119703228907,854995.1,-9999,666792,13.43,-1,-0.5543623822654211,0.9457638377838324,0,0.5674583026702994,7,1,0.4166666666666667,O5,de-protonated,0,-9999,C12 H12 O5,12,12,5,-9999,-9999,-9999,-9999,-9999,N/A,-9999
33,239.067171,239.0672209826694,239.06734504114908,787898.7,-9999,631650.6,12.16,-1,-0.5189269143525643,0.952313077495534,0,0.5713878464973204,6,1.2,0.5,N2 O5,de-protonated,0,-9999,C10 H12 O5 N2,10,12,5,2,-9999,-9999,-9999,-9999,N/A,-9999
34,239.128636,239.1286859406224,239.12888267055905,4275205,-9999,540334.9,74.86,-1,-0.8226941659173795,0.8844324559276127,0,0.5306594735565676,4,1.5384615384615383,0.3076923076923077,O4,de-protonated,0,-9999,C13 H20 O4,13,20,4,-9999,-9999,-9999,-9999,-9999,N/A,-9999
36,241.136268,241.13631656724016,241.13629052652908,4883669.5,-9999,467968.8,85.47,-1,0.10799167151653874,0.997886146270126,0,0.5987316877620755,3,1.7692307692307692,0.15384615384615383,P1 O2,de-protonated,0,-9999,C13 H23 O2 P1,13,23,2,-9999,1,-9999,-9999,-9999,N/A,-9999
38,242.139676,242.13972388082817,242.13978170721907,802268,-9999,613232.3,12.37,-1,-0.23881408714126393,0.9897049485905568,0,0.5938229691543341,3,1.75,0.3333333333333333,N1 O4,de-protonated,0,-9999,C12 H21 O4 N1,12,21,4,1,-9999,-9999,-9999,-9999,N/A,-9999
39,242.17593,242.1759778560275,242.1761672165691,6632962,-9999,382669.5,116.79,-1,-0.7819123730788572,0.44749829956462966,0.8767281105990777,0.6191902239784088,2,1.9230769230769231,0.2307692307692308,N1 O3,de-protonated,0,-9999,C13 H25 O3 N1,13,25,3,1,-9999,-9999,-9999,-9999,N/A,-9999
42,243.160061,243.1601081828025,243.16018279947903,802404.3,-9999,1078413.4,12.32,-1,-0.3068622325315003,0.983059126041998,0,0.5898354756251987,2,1.8461538461538465,0.3076923076923077,O4,de-protonated,0,-9999,C13 H24 O4,13,24,4,-9999,-9999,-9999,-9999,-9999,N/A,-9999
45,245.048622,245.04866789087444,245.0485381486291,68513496,-9999,383719.3,1220.39,-1,0.5294552921197786,0.8970014842011966,0.976975473945578,0.9289910800989492,9,0.9166666666666666,0.16666666666666666,N2 P1 O2,de-protonated,0,-9999,C12 H11 O2 N2 P1,12,11,2,2,1,-9999,-9999,-9999,N/A,-9999
46,246.052086,246.05213120442417,246.0518929836991,6929785.5,-9999,477391.7,121.63,-1,0.9681726978363272,0.8435952632190296,0.976975473945578,0.896947347509649,9,1,0.18181818181818185,13C1 N2 P1 O2,de-protonated,1,45,C11 H11 O2 N2 P1 13C1,11,11,2,2,1,-9999,1,-9999,N/A,-9999
46,246.052086,246.05213120442417,246.05202932931903,6929785.5,-9999,477391.7,121.63,-1,0.41403887367051734,0.4846866883317421,0.89367660343270094,0.6482826543721256,9,0.8181818181818182,0.3636363636363637,N3 O4,de-protonated,0,-9999,C11 H9 O4 N3,11,9,4,3,-9999,-9999,-9999,-9999,N/A,-9999
48,249.14945,249.14949308557732,249.14961811544907,6171488.5,-9999,497977.9,107.67,-1,-0.5018264635498361,0.9643326616923544,0.9923676665951582,0.9755466636534758,5,1.4666666666666666,0.2,O3,de-protonated,0,-9999,C15 H22 O3,15,22,3,-9999,-9999,-9999,-9999,-9999,N/A,-9999
50,250.152834,250.15287639918176,250.15297295051909,938170.4,-9999,532566,14.6,-1,-0.385969178024483,0.9733312516115468,0.9923676665951582,0.9809458176049914,5,1.5714285714285714,0.21428571428571427,13C1 O3,de-protonated,1,48,C14 H22 O3 13C1,14,22,3,-9999,-9999,-9999,1,-9999,N/A,-9999
51,251.128673,251.12871473162917,251.12888267055905,823053.9,-9999,773341.5,12.56,-1,-0.668736021598679,0.9220597249690974,0,0.5532358349814585,5,1.4285714285714286,0.2857142857142857,O4,de-protonated,0,-9999,C14 H20 O4,14,20,4,-9999,-9999,-9999,-9999,-9999,N/A,-9999
52,253.144318,253.14435835276535,253.14453273501908,6495159.5,-9999,388633.7,112.96,-1,-0.6888643883383156,0.9575775243408768,0.9910556935717442,0.9709687920332236,4,1.5714285714285714,0.2857142857142857,O4,de-protonated,0,-9999,C14 H22 O4,14,22,4,-9999,-9999,-9999,-9999,-9999,N/A,-9999
54,254.147819,254.14785866628975,254.14788757008907,1061319.9,-9999,915576.6,16.7,-1,-0.11372826898056626,0.99765587283610635,0.9910556935717442,0.9950158011303616,4,1.6923076923076923,0.3076923076923077,13C1 O4,de-protonated,1,52,C13 H22 O4 13C1,13,22,4,-9999,-9999,-9999,1,-9999,N/A,-9999
57,255.232857,255.23289592403623,255.2329538181791,14106849,-9999,506242,246.62,-1,-0.22682863642049103,0.9908193844681196,0.994204931401667,0.9921736032415384,1,2,0.125,O2,de-protonated,0,-9999,C16 H32 O2,16,32,2,-9999,-9999,-9999,-9999,-9999,N/A,-9999
59,256.236213,256.2362512376598,256.23630865324907,2554475.8,-9999,465573.3,43.01,-1,-0.22407280824259937,0.9909310841891577,0.994204931401667,0.9922406230741614,1,2.1333333333333333,0.13333333333333333,13C1 O2,de-protonated,1,57,C15 H32 O2 13C1,15,32,2,-9999,-9999,-9999,1,-9999,N/A,-9999
63,261.043659,261.04369394897896,261.0438328907191,1526425.5,-9999,345579.9,24.59,-1,-0.5322544440462323,0.949895340770645,0,0.5699372044623869,4,1.4,0.6,S1 O6,de-protonated,0,-9999,C10 H14 O6 S1,10,14,6,-9999,-9999,1,-9999,-9999,N/A,-9999
63,261.043659,261.04369394897896,261.0434527681991,1526425.5,-9999,345579.9,24.59,-1,0.9239104728473764,0.856512373217701,0,0.5139074239306206,9,0.9166666666666666,0.25,N2 P1 O3,de-protonated,0,-9999,C12 H11 O3 N2 P1,12,11,3,2,1,-9999,-9999,-9999,N/A,-9999
70,265.14749,265.1475221416276,265.1475239158191,38502836,-9999,829717.6,664.55,-1,-0.00669133724819873,0.499995937925289,0.8684926696514785,0.6473946306157649,5,1.6428571428571428,0.07142857142857142,N2 P1 O1,de-protonated,0,-9999,C14 H23 O1 N2 P1,14,23,1,2,1,-9999,-9999,-9999,N/A,-9999
71,265.147818,265.1478501414031,265.14790403833905,48073140,-9999,375753.9,830.23,-1,-0.20327121241835264,0.9829143329479572,0.9931622670267746,0.9870135065794844,0,2.1666666666666665,0.3333333333333333,S1 O4,de-protonated,0,-9999,C12 H26 O4 S1,12,26,4,-9999,-9999,1,-9999,-9999,N/A,-9999
72,266.151181,266.15121245502195,266.15125887340906,6412067.5,-9999,312727.4,109.01,-1,-0.17440604005024776,0.9835694231831876,0.9931622670267746,0.9874065607206224,0,2.363636363636364,0.3636363636363637,13C1 S1 O4,de-protonated,1,71,C11 H26 O4 S1 13C1,11,26,4,-9999,-9999,1,1,-9999,N/A,-9999
72,266.151181,266.15121245502195,266.15101509650907,6412067.5,-9999,312727.4,109.01,-1,0.7415283116860928,0.45252180732540154,0.8767281105990777,0.622204328634872,5,1.6153846153846154,0.2307692307692308,N3 O3,de-protonated,0,-9999,C13 H21 O3 N3,13,21,3,3,-9999,-9999,-9999,-9999,N/A,-9999
