# HeaderRows_16
# HeaderRows_Format: Column_Header; Unit; InstallationMethod_ID; Instrument_Summary
# DateTime; YYYY-MM-DD hh:mm:ss UTC-08:00; ManualChamberDark_02; PME MiniDOT Logger real time clock.
# Temperature_1; degree_celsius; ManualChamberDark_02; PME MiniDOT Logger with temperature sensor.
# Temperature_2; degree_celsius; ManualChamberDark_02; PME MiniDOT Logger with temperature sensor.
# Temperature_3; degree_celsius; ManualChamberDark_02; PME MiniDOT Logger with temperature sensor.
# Dissolved_Oxygen_1; milligrams_per_liter; ManualChamberDark_02; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching).
# Dissolved_Oxygen_2; milligrams_per_liter; ManualChamberDark_02; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching).
# Dissolved_Oxygen_3; milligrams_per_liter; ManualChamberDark_02; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching).
# Dissolved_Oxygen_Saturation_1; percent_saturation; ManualChamberDark_02; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching). Calculated using Garcia & Gordon (1992) equation.
# Dissolved_Oxygen_Saturation_2; percent_saturation; ManualChamberDark_02; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching). Calculated using Garcia & Gordon (1992) equation.
# Dissolved_Oxygen_Saturation_3; percent_saturation; ManualChamberDark_02; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching). Calculated using Garcia & Gordon (1992) equation.
# Battery_1; volts; ManualChamberDark_02; PME MiniDOT Logger internal batteries.
# Battery_2; volts; ManualChamberDark_02; PME MiniDOT Logger internal batteries.
# Battery_3; volts; ManualChamberDark_02; PME MiniDOT Logger internal batteries.
DateTime,Parent_ID,Site_ID,Temperature_1,Temperature_2,Temperature_3,Dissolved_Oxygen_1,Dissolved_Oxygen_2,Dissolved_Oxygen_3,Dissolved_Oxygen_Saturation_1,Dissolved_Oxygen_Saturation_2,Dissolved_Oxygen_Saturation_3,Battery_1,Battery_2,Battery_3
 2022-08-08 12:19:00,SSS026,S36,21.189,21.211,21.201,13.483,13.456,13.866,156.012,155.77,160.482,3.53,3.51,3.51
 2022-08-08 12:20:00,SSS026,S36,21.18,21.211,21.209,13.492,13.456,13.846,156.086,155.77,160.276,3.53,3.51,3.51
 2022-08-08 12:21:00,SSS026,S36,21.197,21.211,21.218,13.476,13.461,13.83,155.96,155.832,160.121,3.53,3.51,3.51
 2022-08-08 12:22:00,SSS026,S36,21.18,21.22,21.226,13.446,13.421,13.819,155.554,155.386,160.012,3.53,3.51,3.51
 2022-08-08 12:23:00,SSS026,S36,21.206,21.236,21.243,13.457,13.447,13.795,155.76,155.746,159.797,3.53,3.51,3.51
 2022-08-08 12:24:00,SSS026,S36,21.189,21.245,21.234,13.444,13.416,13.794,155.568,155.412,159.756,3.53,3.51,3.51
 2022-08-08 12:25:00,SSS026,S36,21.222,21.253,21.251,13.419,13.412,13.78,155.377,155.387,159.639,3.53,3.51,3.51
 2022-08-08 12:26:00,SSS026,S36,21.222,21.236,21.268,13.418,13.393,13.763,155.364,155.111,159.496,3.53,3.51,3.51
 2022-08-08 12:27:00,SSS026,S36,21.239,21.261,21.268,13.409,13.353,13.757,155.314,154.726,159.435,3.53,3.51,3.51
 2022-08-08 12:28:00,SSS026,S36,21.247,21.261,21.293,13.381,13.347,13.733,155.009,154.664,159.232,3.53,3.51,3.51
 2022-08-08 12:29:00,SSS026,S36,21.264,21.261,21.268,13.365,13.374,13.736,154.87,154.975,159.191,3.53,3.51,3.51
 2022-08-08 12:30:00,SSS026,S36,21.272,21.287,21.285,13.359,13.325,13.708,154.831,154.48,158.915,3.53,3.51,3.51
 2022-08-08 12:31:00,SSS026,S36,21.272,21.287,21.293,13.337,13.336,13.704,154.582,154.61,158.896,3.53,3.51,3.51
 2022-08-08 12:32:00,SSS026,S36,21.297,21.287,21.301,13.324,13.312,13.7,154.51,154.341,158.878,3.53,3.51,3.51
