# HeaderRows_16
# HeaderRows_Format: Column_Header; Unit; InstallationMethod_ID; Instrument_Summary
# DateTime; YYYY-MM-DD hh:mm:ss UTC-08:00; ManualChamberDark_02; PME MiniDOT Logger real time clock.
# Temperature_1; degree_celsius; ManualChamberDark_02; PME MiniDOT Logger with temperature sensor.
# Temperature_2; degree_celsius; ManualChamberDark_02; PME MiniDOT Logger with temperature sensor.
# Temperature_3; degree_celsius; ManualChamberDark_02; PME MiniDOT Logger with temperature sensor.
# Dissolved_Oxygen_1; milligrams_per_liter; ManualChamberDark_02; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching).
# Dissolved_Oxygen_2; milligrams_per_liter; ManualChamberDark_02; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching).
# Dissolved_Oxygen_3; milligrams_per_liter; ManualChamberDark_02; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching).
# Dissolved_Oxygen_Saturation_1; percent_saturation; ManualChamberDark_02; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching). Calculated using Garcia & Gordon (1992) equation.
# Dissolved_Oxygen_Saturation_2; percent_saturation; ManualChamberDark_02; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching). Calculated using Garcia & Gordon (1992) equation.
# Dissolved_Oxygen_Saturation_3; percent_saturation; ManualChamberDark_02; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching). Calculated using Garcia & Gordon (1992) equation.
# Battery_1; volts; ManualChamberDark_02; PME MiniDOT Logger internal batteries.
# Battery_2; volts; ManualChamberDark_02; PME MiniDOT Logger internal batteries.
# Battery_3; volts; ManualChamberDark_02; PME MiniDOT Logger internal batteries.
DateTime,Parent_ID,Site_ID,Temperature_1,Temperature_2,Temperature_3,Dissolved_Oxygen_1,Dissolved_Oxygen_2,Dissolved_Oxygen_3,Dissolved_Oxygen_Saturation_1,Dissolved_Oxygen_Saturation_2,Dissolved_Oxygen_Saturation_3,Battery_1,Battery_2,Battery_3
 2022-08-11 10:11:00,SSS047,S23,13.675,13.667,13.727,9.888,9.785,9.699,101.655,100.576,99.827,3.48,3.49,3.5
 2022-08-11 10:12:00,SSS047,S23,13.657,13.641,13.701,9.886,9.797,9.705,101.592,100.637,99.823,3.48,3.49,3.5
 2022-08-11 10:13:00,SSS047,S23,13.666,13.641,13.701,9.889,9.802,9.711,101.645,100.692,99.888,3.48,3.49,3.5
 2022-08-11 10:14:00,SSS047,S23,13.666,13.667,13.692,9.904,9.796,9.716,101.799,100.685,99.922,3.48,3.49,3.49
 2022-08-11 10:15:00,SSS047,S23,13.649,13.658,13.675,9.9,9.776,9.719,101.717,100.458,99.917,3.48,3.49,3.49
 2022-08-11 10:16:00,SSS047,S23,13.657,13.658,13.666,9.897,9.798,9.721,101.703,100.687,99.919,3.48,3.49,3.5
 2022-08-11 10:17:00,SSS047,S23,13.657,13.65,13.675,9.906,9.794,9.718,101.791,100.626,99.907,3.48,3.49,3.5
 2022-08-11 10:18:00,SSS047,S23,13.657,13.667,13.675,9.9,9.804,9.716,101.737,100.773,99.886,3.48,3.49,3.5
 2022-08-11 10:19:00,SSS047,S23,13.649,13.667,13.675,9.909,9.8,9.716,101.807,100.73,99.887,3.48,3.49,3.49
 2022-08-11 10:20:00,SSS047,S23,13.666,13.65,13.666,9.899,9.808,9.718,101.747,100.78,99.889,3.48,3.49,3.49
 2022-08-11 10:21:00,SSS047,S23,13.666,13.632,13.658,9.906,9.807,9.72,101.814,100.73,99.894,3.48,3.49,3.49
 2022-08-11 10:22:00,SSS047,S23,13.657,13.65,13.649,9.907,9.795,9.723,101.805,100.64,99.896,3.48,3.49,3.49
 2022-08-11 10:23:00,SSS047,S23,13.631,13.667,13.658,9.912,9.792,9.723,101.802,100.646,99.917,3.48,3.49,3.49
 2022-08-11 10:24:00,SSS047,S23,13.666,13.65,13.649,9.902,9.802,9.731,101.783,100.717,99.984,3.48,3.49,3.49
