# HeaderRows_12
# HeaderRows_Format: Column_Header; Unit; InstallationMethod_ID; Instrument_Summary
# DateTime; YYYY-MM-DD hh:mm:ss UTC-08:00; ManualChamberDark_02; PME MiniDOT Logger real time clock.
# Temperature_1; degree_celsius; ManualChamberDark_02; PME MiniDOT Logger with temperature sensor.
# Temperature_2; degree_celsius; ManualChamberDark_02; PME MiniDOT Logger with temperature sensor.
# Dissolved_Oxygen_1; milligrams_per_liter; ManualChamberDark_02; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching).
# Dissolved_Oxygen_2; milligrams_per_liter; ManualChamberDark_02; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching).
# Dissolved_Oxygen_Saturation_1; percent_saturation; ManualChamberDark_02; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching). Calculated using Garcia & Gordon (1992) equation.
# Dissolved_Oxygen_Saturation_2; percent_saturation; ManualChamberDark_02; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching). Calculated using Garcia & Gordon (1992) equation.
# Battery_1; volts; ManualChamberDark_02; PME MiniDOT Logger internal batteries.
# Battery_2; volts; ManualChamberDark_02; PME MiniDOT Logger internal batteries.
DateTime,Parent_ID,Site_ID,Temperature_1,Temperature_2,Dissolved_Oxygen_1,Dissolved_Oxygen_2,Dissolved_Oxygen_Saturation_1,Dissolved_Oxygen_Saturation_2,Battery_1,Battery_2
 2022-08-09 10:13:00,SSS016,T42,16.519,16.526,9.66,9.754,104.339,105.372,3.49,3.5
 2022-08-09 10:14:00,SSS016,T42,16.494,16.509,9.675,9.761,104.444,105.401,3.49,3.5
 2022-08-09 10:15:00,SSS016,T42,16.485,16.492,9.659,9.758,104.253,105.341,3.49,3.5
 2022-08-09 10:16:00,SSS016,T42,16.494,16.509,9.652,9.749,104.195,105.28,3.49,3.5
 2022-08-09 10:17:00,SSS016,T42,16.494,16.492,9.658,9.754,104.267,105.302,3.49,3.5
 2022-08-09 10:18:00,SSS016,T42,16.502,16.484,9.658,9.752,104.287,105.264,3.49,3.5
 2022-08-09 10:19:00,SSS016,T42,16.502,16.484,9.648,9.748,104.187,105.222,3.49,3.5
 2022-08-09 10:20:00,SSS016,T42,16.494,16.492,9.666,9.752,104.366,105.287,3.49,3.5
 2022-08-09 10:21:00,SSS016,T42,16.494,16.501,9.652,9.75,104.209,105.287,3.49,3.5
 2022-08-09 10:22:00,SSS016,T42,16.511,16.492,9.651,9.745,104.238,105.214,3.49,3.5
 2022-08-09 10:23:00,SSS016,T42,16.511,16.518,9.655,9.739,104.286,105.207,3.49,3.5
 2022-08-09 10:24:00,SSS016,T42,16.494,16.492,9.659,9.745,104.297,105.219,3.49,3.5
 2022-08-09 10:25:00,SSS016,T42,16.494,16.526,9.657,9.726,104.277,105.095,3.49,3.5
 2022-08-09 10:26:00,SSS016,T42,16.494,16.509,9.654,9.741,104.246,105.218,3.49,3.5
 2022-08-09 10:27:00,SSS016,T42,16.511,16.509,9.648,9.743,104.228,105.243,3.49,3.5
 2022-08-09 10:28:00,SSS016,T42,16.502,16.518,9.653,9.746,104.257,105.3,3.49,3.5
 2022-08-09 10:29:00,SSS016,T42,16.485,16.492,9.658,9.744,104.28,105.222,3.49,3.5
 2022-08-09 10:30:00,SSS016,T42,16.511,16.518,9.645,9.735,104.202,105.192,3.49,3.5
 2022-08-09 10:31:00,SSS016,T42,16.511,16.526,9.649,9.74,104.249,105.256,3.49,3.5
 2022-08-09 10:32:00,SSS016,T42,16.519,16.509,9.647,9.742,104.245,105.242,3.49,3.5
 2022-08-09 10:33:00,SSS016,T42,16.511,16.509,9.641,9.735,104.159,105.175,3.49,3.5
 2022-08-09 10:34:00,SSS016,T42,16.528,16.526,9.642,9.729,104.209,105.146,3.49,3.5
 2022-08-09 10:35:00,SSS016,T42,16.502,16.535,9.643,9.718,104.164,105.043,3.49,3.5
 2022-08-09 10:36:00,SSS016,T42,16.528,16.501,9.63,9.735,104.085,105.16,3.49,3.5
 2022-08-09 10:37:00,SSS016,T42,16.519,16.543,9.646,9.722,104.238,105.108,3.49,3.5
 2022-08-09 10:38:00,SSS016,T42,16.528,16.526,9.633,9.728,104.11,105.139,3.49,3.5
 2022-08-09 10:39:00,SSS016,T42,16.502,16.535,9.648,9.72,104.226,105.069,3.49,3.5
 2022-08-09 10:40:00,SSS016,T42,16.519,16.526,9.631,9.72,104.081,105.05,3.49,3.5
 2022-08-09 10:41:00,SSS016,T42,16.511,16.526,9.642,9.723,104.179,105.085,3.49,3.5
 2022-08-09 10:42:00,SSS016,T42,16.536,16.552,9.629,9.713,104.097,105.042,3.49,3.5
 2022-08-09 10:43:00,SSS016,T42,16.511,16.543,9.639,9.721,104.146,105.102,3.49,3.5
 2022-08-09 10:44:00,SSS016,T42,16.528,16.552,9.644,9.708,104.242,104.988,3.49,3.5
 2022-08-09 10:45:00,SSS016,T42,16.528,16.552,9.622,9.71,104.002,105.011,3.49,3.5
 2022-08-09 10:46:00,SSS016,T42,16.511,16.543,9.634,9.722,104.092,105.117,3.49,3.5
 2022-08-09 10:47:00,SSS016,T42,16.511,16.552,9.637,9.707,104.128,104.98,3.49,3.5
 2022-08-09 10:48:00,SSS016,T42,16.536,16.552,9.635,9.711,104.161,105.026,3.49,3.5
 2022-08-09 10:49:00,SSS016,T42,16.519,16.543,9.634,9.713,104.113,105.03,3.49,3.5
 2022-08-09 10:50:00,SSS016,T42,16.511,16.543,9.627,9.721,104.028,105.11,3.49,3.5
 2022-08-09 10:51:00,SSS016,T42,16.536,16.56,9.627,9.711,104.084,105.047,3.49,3.5
 2022-08-09 10:52:00,SSS016,T42,16.536,16.543,9.635,9.709,104.166,104.988,3.49,3.5
 2022-08-09 10:53:00,SSS016,T42,16.545,16.56,9.628,9.708,104.118,105.016,3.49,3.5
 2022-08-09 10:54:00,SSS016,T42,16.536,16.552,9.629,9.706,104.111,104.977,3.49,3.5
 2022-08-09 10:55:00,SSS016,T42,16.528,16.569,9.624,9.713,104.037,105.095,3.49,3.5
 2022-08-09 10:56:00,SSS016,T42,16.553,16.569,9.617,9.708,104.013,105.039,3.49,3.5
 2022-08-09 10:57:00,SSS016,T42,16.545,16.535,9.633,9.723,104.168,105.123,3.49,3.5
 2022-08-09 10:58:00,SSS016,T42,16.562,16.586,9.625,9.686,104.127,104.842,3.49,3.5
 2022-08-09 10:59:00,SSS016,T42,16.553,16.569,9.622,9.704,104.074,104.998,3.49,3.5
 2022-08-09 11:00:00,SSS016,T42,16.57,16.594,9.623,9.694,104.124,104.941,3.49,3.5
 2022-08-09 11:01:00,SSS016,T42,16.57,16.594,9.616,9.685,104.044,104.852,3.49,3.5
 2022-08-09 11:02:00,SSS016,T42,16.562,16.577,9.622,9.707,104.097,105.053,3.49,3.49
 2022-08-09 11:03:00,SSS016,T42,16.57,16.603,9.631,9.705,104.219,105.089,3.49,3.49
 2022-08-09 11:04:00,SSS016,T42,16.553,16.594,9.631,9.7,104.183,105.014,3.49,3.49
 2022-08-09 11:05:00,SSS016,T42,16.57,16.611,9.624,9.696,104.141,105.007,3.49,3.49
 2022-08-09 11:06:00,SSS016,T42,16.587,16.577,9.621,9.711,104.145,105.103,3.49,3.49
 2022-08-09 11:07:00,SSS016,T42,16.579,16.594,9.623,9.705,104.152,105.074,3.49,3.49
 2022-08-09 11:08:00,SSS016,T42,16.587,16.611,9.621,9.703,104.147,105.09,3.49,3.49
 2022-08-09 11:09:00,SSS016,T42,16.596,16.586,9.623,9.717,104.191,105.183,3.49,3.49
 2022-08-09 11:10:00,SSS016,T42,16.604,16.62,9.619,9.692,104.164,104.988,3.49,3.49
 2022-08-09 11:11:00,SSS016,T42,16.613,16.645,9.612,9.683,104.116,104.954,3.49,3.49
 2022-08-09 11:12:00,SSS016,T42,16.604,16.62,9.613,9.7,104.109,105.081,3.49,3.49
 2022-08-09 11:13:00,SSS016,T42,16.63,16.645,9.608,9.694,104.11,105.07,3.49,3.49
 2022-08-09 11:14:00,SSS016,T42,16.63,16.662,9.608,9.689,104.111,105.063,3.49,3.49
 2022-08-09 11:15:00,SSS016,T42,16.621,16.662,9.609,9.687,104.104,105.042,3.49,3.49
 2022-08-09 11:16:00,SSS016,T42,16.63,16.654,9.616,9.695,104.193,105.103,3.49,3.49
 2022-08-09 11:17:00,SSS016,T42,16.638,16.645,9.608,9.695,104.13,105.083,3.49,3.49
 2022-08-09 11:18:00,SSS016,T42,16.638,16.662,9.616,9.7,104.21,105.178,3.49,3.49
 2022-08-09 11:19:00,SSS016,T42,16.647,16.671,9.598,9.691,104.035,105.095,3.49,3.49
 2022-08-09 11:20:00,SSS016,T42,16.655,16.662,9.607,9.698,104.156,105.155,3.49,3.49
 2022-08-09 11:21:00,SSS016,T42,16.664,16.679,9.611,9.689,104.221,105.102,3.49,3.49
