# HeaderRows_16
# HeaderRows_Format: Column_Header; Unit; InstallationMethod_ID; Instrument_Summary
# DateTime; YYYY-MM-DD hh:mm:ss UTC-08:00; ManualChamberDark_02; PME MiniDOT Logger real time clock.
# Temperature_1; degree_celsius; ManualChamberDark_02; PME MiniDOT Logger with temperature sensor.
# Temperature_2; degree_celsius; ManualChamberDark_02; PME MiniDOT Logger with temperature sensor.
# Temperature_3; degree_celsius; ManualChamberDark_02; PME MiniDOT Logger with temperature sensor.
# Dissolved_Oxygen_1; milligrams_per_liter; ManualChamberDark_02; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching).
# Dissolved_Oxygen_2; milligrams_per_liter; ManualChamberDark_02; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching).
# Dissolved_Oxygen_3; milligrams_per_liter; ManualChamberDark_02; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching).
# Dissolved_Oxygen_Saturation_1; percent_saturation; ManualChamberDark_02; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching). Calculated using Garcia & Gordon (1992) equation.
# Dissolved_Oxygen_Saturation_2; percent_saturation; ManualChamberDark_02; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching). Calculated using Garcia & Gordon (1992) equation.
# Dissolved_Oxygen_Saturation_3; percent_saturation; ManualChamberDark_02; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching). Calculated using Garcia & Gordon (1992) equation.
# Battery_1; volts; ManualChamberDark_02; PME MiniDOT Logger internal batteries.
# Battery_2; volts; ManualChamberDark_02; PME MiniDOT Logger internal batteries.
# Battery_3; volts; ManualChamberDark_02; PME MiniDOT Logger internal batteries.
DateTime,Parent_ID,Site_ID,Temperature_1,Temperature_2,Temperature_3,Dissolved_Oxygen_1,Dissolved_Oxygen_2,Dissolved_Oxygen_3,Dissolved_Oxygen_Saturation_1,Dissolved_Oxygen_Saturation_2,Dissolved_Oxygen_Saturation_3,Battery_1,Battery_2,Battery_3
 2022-08-09 12:48:00,SSS042,S51,16.12,16.107,16.085,10.1,9.986,9.895,109.119,107.855,106.818,3.48,3.48,3.49
 2022-08-09 12:49:00,SSS042,S51,16.138,16.116,16.076,10.089,9.992,9.908,109.034,107.944,106.945,3.48,3.48,3.49
 2022-08-09 12:50:00,SSS042,S51,16.129,16.124,16.11,10.091,9.987,9.902,109.036,107.906,106.954,3.48,3.48,3.49
 2022-08-09 12:51:00,SSS042,S51,16.138,16.124,16.11,10.084,9.976,9.903,108.987,107.78,106.966,3.48,3.48,3.49
 2022-08-09 12:52:00,SSS042,S51,16.112,16.116,16.093,10.089,9.98,9.9,108.974,107.807,106.893,3.48,3.48,3.49
 2022-08-09 12:53:00,SSS042,S51,16.138,16.124,16.076,10.081,9.974,9.914,108.953,107.769,107.002,3.48,3.48,3.49
 2022-08-09 12:54:00,SSS042,S51,16.12,16.107,16.102,10.083,9.964,9.9,108.934,107.616,106.913,3.48,3.48,3.49
 2022-08-09 12:55:00,SSS042,S51,16.12,16.124,16.085,10.082,9.972,9.905,108.923,107.746,106.931,3.48,3.48,3.49
 2022-08-09 12:56:00,SSS042,S51,16.12,16.124,16.11,10.076,9.97,9.89,108.853,107.723,106.829,3.48,3.48,3.49
 2022-08-09 12:57:00,SSS042,S51,16.12,16.098,16.093,10.078,9.979,9.916,108.876,107.755,107.063,3.48,3.48,3.49
 2022-08-09 12:58:00,SSS042,S51,16.103,16.107,16.11,10.084,9.974,9.897,108.906,107.73,106.898,3.48,3.48,3.49
 2022-08-09 12:59:00,SSS042,S51,16.103,16.09,16.093,10.081,9.965,9.896,108.872,107.588,106.848,3.48,3.48,3.49
 2022-08-09 13:00:00,SSS042,S51,16.12,16.098,16.102,10.081,9.965,9.893,108.911,107.606,106.834,3.48,3.48,3.49
 2022-08-09 13:01:00,SSS042,S51,16.103,16.116,16.068,10.077,9.965,9.903,108.826,107.648,106.87,3.48,3.48,3.49
