# HeaderRows_16
# HeaderRows_Format: Column_Header; Unit; InstallationMethod_ID; Instrument_Summary
# DateTime; YYYY-MM-DD hh:mm:ss UTC-08:00; ManualChamberDark_02; PME MiniDOT Logger real time clock.
# Temperature_1; degree_celsius; ManualChamberDark_02; PME MiniDOT Logger with temperature sensor.
# Temperature_2; degree_celsius; ManualChamberDark_02; PME MiniDOT Logger with temperature sensor.
# Temperature_3; degree_celsius; ManualChamberDark_02; PME MiniDOT Logger with temperature sensor.
# Dissolved_Oxygen_1; milligrams_per_liter; ManualChamberDark_02; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching).
# Dissolved_Oxygen_2; milligrams_per_liter; ManualChamberDark_02; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching).
# Dissolved_Oxygen_3; milligrams_per_liter; ManualChamberDark_02; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching).
# Dissolved_Oxygen_Saturation_1; percent_saturation; ManualChamberDark_02; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching). Calculated using Garcia & Gordon (1992) equation.
# Dissolved_Oxygen_Saturation_2; percent_saturation; ManualChamberDark_02; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching). Calculated using Garcia & Gordon (1992) equation.
# Dissolved_Oxygen_Saturation_3; percent_saturation; ManualChamberDark_02; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching). Calculated using Garcia & Gordon (1992) equation.
# Battery_1; volts; ManualChamberDark_02; PME MiniDOT Logger internal batteries.
# Battery_2; volts; ManualChamberDark_02; PME MiniDOT Logger internal batteries.
# Battery_3; volts; ManualChamberDark_02; PME MiniDOT Logger internal batteries.
DateTime,Parent_ID,Site_ID,Temperature_1,Temperature_2,Temperature_3,Dissolved_Oxygen_1,Dissolved_Oxygen_2,Dissolved_Oxygen_3,Dissolved_Oxygen_Saturation_1,Dissolved_Oxygen_Saturation_2,Dissolved_Oxygen_Saturation_3,Battery_1,Battery_2,Battery_3
 2022-08-11 12:47:00,SSS048,S29,21.39,21.395,21.384,8.859,8.726,8.67,107.109,105.512,104.81,3.47,3.47,3.48
 2022-08-11 12:48:00,SSS048,S29,21.432,21.403,21.426,8.86,8.723,8.653,107.203,105.483,104.687,3.47,3.47,3.48
 2022-08-11 12:49:00,SSS048,S29,21.466,21.428,21.426,8.852,8.715,8.673,107.205,105.466,104.949,3.47,3.47,3.48
 2022-08-11 12:50:00,SSS048,S29,21.466,21.42,21.443,8.85,8.733,8.657,107.108,105.597,104.723,3.47,3.47,3.48
 2022-08-11 12:51:00,SSS048,S29,21.474,21.462,21.468,8.848,8.719,8.652,107.149,105.567,104.76,3.47,3.47,3.48
 2022-08-11 12:52:00,SSS048,S29,21.499,21.462,21.501,8.844,8.722,8.644,107.134,105.577,104.723,3.47,3.47,3.48
 2022-08-11 12:53:00,SSS048,S29,21.516,21.479,21.51,8.841,8.714,8.651,107.152,105.543,104.839,3.47,3.47,3.48
 2022-08-11 12:54:00,SSS048,S29,21.549,21.487,21.526,8.834,8.716,8.638,107.136,105.578,104.712,3.47,3.47,3.48
 2022-08-11 12:55:00,SSS048,S29,21.549,21.504,21.543,8.838,8.715,8.656,107.18,105.594,104.956,3.47,3.47,3.48
 2022-08-11 12:56:00,SSS048,S29,21.583,21.529,21.543,8.825,8.706,8.645,107.089,105.536,104.835,3.47,3.47,3.48
 2022-08-11 12:57:00,SSS048,S29,21.608,21.529,21.56,8.83,8.716,8.656,107.176,105.635,104.968,3.47,3.47,3.48
 2022-08-11 12:58:00,SSS048,S29,21.625,21.571,21.585,8.816,8.706,8.654,107.078,105.628,105.028,3.47,3.47,3.48
 2022-08-11 12:59:00,SSS048,S29,21.633,21.571,21.618,8.828,8.714,8.643,107.23,105.723,104.96,3.47,3.47,3.48
 2022-08-11 13:00:00,SSS048,S29,21.65,21.579,21.618,8.829,8.714,8.648,107.293,105.754,105.026,3.47,3.47,3.48
 2022-08-11 13:01:00,SSS048,S29,21.675,21.596,21.635,8.826,8.701,8.65,107.299,105.627,105.078,3.46,3.47,3.48
 2022-08-11 13:02:00,SSS048,S29,21.683,21.612,21.643,8.817,8.701,8.64,107.225,105.674,104.993,3.46,3.47,3.48
 2022-08-11 13:03:00,SSS048,S29,21.725,21.654,21.677,8.82,8.698,8.647,107.366,105.735,105.153,3.46,3.47,3.48
 2022-08-11 13:04:00,SSS048,S29,21.717,21.654,21.702,8.821,8.71,8.635,107.362,105.876,105.063,3.46,3.47,3.47
 2022-08-11 13:05:00,SSS048,S29,21.725,21.679,21.702,8.833,8.694,8.637,107.492,105.706,105.06,3.46,3.47,3.47
 2022-08-11 13:06:00,SSS048,S29,21.742,21.679,21.719,8.822,8.709,8.64,107.419,105.907,105.155,3.46,3.47,3.47
 2022-08-11 13:07:00,SSS048,S29,21.758,21.704,21.719,8.82,8.69,8.634,107.44,105.741,105.091,3.46,3.47,3.47
 2022-08-11 13:08:00,SSS048,S29,21.792,21.729,21.777,8.819,8.706,8.641,107.512,105.999,105.313,3.46,3.47,3.47
 2022-08-11 13:09:00,SSS048,S29,21.8,21.738,21.794,8.823,8.7,8.636,107.53,105.903,105.234,3.46,3.47,3.47
 2022-08-11 13:10:00,SSS048,S29,21.825,21.771,21.794,8.802,8.69,8.65,107.343,105.863,105.421,3.46,3.47,3.47
 2022-08-11 13:11:00,SSS048,S29,21.859,21.771,21.827,8.813,8.701,8.639,107.566,106.027,105.383,3.46,3.47,3.47
 2022-08-11 13:12:00,SSS048,S29,21.859,21.796,21.827,8.813,8.703,8.644,107.537,106.063,105.418,3.46,3.47,3.47
 2022-08-11 13:13:00,SSS048,S29,21.876,21.796,21.852,8.811,8.707,8.644,107.591,106.157,105.512,3.46,3.47,3.47
