# HeaderRows_12
# HeaderRows_Format: Column_Header; Unit; InstallationMethod_ID; Instrument_Summary
# DateTime; YYYY-MM-DD hh:mm:ss UTC-08:00; ManualChamberDark_02; PME MiniDOT Logger real time clock.
# Temperature_1; degree_celsius; ManualChamberDark_02; PME MiniDOT Logger with temperature sensor.
# Temperature_2; degree_celsius; ManualChamberDark_02; PME MiniDOT Logger with temperature sensor.
# Dissolved_Oxygen_1; milligrams_per_liter; ManualChamberDark_02; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching).
# Dissolved_Oxygen_2; milligrams_per_liter; ManualChamberDark_02; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching).
# Dissolved_Oxygen_Saturation_1; percent_saturation; ManualChamberDark_02; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching). Calculated using Garcia & Gordon (1992) equation.
# Dissolved_Oxygen_Saturation_2; percent_saturation; ManualChamberDark_02; PME MiniDOT Logger with optical dissolved oxygen sensor (fluorescence quenching). Calculated using Garcia & Gordon (1992) equation.
# Battery_1; volts; ManualChamberDark_02; PME MiniDOT Logger internal batteries.
# Battery_2; volts; ManualChamberDark_02; PME MiniDOT Logger internal batteries.
DateTime,Parent_ID,Site_ID,Temperature_1,Temperature_2,Dissolved_Oxygen_1,Dissolved_Oxygen_2,Dissolved_Oxygen_Saturation_1,Dissolved_Oxygen_Saturation_2,Battery_1,Battery_2
 2022-08-08 14:56:00,SSS015,T03,19.261,19.294,10.143,10.125,114.165,114.044,3.48,3.49
 2022-08-08 14:57:00,SSS015,T03,19.295,19.294,10.121,10.133,114,114.127,3.48,3.49
 2022-08-08 14:58:00,SSS015,T03,19.278,19.286,10.12,10.131,113.949,114.085,3.48,3.49
 2022-08-08 14:59:00,SSS015,T03,19.278,19.277,10.116,10.134,113.9,114.1,3.48,3.49
 2022-08-08 15:00:00,SSS015,T03,19.278,19.311,10.106,10.129,113.791,114.119,3.48,3.49
 2022-08-08 15:01:00,SSS015,T03,19.278,19.302,10.103,10.126,113.757,114.077,3.48,3.49
 2022-08-08 15:02:00,SSS015,T03,19.278,19.311,10.114,10.125,113.881,114.088,3.48,3.49
 2022-08-08 15:03:00,SSS015,T03,19.287,19.302,10.094,10.123,113.686,114.046,3.48,3.49
 2022-08-08 15:04:00,SSS015,T03,19.295,19.311,10.1,10.121,113.767,114.046,3.48,3.49
 2022-08-08 15:05:00,SSS015,T03,19.303,19.294,10.086,10.125,113.63,114.057,3.48,3.49
 2022-08-08 15:06:00,SSS015,T03,19.303,19.311,10.074,10.124,113.5,114.087,3.48,3.49
 2022-08-08 15:07:00,SSS015,T03,19.32,19.294,10.067,10.132,113.468,114.134,3.48,3.49
 2022-08-08 15:08:00,SSS015,T03,19.312,19.311,10.06,10.124,113.367,114.092,3.48,3.49
 2022-08-08 15:09:00,SSS015,T03,19.312,19.319,10.07,10.101,113.479,113.85,3.48,3.49
 2022-08-08 15:10:00,SSS015,T03,19.312,19.302,10.061,10.122,113.385,114.053,3.48,3.49
 2022-08-08 15:11:00,SSS015,T03,19.32,19.319,10.059,10.117,113.381,114.035,3.48,3.49
 2022-08-08 15:12:00,SSS015,T03,19.32,19.327,10.06,10.111,113.396,113.984,3.48,3.49
 2022-08-08 15:13:00,SSS015,T03,19.328,19.336,10.048,10.105,113.283,113.948,3.48,3.49
 2022-08-08 15:14:00,SSS015,T03,19.337,19.336,10.044,10.108,113.258,113.986,3.48,3.49
 2022-08-08 15:15:00,SSS015,T03,19.354,19.344,10.045,10.113,113.311,114.055,3.48,3.49
 2022-08-08 15:16:00,SSS015,T03,19.328,19.319,10.039,10.134,113.192,114.237,3.48,3.49
 2022-08-08 15:17:00,SSS015,T03,19.328,19.353,10.045,10.112,113.253,114.065,3.48,3.49
 2022-08-08 15:18:00,SSS015,T03,19.337,19.344,10.038,10.105,113.201,113.973,3.48,3.49
 2022-08-08 15:19:00,SSS015,T03,19.362,19.336,10.021,10.118,113.064,114.099,3.48,3.49
 2022-08-08 15:20:00,SSS015,T03,19.362,19.336,10.03,10.129,113.162,114.219,3.48,3.49
 2022-08-08 15:21:00,SSS015,T03,19.37,19.369,10.032,10.096,113.205,113.924,3.48,3.49
 2022-08-08 15:22:00,SSS015,T03,19.337,19.369,10.036,10.104,113.179,114.021,3.48,3.49
 2022-08-08 15:23:00,SSS015,T03,19.362,19.344,10.016,10.111,113.005,114.035,3.48,3.49
 2022-08-08 15:24:00,SSS015,T03,19.337,19.361,10.038,10.106,113.204,114.027,3.48,3.49
 2022-08-08 15:25:00,SSS015,T03,19.354,19.369,10.003,10.107,112.842,114.058,3.48,3.49
 2022-08-08 15:26:00,SSS015,T03,19.387,19.369,10.012,10.1,113.027,113.975,3.48,3.49
 2022-08-08 15:27:00,SSS015,T03,19.37,19.369,10.015,10.1,113.014,113.975,3.48,3.49
 2022-08-08 15:28:00,SSS015,T03,19.37,19.361,10.009,10.097,112.953,113.922,3.48,3.49
 2022-08-08 15:29:00,SSS015,T03,19.37,19.361,10.007,10.11,112.929,114.066,3.48,3.48
