Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,15N,18O,34S
10,212.978035,212.9781430807466,212.9780758048191,1190629,-9999,741611.1,20.06,-1,0.3158819387957584,0.9820577107071644,0,0.5892346264242986,6,0.875,0.375,S1 P1 O3,de-protonated,0,-9999,C8 H7 O3 P1 S1,8,7,3,-9999,1,1,-9999,N/A,-9999,-9999
38,255.061326,255.06139755340877,255.0614115075491,1034839.8,-9999,794287.2,16.26,-1,-0.05470894346698399,0.9994570590992752,0,0.599674235459565,5,1.4166666666666667,0.16666666666666666,S1 P1 O2,de-protonated,0,-9999,C12 H17 O2 P1 S1,12,17,2,-9999,1,1,-9999,N/A,-9999,-9999
42,257.048381,257.0484508286903,257.0485381486291,1131773.4,-9999,879800.8,17.96,-1,-0.3397021412482998,0.9792789603117352,0,0.5875673761870411,10,0.8461538461538461,0.15384615384615383,N2 P1 O2,de-protonated,0,-9999,C13 H11 O2 N2 P1,13,11,2,2,1,-9999,-9999,N/A,-9999,-9999
48,259.100441,259.10050904754894,259.1005737224391,6145445.5,-9999,711102.9,105.72,-1,-0.2496130719639984,0.9925087825503875,0.9943950495692352,0.9932632893579266,8,1.2142857142857142,0.07142857142857142,N2 P1 O1,de-protonated,0,-9999,C14 H17 O1 N2 P1,14,17,1,2,1,-9999,-9999,N/A,-9999,-9999
52,260.103824,260.1038911766354,260.1039285575091,885171.4,-9999,606181.9,13.51,-1,-0.14371514466604554,0.9962593647376984,0.9943950495692352,0.9955136386703132,8,1.3076923076923077,0.07692307692307693,13C1 N2 P1 O1,de-protonated,1,48,C13 H17 O1 N2 P1 13C1,13,17,1,2,1,-9999,1,N/A,-9999,-9999
52,260.103824,260.1038911766354,260.1040649031291,885171.4,-9999,606181.9,13.51,-1,-0.6679114905946549,0.9222441331530516,0,0.553346479891831,8,1.1538461538461535,0.2307692307692308,N3 O3,de-protonated,0,-9999,C13 H15 O3 N3,13,15,3,3,-9999,-9999,-9999,N/A,-9999,-9999
55,262.975155,262.9752196843855,262.97509842466906,1384895.9,-9999,652258.1,22.11,-1,0.46110721946307687,0.9621551182783936,0,0.5772930709670362,10,0.4545454545454546,0.5454545454545454,P1 O6,de-protonated,0,-9999,C11 H5 O6 P1,11,5,6,-9999,1,-9999,-9999,N/A,-9999,-9999
57,263.043572,263.04363662500106,263.0438466913691,1359049.3,-9999,758668.9,21.66,-1,-0.798598297085982,0.8907240779447909,0,0.5344344467668746,4,1.625,0.75,N2 P1 O6,de-protonated,0,-9999,C8 H13 O6 N2 P1,8,13,6,2,1,-9999,-9999,N/A,-9999,-9999
59,265.147507,265.14756979883344,265.1475239158191,5660387,-9999,689802.2,95.86,-1,0.1730471161415292,0.49729059940616654,0.8684926696514785,0.6457714275042914,5,1.6428571428571428,0.07142857142857142,N2 P1 O1,de-protonated,0,-9999,C14 H23 O1 N2 P1,14,23,1,2,1,-9999,-9999,N/A,-9999,-9999
60,266.089094,266.0891559815574,266.0890094364491,1210462.8,-9999,699115.9,18.94,-1,0.5507371710089142,0.9464515854331916,0,0.567870951259915,1,2.1,0.3,N1 S2 O3,de-protonated,0,-9999,C10 H21 O3 N1 S2,10,21,3,1,-9999,2,-9999,N/A,-9999,-9999
62,267.073121,267.0731821274444,267.0730250193591,1096926.9,-9999,766268,16.97,-1,0.5882589052444578,0.9391406228335196,0,0.5634843737001118,1,2,0.4,S2 O4,de-protonated,0,-9999,C10 H20 O4 S2,10,20,4,-9999,-9999,2,-9999,N/A,-9999,-9999
66,269.102741,269.1028003657804,269.1030618452391,957282.7,-9999,844409.6,14.45,-1,-0.971670321746581,0.842557351647975,0,0.5055344109887849,5,1.3846153846153846,0.4615384615384616,O6,de-protonated,0,-9999,C13 H18 O6,13,18,6,-9999,-9999,-9999,-9999,N/A,-9999,-9999
67,269.130915,269.13097434132607,269.1312051460991,953830.3,-9999,787740.3,14.39,-1,-0.8575920168751535,0.8750721062643918,0,0.5250432637586351,4,1.6428571428571428,0.21428571428571427,P1 O3,de-protonated,0,-9999,C14 H23 O3 P1,14,23,3,-9999,1,-9999,-9999,N/A,-9999,-9999
71,269.175516,269.1755753026134,269.1758328639391,3669740,-9999,737931.4,61,-1,-0.956851597440068,0.84693776605006,0,0.5081626596300359,3,1.7333333333333334,0.26666666666666666,O4,de-protonated,0,-9999,C15 H26 O4,15,26,4,-9999,-9999,-9999,-9999,N/A,-9999,-9999
78,271.064288,271.0643456632023,271.06456833560907,996440.7,-9999,805057.6,15.12,-1,-0.8214736737650918,0.8847545470155628,0,0.5308527282093376,5,1.3333333333333333,0.4166666666666667,S1 O5,de-protonated,0,-9999,C12 H16 O5 S1,12,16,5,-9999,-9999,1,-9999,N/A,-9999,-9999
78,271.064288,271.0643456632023,271.0641882130891,996440.7,-9999,805057.6,15.12,-1,0.580859147165933,0.9406159938707856,0,0.5643695963224713,10,0.9285714285714286,0.14285714285714285,N2 P1 O2,de-protonated,0,-9999,C14 H13 O2 N2 P1,14,13,2,2,1,-9999,-9999,N/A,-9999,-9999
79,271.118439,271.1184966162005,271.1187119096991,1330271.5,-9999,731610.2,20.85,-1,-0.7940931005968256,0.8918845244918944,0,0.5351307146951366,4,1.5384615384615383,0.4615384615384616,O6,de-protonated,0,-9999,C13 H20 O6,13,20,6,-9999,-9999,-9999,-9999,N/A,-9999,-9999
81,271.154821,271.15487858462177,271.15509741904907,1673316,-9999,655561.4,26.73,-1,-0.8070452275609293,0.8885347501308175,0,0.5331208500784905,3,1.7142857142857142,0.35714285714285715,O5,de-protonated,0,-9999,C14 H24 O5,14,24,5,-9999,-9999,-9999,-9999,N/A,-9999,-9999
83,271.191208,271.1912655530387,271.19148292839907,3875816.5,-9999,718629.2,64.53,-1,-0.8015567377595346,0.8899592998544503,0,0.5339755799126702,2,1.8666666666666667,0.26666666666666666,O4,de-protonated,0,-9999,C15 H28 O4,15,28,4,-9999,-9999,-9999,-9999,N/A,-9999,-9999
86,273.097712,273.0977678982366,273.0979764648091,949970.9,-9999,736017.2,14.21,-1,-0.7637060339885517,0.8995781165465714,0,0.5397468699279429,4,1.5,0.5833333333333334,O7,de-protonated,0,-9999,C12 H18 O7,12,18,7,-9999,-9999,-9999,-9999,N/A,-9999,-9999
